ID,Topic,Test 1
295,good_facility,"the_experience_at_the_hotel_was_excellent, there_is_no_evident_not_excellent_experience_at_the_hotel, the_hotel_is_new_and_well_furnished, there_is_no_evident_not_new_and_well_furnished_hotel, rooms_are_comfortable, there_is_no_evident_not_comfortable_rooms, atmosphere_makes_you_feel_like_home, there_is_no_evident_not_atmosphere_makes_you_feel_like_home"
297,good_facility,"because_recently_refurbished, no_evident_not_recently_refurbished, because_very_clean, no_evident_not_very_clean, each_entry_adheres_to_the_specified_structure, ensuring_clarity_and_grammatical_correctness"
300,bad_facility,"swam, have_evident_swam, frosted, have_evident_frosted, cold, have_evident_cold"
301,good_facility,"vibes, no_evident_not_vibes, ambiance, no_evident_not_ambiance"
306,good_facility,"place, no_evident_not_place"
307,good_facility,"modern, nice, no_evident_not_modern, no_evident_not_nice"
308,good_facility,"nice_no_evident_not_nice, cosy_no_evident_not_cosy, this_format_ensures_each_support_is_paired_with_its_corresponding_contrary, maintaining_clarity_and_adherence_to_the_specified_conditions"
311,good_facility,"pet_friendly, no_extra_charge, no_evident_not_pet_friendly, no_evident_not_no_extra_charge"
312,bad_facility,"tiny_pool_leads_to_safety_issues, have_evident_small_pools_can_still_ensure_safety_with_proper_maintenance, tiny_pool_limits_recreational_activities, have_evident_some_places_offer_recreational_opportunities_even_with_small_pools, tiny_pool_makes_facilities_inadequate_compared_to_others, have_evident_some_facilities_are_adequate_despite_their_size_when_considering_specific_needs, tiny_pool_affects_social_interactions, have_evident_tiny_pools_can_enhance_social_interactions_in_certain_settings_such_as_intimate_gatherings, tiny_pool_restricts_access_to_water_based_activities, have_evident_some_people_enjoy_having_access_to_limited_water_activities_for_personal_or_leisure_purposes, this_format_ensures_each_support_is_paired_with_a_contrary, maintaining_the_required_structure_and_conditions_without_introducing_new_vocabulary_or_adjectives_verbs_beyond_necessity"
312,good_facility,"the_place, no_evident_not_the_place, everything, no_evident_not_everything"
313,good_facility,"renovated, no_evident_not_renovated, clean, no_evident_not_clean, quiet, no_evident_not_quiet, sufficient_parking, no_evident_not_sufficient_parking"
314,good_facility,"new, recently_renovated, has_wifi, no_evident_not_new, no_evident_not_recently_renovated, no_evident_not_has_wifi"
318,good_facility,"lovely, no_evident_not_lovely, family_hotel, no_evident_not_family_hotel, refurbished, no_evident_not_refurbished, corona_period, no_evident_not_corona_period"
322,good_facility,"clean, no_evident_not_clean, spacious, no_evident_not_spacious, nice, no_evident_not_nice"
325,good_facility,"small_hotel, everything_was_good, no_evident_not_small_hotel, no_evident_not_everything_was_good"
335,good_facility,"provides_no_evident_not_provides, all_no_evident_not_all, you_need_no_evident_not_you_need"
337,good_facility,"good_from_excellent_hotel, no_evident_not_good, spotless_from_clean, no_evident_not_spotless, this_list_includes_all_supports_and_their_corresponding_contraries, adhering_to_the_specified_conditions"
338,good_facility,"brand_new, spotlessly_clean, no_evident_not_brand_new, no_evident_not_spotlessly_clean"
339,good_facility,"best, no_evident_not_best, friendly, no_evident_not_friendly, comfortable, no_evident_not_comfortable"
341,good_facility,"clean_no_evident_not_clean, modern_no_evident_not_modern"
347,good_facility,"family_run, no_evident_not_family_run"
348,bad_facility,"not_much_parking_around_the_property, have_evident_plenty_of_parking_available, it_was_an_apartment_before_being_converted_into_this_hotel, have_evident_as_an_apartment_it_had_better_facilities, inside_is_excellent_compared_to_the_view_from_outside, have_evident_the_inside_isn_t_excellent_or_something_about_the_exterior"
348,good_facility,"inside_is_excellent, no_evident_not_the_inside_is_excellent, compared_to_view_from_outside, no_evident_not_compared_to_view_from_outside"
350,good_facility,"easy, no_evident_not_easy_parking, this_format_adheres_to_all_specified_conditions_using_short_words_without_adjectives_or_adverbs, incorporating_original_vocabulary, and_structuring_contraries_correctly"
353,bad_facility,"pool_is_tiny, have_evident_pool_is_not_tiny, this_structure_captures_the_essence_of_the_original_text, translating_it_into_an_aba_format_with_a_clear_claim, and_its_contrary"
353,good_facility,"simple, no_evident_not_not_complicated, clear, no_evident_not_not_detailed, contemporary, no_evident_not_not_modern, decoration, no_evident_not_not_design, new, no_evident_not_not_old, each_support_is_paired_with_its_respective_contrary, capturing_the_essence_of_the_original_text_while_adhering_to_the_specified_conditions"
357,good_facility,"no_evident_not_comfortable, no_evident_not_clean"
359,good_facility,"nice_atmosphere, no_evident_not_nice_atmosphere"
365,good_facility,"just_renovated, no_evident_not_just_renovated, convenient, no_evident_not_convenient"
372,good_facility,"bright, cozy, looks_like_almost_new, silent, no_evident_not_bright, no_evident_not_cozy, no_evident_not_looks_like_almost_new, no_evident_not_silent"
373,good_facility,"cozy, no_evident_not_cozy, clean, no_evident_not_clean, nice, no_evident_not_nice"
374,bad_facility,"pool, bigger, have_evident_bigger"
375,good_facility,"situated, well, no_evident_not_situated, no_evident_not_well"
376,good_facility,"clean, no_evident_not_clean, comfortable, no_evident_not_comfortable, welcoming, no_evident_not_welcoming"
381,good_facility,"interior, clearly, recently, no_evident_not_interior, no_evident_not_clearly, no_evident_not_recently"
382,good_facility,"received_package, no_evident_not_received_package"
383,good_facility,"clean, no_evident_not_clean, facilities, no_evident_not_facilities"
384,good_facility,"amazing, no_evident_not_amazing, highly_recommended_derived_from_context, no_evident_not_highly_recommended"
386,good_facility,"spotless, clean, no_evident_not_spotless, no_evident_not_clean"
388,good_facility,"and_contraries_list, new_fittings, no_evident_not_new_fittings, new_furniture, no_evident_not_new_furniture"
389,good_facility,"affordable, clean, no_evident_not_affordable, no_evident_not_clean"
391,good_facility,"recently, no_evident_not_recently, renovated, no_evident_not_renovated"
395,good_facility,"amazing_place, no_evident_not_amazing_place, be_honest, no_evident_not_be_honest"
396,bad_facility,"lobby, common_areas, elevator, night_lights, have_evident_lobby, have_evident_common_areas, have_evident_elevator, have_evident_night_lights"
405,good_facility,"food, no_evident_not_food, facilities, no_evident_not_facilities"
406,good_facility,"new, no_evident_not_new"
408,good_facility,"a_wonderful_place, run_by_wonderful_people, no_evident_not_run_by_wonderful_people"
409,good_facility,"excellent, no_evident_not_excellent, exceeded, no_evident_not_exceeded"
410,good_facility,"nice, place, no_evident_not_nice, no_evident_not_place"
412,bad_facility,"people, have_evident_people_do_not_need_to_be_careful, doorway_leading_to_elevator, have_evident_doorway_leading_to_elevator_does_not_require_caution"
415,good_facility,"clean, no_evident_not_clean, super, no_evident_not_super"
416,good_facility,"quiet_place, pet_friendly, no_evident_not_quiet_place, no_evident_not_pet_friendly"
421,good_facility,"clean, comfortable, no_evident_not_clean, no_evident_not_comfortable"
422,good_facility,"very_new, no_evident_not_very_new, completely_renovated, no_evident_not_completely_renovated, clean, no_evident_not_clean, comfortable, no_evident_not_comfortable, free_parking, no_evident_not_free_parking"
425,bad_facility,"steep_support_have_evident_ramp, ramps_support_have_evident_ramp, hazardous_support_have_evident_ramp, unfortunate_support_have_evident_ramp, problematic_support_have_evident_ramp"
425,good_facility,"airy, no_evident_not_airy, light, no_evident_not_light"
429,bad_facility,"limited, very, have_evident_limited_parking_space, have_evident_very_little_parking"
432,bad_facility,"street, have_evident_street, parking, have_evident_parking"
433,bad_facility,"no_designated_parking, parking_anywhere, have_evident_designated_parking, have_evident_parking_only_where_you_find"
441,bad_facility,"issue, the_internet_service_has_an_issue_with_connectivity, have_evident, the_internet_service_does_not_have_an_issue_with_connectivity, problem, the_internet_connection_is_experiencing_problems, the_internet_connection_is_not_experiencing_problems, bad, the_internet_service_is_considered_bad_due_to_poor_performance, the_internet_service_is_not_considered_bad_due_to_good_performance"
442,bad_facility,"hotel_not_opened, have_evident_hotel_not_opened, season, have_evident_season"
443,bad_facility,"no_bar, have_evident_no_bar, no_restaurant, have_evident_no_restaurant, no_pool, have_evident_no_pool"
445,good_facility,"nice, clean, little, hotel, no_evident_not_nice, no_evident_not_clean, no_evident_not_little, no_evident_not_hotel"
451,bad_facility,"cold, have_evident_coldness, lacks_warmth, have_evident_lack_of_warmth, minimalistic, have_evident_minimality"
451,good_facility,"no_evident_not_neatness_in_the_hotel_facility, no_evident_not_modernity_in_the_hotel_facility, this_format_adheres_to_all_specified_conditions, ensuring_clarity_and_logical_structure_without_any_unnecessary_elements_or_assumptions"
452,good_facility,"spotless, clean, measures, no_evident_not_spotless, no_evident_not_clean, no_evident_not_measures"
455,bad_facility,"bad_hotel_installation, have_evident_bad_hotel_installation, in_front_of_a_pension, have_evident_in_front_of_a_pension, lift_broke, have_evident_lift_broke, hotel_installation_and_pool_are_not_good, have_evident_hotel_installation_and_pool_are_not_good"
458,bad_facility,"facilities, limited, have_evident_facilities_have_evident_they_are_not_enough, have_evident_limited_is_evident_because_there_isn_t_much_available"
468,bad_facility,"swimming_pool_lacks_cleanliness, have_evident_swimming_pool_has_high_cleanliness, this_response_adheres_to_all_specified_conditions_it_uses_exact_vocabulary_from_the_original_text, ensures_each_support_has_a_contrary_starting_with_have_evident, and_maintains_clarity_without_additional_opinions_or_assumptions"
472,good_facility,"very_friendly, no_evident_not_very_friendly, family_business, no_evident_not_family_business, feel_like_at_home, no_evident_not_feel_like_at_home, very_comfortable, no_evident_not_very_comfortable, hotel, no_evident_not_hotel"
474,bad_facility,"rare, only, have_evident_rare, have_evident_only"
479,good_facility,"friendly, clean, hotel, no_evident_not_friendly, no_evident_not_clean, no_evident_not_hotel"
481,good_facility,"clean, no_evident_not_clean"
482,good_facility,"pleasant, no_evident_not, this_response_adheres_to_the_specified_format_by_using_direct_terms_and_structuring_each_contrary_statement_appropriately"
485,good_facility,"wonderful, no_evident_not_wonderful, hotel, no_evident_not_hotel, staff, no_evident_not_staff, all, no_evident_not_all, as_in_the_photo, no_evident_not_as_in_the_photo"
489,good_facility,"free_parking, available, no_evident_not_free_parking, no_evident_not_available"
494,good_facility,"very, no_evident_not_very, clean, no_evident_not_clean, this_format_adheres_to_all_specified_conditions, ensuring_clarity_and_correctness"
497,good_facility,"hotel_hotel, no_evident_not_hotel_no_evident_not_hotel"
500,bad_facility,"it_is_difficult_to_access_the_facility_by_foot_due_to_poor_parking_facilities, have_evident_it_is_difficult_to_park_when_using_a_car_because_there_is_an_open_air_car_park_very_close, it_is_challenging_to_find_a_spot_for_a_car_at_the_facility, have_evident_it_is_easy_to_access_the_facility_by_walking_because_of_good_pedestrian_facilities"
500,good_facility,"accommodation_is_good, no_evident_not_accommodation_is_good, car_park_is_open_air_and_close, no_evident_not_car_park_is_open_air_and_close"
501,good_facility,"the_hotel_is_very_clean, no_evident_not_very_clean, this_response_adheres_to_all_specified_conditions, ensuring_clarity_and_precision_in_each_argument_without_introducing_any_assumptions_or_additional_claims_beyond_the_original_statement"
502,good_facility,"clean_hotel, no_evident_not_clean_hotel, good_hotel, no_evident_not_good_hotel"
504,good_facility,"everything, perfect, boutique_hotel, no_evident_not_everything, no_evident_not_perfect, no_evident_not_boutique_hotel"
507,good_facility,"very_modern, modernly_furnished, no_evident_not_very_modern, no_evident_not_modernly_furnished"
509,good_facility,"nice, no_evident_not_nice"
511,good_facility,"no_evident_not_new, no_evident_not_clean"
513,good_facility,"clean, no_evident_not_clean, everything_was_exactly_as_expected, no_evident_not_everything_was_exactly_as_expected"
515,good_facility,"very_clean, no_evident_not_very_clean, new_hotel, no_evident_not_new_hotel"
517,good_facility,"hotel, quality, no_evident_not_hotel, no_evident_not_quality"
527,good_facility,"excellent, good, nice, no_evident_not_excellent, no_evident_not_good, no_evident_not_nice"
528,good_facility,"clean, no_evident_not_clean, fresh, no_evident_not_fresh"
530,good_facility,"very_nice, no_evident_not_very_nice, and_clean, no_evident_not_and_clean"
532,good_facility,"free, no_evident_not_free, parking, no_evident_not_parking"
535,good_facility,"small, modern, no_evident_not_small, no_evident_not_modern"
536,good_facility,"cozy_support_cozy_contrary_no_evident_not_cozy, warm_support_warm_contrary_no_evident_not_warm, friendly_staff_support_friendly_staff_contrary_no_evident_not_friendly_staff"
537,good_facility,"cozy_no_evident_not_cozy, very_cozy_no_evident_not_very_cozy, this_structure_follows_the_conditions_provided, ensuring_each_support_is_a_short_word_without_unnecessary_adjectives_or_adverbs, and_each_contrary_starts_with_no_evident_not_followed_by_the_same_word_used_in_the_support"
543,bad_facility,"little_parking, have_evident_space, nearby, have_evident_far_away, arriving, have_evident_not_arriving"
546,good_facility,"next_to, no_evident_not_next_to"
549,good_facility,"pet_friendly, no_evident_not_pet_friendly, clean, no_evident_not_clean"
551,good_facility,"freshened_up, no_evident_not_not_freshened_up, recently, no_evident_not_not_recently"
556,bad_facility,"no_pool_have_evident_no_pool, no_swimming_have_evident_no_swimming, no_aquatics_have_evident_no_aquatics"
569,good_facility,"renovated, modern_amenities, needs_more_space, no_evident_not_renovated, no_evident_not_modern_amenities, no_evident_not_needs_more_space"
571,good_facility,"clean_no_evident_not_clean, comfortable_no_evident_not_comfortable"
572,bad_facility,"the_elevator_needs_more_cleaning, have_evident_cleaning_needed, maybe_a_complete_renovation_would_be_better, have_evident_need_for_renovation"
574,good_facility,"amazing, no_evident_not_amazing"
581,bad_facility,"is_difficult, lack_of_space, have_evident_is_difficult, have_evident_lack_of_space"
586,good_facility,"new, clean, no_evident_not_new, no_evident_not_clean"
590,good_facility,"the_hotel_is_lovely, the_hotel_is_quiet, the_hotel_is_cozy, no_evident_not_lovely, no_evident_not_quiet, no_evident_not_cozy"
594,good_facility,"newly_refurbished, therefore, no_evident_not_newly_refurbished, cozy_courtyard, no_evident_not_cozy_courtyard, parking, no_evident_not_parking"
603,good_facility,"accommodation_is_clean, no_evident_not_very_clean_accommodation, terrace_in_the_evening_is_pleasant, no_evident_not_very_pleasant_terrace_in_the_evening"
610,good_facility,"quiet_hotel, no_evident_not_quiet_hotel, restaurant_in_the_enclosure, no_evident_not_restaurant_in_the_enclosure, good_restaurant, no_evident_not_good_restaurant"
615,good_facility,"nice_staff, restaurant_and_hotel_good, no_evident_not_nice_staff, no_evident_not_restaurant_and_hotel_good"
617,good_facility,"neat, small, no_evident_not_neat, no_evident_not_small"
619,good_facility,"low_noise_level, cleanliness, no_evident_not_quiet, no_evident_not_clean"
620,good_facility,"nice, no_evident_not_nice, clean, no_evident_not_clean"
627,good_facility,"stunning, no_evident_not_stunning, aesthetic, no_evident_not_aesthetic, clean, no_evident_not_clean, innovative, no_evident_not_innovative, interesting, no_evident_not_interesting, push_of_a_button, no_evident_not_push_of_a_button, can_t_hear, no_evident_not_can_t_hear, this_format_includes_all_the_necessary_supports_and_their_corresponding_contraries, adhering_to_the_specified_conditions"
628,good_facility,"plenty, counterpart_no_evident_not_plenty, this_response_adheres_to_the_specified_conditions_by_using_exact_vocabulary, providing_clear_supports_and_their_contraries, and_avoiding_any_unnecessary_words_or_additional_opinions"
635,good_facility,"excellent, nice, good, no_evident_not_excellent, no_evident_not_nice, no_evident_not_good"
636,good_facility,"renovated, brilliant_family_hotel, friendly_staff, no_evident_not_renovated, no_evident_not_brilliant_family_hotel, no_evident_not_friendly_staff"
643,good_facility,"welcoming, no_evident_not_welcoming, environment, no_evident_not_environment"
646,good_facility,"clean, comfortable, park, no_evident_not_clean, no_evident_not_comfortable, no_evident_not_park"
648,bad_facility,"reception_needs_improvement, furniture_is_very_old, have_evident_the_reception_does_not_need_improvement, have_evident_the_furniture_is_not_very_old"
649,good_facility,"no_evident_not_new, no_evident_not_hotel"
650,good_facility,"cozy, no_evident_not_cozy, hotel, no_evident_not_hotel"
652,good_facility,"accommodation, no_evident_not_accommodation, perfect, no_evident_not_perfect"
653,good_facility,"excellent, no_evident_not_excellent"
654,good_facility,"starting_from_the_street_terrace, hall_and_up_to_the_room_itself, clean, comfortable, soft_bed, just_drink_their_wonderful_cappuccino_on_soft_sofas, sleep_the_rest_of_the_night_on_soft_beds, no_evident_not_starting_from_the_street_terrace, no_evident_not_hall_and_up_to_the_room_itself, no_evident_not_clean, no_evident_not_comfortable, no_evident_not_soft_bed, no_evident_not_just_drink_their_wonderful_cappuccino_on_soft_sofas, no_evident_not_sleep_the_rest_of_the_night_on_soft_beds, this_format_ensures_each_support_is_paired_with_its_contrary, using_exact_vocabulary_and_structure_as_specified"
656,good_facility,"lobby, no_evident_not_lobby, room, no_evident_not_room"
658,good_facility,"homely, cozy, no_evident_not_homely, no_evident_not_cozy"
662,good_facility,"this_format_ensures_each_support_is_paired_with_its_contrary, maintaining_clarity_and_adherence_to_the_specified_structure"
669,good_facility,"transfer, airport, no_evident_not_transfer, no_evident_not_airport"
671,bad_facility,"pool_was_closed, have_evident_pool_was_not_closed"
671,good_facility,"pleasantly_surprised, no_evident_not_not_pleasantly_surprised, appears_to_have_been_renovated, no_evident_not_not_renovated"
673,good_facility,"free_parking, no_evident_not_free_parking, in_front_of_hotel, no_evident_not_in_front_of_hotel, along_street, no_evident_not_along_street"
675,good_facility,"clean, no_evident_not_clean, well_maintained, no_evident_not_well_maintained, friendly, no_evident_not_friendly, approachable, no_evident_not_approachable"
678,good_facility,"good, no_evident_not_good, this_format_adheres_to_all_specified_conditions_by_using_the_word_good_as_both_a_support_and_its_corresponding_contrary_starting_with_no_evident_not"
680,good_facility,"clean, establishment, no_evident_not_clean, no_evident_not_establishment"
681,good_facility,"cozy_and_stylish, no_evident_not_cozy, no_evident_not_stylish"
683,good_facility,"clean, modern, no_evident_not_clean, no_evident_not_modern"
688,good_facility,"a_hotel, yes, b_great, no_evident_not, this_format_adheres_to_all_specified_conditions, ensuring_each_support_is_paired_with_its_corresponding_contrary_statement"
691,good_facility,"plent, no_evident_not_plent, parkin, no_evident_not_parkin"
693,good_facility,"swimming_pool, no_evident_not_swimming_pool, pool, no_evident_not_pool, hotel, no_evident_not_hotel"
695,good_facility,"new_no_evident_not_new, modern_no_evident_not_modern, well_equipped_no_evident_not_well_equipped"
700,bad_facility,"hole, pool, have_evident_hole, have_evident_pool"
703,good_facility,"completely_redone, no_evident_not_completely_redone, modern_decor_in_all_rooms, no_evident_not_modern_decor_in_all_rooms, efficient_services, no_evident_not_efficient_services, friendly_staff, no_evident_not_friendly_staff"
706,good_facility,"good_accommodation, no_evident_not_good_accommodation, perfect_location, no_evident_not_perfect_location"
707,good_facility,"new, no_evident_not_new, prominent, no_evident_not_prominent"
