ID,Topic,Output
134,good_location,"- **Supports**:  
  - close_to_beach  
  - close_to_bars  

- **Contraries**:  
  - no_evident_not_close_to_beach  
  - no_evident_not_close_to_bars"
137,good_location,"1. **Support**: great_location  
   **Contrary**: no_evident_not_great_location  

2. **Support**: location  
   **Contrary**: no_evident_not_location"
139,good_location,"- proximity_to_airport  
  no_evident_not_proximity_to_airport"
140,good_location,"- **Support**: close_to_airport  
  **Contrary**: no_evident_not_close_to_airport"
142,good_location,"- **Support**: near_mackenzie_beach  
  - **Contrary**: no_evident_not_near_mackenzie_beach"
143,good_location,"Here’s the text converted into Assumption-Based Argumentation (ABA) format based on your conditions:

1. **Support**: close_to_airport  
   - Reason: The location is close to the airport, which supports the claim of being a good location.

2. **Contrary**: no_evident_not_close_to_airport  
   - Reason: There is no evident reason why the location should not be close to the airport.

Each entry adheres to your specified conditions, including using short words without adjectives or adverbs and ensuring that each contrary starts with ""no evident not"" followed by the same word as the support."
145,good_location,"1. good_location  
   close_to_airport  
   no_evident_not_close_to_airport  
   close_to_5_min_walk  
   no_evident_not_close_to_5_min_walk  
   close_to_makenzie_blue_flag_beach  
   no_evident_not_close_to_makenzie_blue_flag_beach"
148,good_location,"- **Supports**:  
  - airport  

- **Contraries**:  
  - no_evident_not_airport"
149,good_location,"1. close_to_airport  
2. clean_beach  
3. no_evident_not_close_to_airport  
4. no_evident_not_clean_beach"
152,good_location,"1. close_to_bars_near_sea  
   no_evident_not_close_to_bars_near_sea  

2. close_to_airport  
   no_evident_not_close_to_airport"
153,good_location,"- Support: close_to_airport_after_late_flight  
  Contrary: no_evident_not_close_to_airport_after_late_flight"
155,good_location,"- near_airport  
  - no_evident_not_near_airport"
156,good_location,"- Support: airport  
- Support: clean_beach  
- Contrary: no_evident_not_airport  
- Contrary: no_evident_not_clean_beach"
157,good_location,"Support: walkable_beach  
Contrary: no_evident_not_walkable_beach"
158,good_location,"1. **Claim**: good_location  
2. **Supports**: close_to_airport, close_to_clean_beach  
3. **Contraries**: no_evident_not_close_to_airport, no_evident_not_close_to_clean_beach"
159,good_location,"1. close_to_airport  
   - no_evident_not_close_to_airport  

2. proximity_to_airport (derived from ""close to the airport"")  
   - no_evident_not_proximity_to_airport"
168,good_location,"1. Claim: likes_location  
2. Supports:  
   - close_to_airport  
   - close_to_beach  
   - close_to_restaurants  
3. Contraries:  
   - no_evident_not_close_to_airport  
   - no_evident_not_close_to_beach  
   - no_evident_not_close_to_restaurants"
169,good_location,"- **Support**: close_to_airport  
  **Contrary**: no_evident_not_close_to_airport  

- **Support**: close_to_airport  
  **Contrary**: no_evident_not_close_to_airport"
171,good_location,"Here is the text converted into Assumption-Based Argumentation (ABA) format based on your conditions:

- **Supports**:  
  - close_to_salt_lake  
  - close_to_mckenzie_beach  
  - many_cafes_and_bars_nearby  

- **Contraries**:  
  - no_evident_not_close_to_salt_lake  
  - no_evident_not_close_to_mckenzie_beach  
  - no_evident_not_many_cafes_and_bars_nearby"
177,good_location,"1. close_to_beach  
2. close_to_airport  
3. no_evident_not_close_to_beach  
4. no_evident_not_close_to_airport"
179,good_location,"1. Close_to_local_restaurants  
2. Close_to_beach  
3. No_evident_not_close_to_local_restaurants  
4. No_evident_not_close_to_beach"
182,good_location,"1. close_to_airport  
2. very_clean_beach  
3. no_evident_not_close_to_airport  
4. no_evident_not_very_clean_beach"
183,good_location,"- **Support**: close_to_beach  
  - **Contrary**: no_evident_not_close_to_beach  

This provides a single support and its corresponding contrary based on the given text."
185,bad_location,"1. Access_to_a_car  
   have_evident_access_to_a_car"
185,good_location,"1. **Support**: close_to_airport  
   **Contrary**: no_evident_not_close_to_airport  

2. **Support**: clean_beach  
   **Contrary**: no_evident_not_clean_beach"
190,good_location,"1. **Support**: close_to_airport  
   **Contrary**: no_evident_not_close_to_airport  

2. **Support**: close_to_clean_beach  
   **Contrary**: no_evident_not_close_to_clean_beach"
191,good_location,"- close_to_airport  
  no_evident_not_close_to_airport  

- beside_the_airport  
  no_evident_not_beside_the_airport"
193,good_location,"1. **Support**: excellent  
   **Contrary**: no_evident_not_excellent  

2. **Support**: beach  
   **Contrary**: no_evident_not_beach  

3. **Support**: airport_transfer  
   **Contrary**: no_evident_not_airport_transfer"
195,bad_location,"1. Supports:  
   - not_too_close_to_the_beach  

2. Contraries:  
   - have_evident_not_too_close_to_the_beach"
195,good_location,"1. **Support**: pre_airport_stays  
   **Contrary**: no_evident_not_pre_airport_stays  

2. **Support**: post_airport_stays  
   **Contrary**: no_evident_not_post_airport_stays"
197,good_location,"Here is the structured ABA format based on your requirements:

- **Supports:**
  - close_to_airport
  - close_to_mackenzy_beach_with_restaurants

- **Contraries:**
  - no_evident_not_close_to_airport
  - no_evident_not_close_to_mackenzy_beach_with_restaurants"
199,good_location,"Here is the ABA format based on your text:

- **Supports**:  
  - close_to_airport  
  - very_clean_beach  
  - 5_minute_walk_from_beach_restaurants_and_cafés  

- **Contraries**:  
  - no_evident_not_close_to_airport  
  - no_evident_not_very_clean_beach  
  - no_evident_not_5_minute_walk_from_beach_restaurants_and_cafés"
202,good_location,"1. close_to_beach  
2. great_restaurants  
3. no_evident_not_close_to_beach  
4. no_evident_not_great_restaurants"
204,good_location,"1. close_to_airport  
2. clean_beach  
3. no_evident_not_close_to_airport  
4. no_evident_not_clean_beach"
206,good_location,"1. location  
2. close_to_beach  
3. no_evident_not_location  
4. no_evident_not_close_to_beach"
208,good_location,"1. Support: quiet  
   Contrary: no evident not quiet  

2. Support: easy find  
   Contrary: no evident not easy find"
210,good_location,"1. **Claim**: good_location  
2. **Supports and Contraries**:  
   - close_to_airport: no evident not close_to_airport  
   - very_clean_beach: no evident not very_clean_beach"
211,bad_location,"1. **Support:** half an hour  
   **Contrary:** have evident half an hour  

2. **Support:** walking  
   **Contrary:** have evident walking"
211,good_location,"1. close_to_airport  
2. close_to_town  
3. no_evident_not_close_to_airport  
4. no_evident_not_close_to_town"
219,bad_location,"Here is the text in Assumption-Based Argumentation (ABA) format based on your instructions:

- **Support**: due to air traffic  
  - **Contrary**: have evident due to air traffic"
220,good_location,"- **Supports**:  
  - close_to_airport  
  - very_clean_beach  

- **Contraries**:  
  - no_evident_not_close_to_airport  
  - no_evident_not_very_clean_beach"
226,bad_location,"1. Support: warm fridge  
   Contrary: have evident warm fridge  

2. Support: lack of nearby shop  
   Contrary: have evident lack of nearby shop"
227,good_location,"1. close_to_airport  
   - No evident not close_to_airport  

2. close_to_clean_beach  
   - No evident not close_to_clean_beach"
228,good_location,"- Convenience  
  Quietness  
  no_evident_not_convenience  
  no_evident_not_quietness"
231,good_location,"- **Support**: located_in_a_advantageous_position  
  - **Contrary**: no_evident_not_located_in_a_advantageous_position"
232,good_location,"- close_to_airport  
  no_evident_not_close_to_airport"
233,bad_location,"1. **Support**: far  
   **Contrary**: have evident far  

2. **Support**: everything we need in the cafe  
   **Contrary**: have evident everything we need in the cafe"
234,good_location,"1. Support: bars  
   Contrary: no_evident_not_bars  

2. Support: restaurants  
   Contrary: no_evident_not_restaurants  

3. Support: beach  
   Contrary: no_evident_not_beach"
235,good_location,"- **Claim**: good_location  
- **Supports**:  
  - close_to_airport  
  - clean_beach  
- **Contraries**:  
  - no_evident_not_close_to_airport  
  - no_evident_not_clean_beach"
236,good_location,"### Claim: good_location  
### Supports & Contraries:  

1. **Support:** close_to_bus_route (from ""about 100m from the 425 bus route"")  
   **Contrary:** No evident not close_to_bus_route  

2. **Support:** runs_to_airport (from ""runs to the airport"")  
   **Contrary:** No evident not runs_to_airport"
238,good_location,"Here is the structured ABA format based on your instructions:

- **Claim**: good_location
- **Supports**:
  - close_to_airport
- **Contraries**:
  - no_evident_not_close_to_airport"
239,good_location,"- Support: close_to_sea  
  Contrary: no_evident_not_close_to_sea"
240,good_location,"1. **Support**: nice  
   - **Contrary**: no evident not nice  

2. **Support**: close  
   - **Contrary**: no evident not close  

3. **Support**: very nice (split into two parts for each location aspect)  
   - **Contrary 1**: no evident not nice (for beach proximity)  
   - **Contrary 2**: no evident not nice (for restaurant proximity)  

4. **Support**: close (split into two parts for each location aspect)  
   - **Contrary 1**: no evident not close (for beach proximity)  
   - **Contrary 2**: no evident not close (for restaurant proximity)"
241,good_location,"Here is the text converted into Assumption Based Argumentation (ABA) format based on your instructions:

- **Support**: close_to_airport  
  - **Contrary**: no_evident_not_close_to_airport  

- **Support**: close_to_luxurious_beach_strip_with_restaurants  
  - **Contrary**: no_evident_not_close_to_luxurious_beach_strip_with_restaurants"
243,good_location,"1. near_beach  
2. near_restaurants  
3. no_evident_not_near_beach  
4. no_evident_not_near_restaurants"
246,bad_location,"1. Supports:
   - located_in_small_side_street
     - have_evident_located_in_small_side_street
   - amongst_several_apartment_buildings_on_a_small_side_street
     - have_evident_amongst_several_apartment_buildings_on_a_small_side_street"
246,good_location,"- **Support**: near_airport  
  - **Contrary**: no_evident_not_near_airport  

- **Support**: about_10_minutes_from_airport  
  - **Contrary**: no_evident_not_about_10_minutes_from_airport"
250,good_location,"- good_location  
  walk_to_beach  
    no_evident_not_walk_to_beach  
  walk_to_restaurants  
    no_evident_not_walk_to_restaurants"
253,good_location,"- **Supports**:  
  - close_to_airport  
  - clean_beach  

- **Contraries**:  
  - no_evident_not_close_to_airport  
  - no_evident_not_clean_beach"
254,good_location,"- Close_to_airport  
  - No evident not close_to_airport"
255,good_location,"Here is the text formatted into ABA (Assumption Based Argumentation) format based on your requirements:

1. **Supports:**
   - cozy
   - modern
   - clean

2. **Contraries:**
   - no_evident_not_cozy
   - no_evident_not_modern
   - no_evident_not_clean"
257,good_location,"- **Supports**:  
  - location  
  - quiet  

- **Contraries**:  
  - no_evident_not_location  
  - no_evident_not_quiet"
259,good_location,"1. excellent_location: no_evident_not_excellent_location  
2. near_airport: no_evident_not_near_airport  
3. easy_drive_into_larnaca: no_evident_not_easy_drive_into_larnaca"
260,good_location,"Here is the ABA text based on your conditions:

- Close to Mackenzie Beach  
  - Support: close_to_mackenzie_beach  
    - Contrary: no_evident_not_close_to_mackenzie_beach  
- Distance to downtown (3 km)  
  - Support: distance_to_downtown  
    - Contrary: no_evident_not_distance_to_downtown  
- Nice promenade nearby  
  - Support: nice_promenade  
    - Contrary: no_evident_not_nice_promenade"
262,good_location,"1. close_to_airport  
2. close_to_clean_beach  
3. no_evident_not_close_to_airport  
4. no_evident_not_close_to_clean_beach"
268,good_location,"1. easy_walk  
2. short_journey  
3. no_evident_not_easy_walk  
4. no_evident_not_short_journey"
271,good_location,"1. **Support**: location is close  
   **Contrary**: no evident not location is close  

2. **Support**: beach is near  
   **Contrary**: no evident not beach is near  

3. **Support**: restaurants are near  
   **Contrary**: no evident not restaurants are near  

4. **Support**: public_bus_station is near_hotel  
   **Contrary**: no evident not public_bus_station is near_hotel  

5. **Support**: airport is close  
   **Contrary**: no evident not airport is close"
272,good_location,"- close_to_mackenzie_beach  
  no_evident_not_close_to_mackenzie_beach  

- very_close_to_center  
  no_evident_not_very_close_to_center"
276,good_location,"- **Support**: close_to_airport  
  **Contrary**: no_evident_not_close_to_airport  

- **Support**: very_clean_beach  
  **Contrary**: no_evident_not_very_clean_beach"
278,good_location,"1. close_to_airport  
   - No evident not close_to_airport  
2. close_to_clean_beach  
   - No evident not close_to_clean_beach  
3. easy  
   - No evident not easy"
279,good_location,"1. Close_to_residential_area  
2. Close_to_modern_hotel  
3. No_evident_not_close_to_residential_area  
4. No_evident_not_close_to_modern_hotel"
280,bad_location,"1. Not Inspiring  
   have evident Not Inspiring  

2. Lovely Restaurants  
   have evident Lovely Restaurants  

3. Sea Front  
   have evident Sea Front  

4. Handy for Limassol  
   have evident Handy for Limassol  

5. Handy for Airport  
   have evident Handy for Airport"
280,good_location,"1. Close_to_very_close  
2. Close_to_sea_front  
3. Handy_for_Limassol_and_airport  
4. No_evident_not_close_to_very_close  
5. No_evident_not_close_to_sea_front  
6. No_evident_not_handy_for_Limassol_and_airport"
281,good_location,"- **airport**  
  - **no evident not airport**  

- **restaurants**  
  - **no evident not restaurants**"
282,good_location,"- close_to_beach  
  - quiet_place  
    - no_evident_not_close_to_beach  
    - no_evident_not_quiet_place"
284,good_location,"1. close_to_delicious  
2. close_to_fun  
3. close_to_close  
4. no_evident_not_delicious  
5. no_evident_not_fun  
6. no_evident_not_close"
286,good_location,"1. close_to_airport  
2. clean_beach  
3. no_evident_not_close_to_airport  
4. no_evident_not_clean_beach"
288,bad_location,"1. **Support**: located_in_small_side_street  
   **Contrary**: have_evident_located_in_small_side_street  

2. **Support**: distant_from_city_center  
   **Contrary**: have_evident_distant_from_city_center"
288,good_location,"- **Supports and Contraries:**  
  - close_to_airport, no_evident_not_close_to_airport  
  - distant_from_city_center, no_evident_not_distant_from_city_center  
  - close_to_salt_lake, no_evident_not_close_to_salt_lake"
289,good_location,"1. Support: close_to_airport  
   Contrary: no_evident_not_close_to_airport  

2. Support: madezie_beach_area  
   Contrary: no_evident_not_makenzie_beach_area"
290,good_location,"1. **Support**: good_value  
   - **Contrary**: no_evident_not_good_value  

2. **Support**: location  
   - **Contrary**: no_evident_not_location"
291,good_location,"1. Good location close_to_airport  
2. No evident not close_to_airport"
292,good_location,"- **Supports**:  
  - close_to_airport  
  - close_to_clean_beach  

- **Contraries**:  
  - no_evident_not_close_to_airport  
  - no_evident_not_close_to_clean_beach"
295,good_location,"1. close_to_center  
2. quiet_area  
3. no_evident_not_close_to_center  
4. no_evident_not_quiet_area"
298,good_location,"- bus_425  
- close_to_airport  
- no_evident_not_bus_425  
- no_evident_not_close_to_airport"
299,good_location,"1. convenient  
   - no_evident_not_convenient  

2. easy  
   - no_evident_not_easy  

3. catch  
   - no_evident_not_catch  

4. public_transportation  
   - no_evident_not_public_transportation  

5. around  
   - no_evident_not_around  

6. center  
   - no_evident_not_center"
300,good_location,"- close_to_airport  
  no_evident_not_close_to_airport  

- close_to_bus_station  
  no_evident_not_close_to_bus_station  

- close_to_beach  
  no_evident_not_close_to_beach  

- close_to_restaurants  
  no_evident_not_close_to_restaurants"
301,good_location,"- Support: quiet  
  Contrary: no evident not_quiet"
304,good_location,"1. **Supports**:  
   - on_foot  
   - close_to_bus_station  
   - has_many_restaurants  
   - has_many_bars  
   - has_many_shops  

2. **Contraries**:  
   - no_evident_not_on_foot  
   - no_evident_not_close_to_bus_station  
   - no_evident_not_has_many_restaurants  
   - no_evident_not_has_many_bars  
   - no_evident_not_has_many_shops"
307,good_location,"1. close_to_airport  
   no_evident_not_close_to_airport  

2. clean_beach  
   no_evident_not_clean_beach"
310,good_location,"1. Close proximity to Larnaca airport.  
   - Support: close  
     Contrary: no evident not close  

2. Close to Mckenzie beach with lots of restaurants for dinner.  
   - Support: close  
     Contrary: no evident not close  

3. Close to Mckenzie beach with lots of restaurants for dinner.  
   - Support: lots_of_restaurants  
     Contrary: no evident not lots_of_restaurants"
312,good_location,"1. **Support**: close_to_airport  
   **Contrary**: no_evident_not_close_to_airport  

2. **Support**: five_minute_walk  
   **Contrary**: no_evident_not_five_minute_walk"
313,good_location,"Here is the structured ABA format based on your requirements:

**Supports:**
1. quiet_street  
2. sufficient_parking_facilities  

**Contraries:**  
1. no_evident_not_quiet_street  
2. no_evident_not_sufficient_parking_facilities"
314,good_location,"Here is the structured ABA format based on your requirements:

- **Support**: in_5_minutes_from_airport  
- **Contrary**: no_evident_not_in_5_minutes_from_airport"
