ID,Topic,Test 2
74,good_location,"close_to_airport, no_evident_not_close_to_airport, close_to_beach, no_evident_not_close_to_beach, close_to_salt_lake, no_evident_not_close_to_salt_lake, plenty_parking, no_evident_not_plenty_parking"
76,good_location,"nearby, no_evident_not_nearby, each_support_is_paired_with_a_contrary_that_starts_with_no_evident_not_and_uses_the_same_word_from_the_support"
80,good_location,"mckenzie_beach, no_evident_not_mckenzie_beach, within_walking_distance, no_evident_not_within_walking_distance"
81,good_location,no_evident_not_close_to_airport
82,good_location,"great_location, no_evident_not_great_location, location, no_evident_not_location"
83,bad_location,"location, have_evident_located_in_small_side_street"
88,good_location,"location, airport, no_evident_not_location, no_evident_not_airport"
91,good_location,"close, no_evident_not_close"
93,good_location,"bus_stop, no_evident_not_bus_stop, walkable, no_evident_not_walkable"
95,good_location,"airport, clean_beach, no_evident_not_airport, no_evident_not_clean_beach"
98,good_location,"close_to_airport, no_evident_not_close_to_airport, close_to_clean_beach, no_evident_not_close_to_clean_beach"
102,good_location,"close_to_airport, no_evident_not_close_to_airport, close_to_makenzie_beach, no_evident_not_close_to_makenzie_beach, close_to_touristic_area, no_evident_not_close_to_touristic_area"
104,good_location,"quiet, no_evident_not_quiet"
106,good_location,"close_to_airport, no_evident_not_close_to_airport, note_the_original_text_does_not_explicitly_mention_proximity_to_an_airport_as_a_standalone_advantage_the_previous_response_may_have_included_this_based_on_context"
107,good_location,"convenient, no_evident_not_convenient, this_response_adheres_to_the_specified_conditions_using_short_words_without_adjectives_or_adverbs_for_supports, providing_exact_vocabulary_from_the_original_text, adding_a_contrary_for_each_support_with_no_evident_not, and_listing_all_supports_and_contraries_in_one_format"
109,good_location,"close_to_airport, no_evident_not_close_to_airport, clean_beach, no_evident_not_clean_beach"
111,good_location,"close_to_airport, no_evident_not_close_to_airport, very_clean_beach, no_evident_not_very_clean_beach"
114,good_location,"close_to_airport, no_evident_not_close_to_airport, close_to_clean_beach, no_evident_not_close_to_clean_beach, 10_minutes_from_airport_by_taxi, no_evident_not_10_minutes_from_airport_by_taxi, 15_minutes_from_airport_by_shuttle_bus, no_evident_not_15_minutes_from_airport_by_shuttle_bus, mckenzie_beach_is_close_by, no_evident_not_mckenzie_beach_is_close_by, food_restaurants_off_opposite_beach_were_only_a_ten_minute_walk, no_evident_not_food_restaurants_off_opposite_beach_were_only_a_ten_minute_walk"
115,good_location,"close_to_mackenzie_beach, close_to_airport, best_location_in_larnaca, no_evident_not_close_to_mackenzie_beach, no_evident_not_close_to_airport, no_evident_not_best_location_in_larnaca"
116,good_location,"clean, air_conditioned, close_to_airport, no_evident_not_clean, no_evident_not_air_conditioned, no_evident_not_close_to_airport"
117,good_location,"location_next_to_the_airport, great_for_flights_very_early_in_the_morning, only_takes_you_5_minutes_to_get_to_the_airport, no_evident_not_location_next_to_the_airport, no_evident_not_great_for_flights_very_early_in_the_morning, no_evident_not_only_takes_you_5_minutes_to_get_to_the_airport"
118,good_location,"close_to_airport, beach, no_evident_not_close_to_airport, no_evident_not_beach"
119,good_location,"airport, no_evident_not_airport, clean_beach, no_evident_not_clean_beach"
120,good_location,"close, no_evident_not_close"
123,bad_location,"noisy, have_evident_noisy"
123,good_location,"convenient, no_evident_not_convenient, close_to_airport, no_evident_not_close_to_airport"
125,good_location,"close_to_one_of_the_best_beaches_of_larnaca_region, perfectly_connect_by_public_transport_with_larnaca_city_centre, no_evident_not_close_to_one_of_the_best_beaches_of_larnaca_region, no_evident_not_perfectly_connect_by_public_transport_with_larnaca_city_centre"
126,bad_location,"bit_have_evident_bit, loud_have_evident_loud, outside_have_evident_outside"
128,good_location,"close_to_airport, no_evident_not_close_to_airport"
129,good_location,"close_to_makenzie, no_evident_not_close_to_makenzie"
131,bad_location,"a_bit_far, have_evident_not_a_bit_far, from_the_city_centre, have_evident_not_from_the_city_centre"
134,good_location,"close_to_beach, close_to_bars, no_evident_not_close_to_beach, no_evident_not_close_to_bars"
137,good_location,"great_location, no_evident_not_great_location, location, no_evident_not_location"
139,good_location,"proximity_to_airport, no_evident_not_proximity_to_airport"
140,good_location,"close_to_airport, no_evident_not_close_to_airport"
142,good_location,"near_mackenzie_beach, no_evident_not_near_mackenzie_beach"
143,good_location,"here_s_the_text_converted_into_assumption_based_argumentation_aba_format_based_on_your_conditions, close_to_airport, reason_the_location_is_close_to_the_airport, which_supports_the_claim_of_being_a_good_location, no_evident_not_close_to_airport, reason_there_is_no_evident_reason_why_the_location_should_not_be_close_to_the_airport, each_entry_adheres_to_your_specified_conditions, including_using_short_words_without_adjectives_or_adverbs_and_ensuring_that_each_contrary_starts_with_no_evident_not_followed_by_the_same_word_as_the_support"
145,good_location,"close_to_airport, no_evident_not_close_to_airport, close_to_5_min_walk, no_evident_not_close_to_5_min_walk, close_to_makenzie_blue_flag_beach, no_evident_not_close_to_makenzie_blue_flag_beach"
148,good_location,"airport, no_evident_not_airport"
149,good_location,"close_to_airport, clean_beach, no_evident_not_close_to_airport, no_evident_not_clean_beach"
152,good_location,"close_to_bars_near_sea, no_evident_not_close_to_bars_near_sea, close_to_airport, no_evident_not_close_to_airport"
153,good_location,"close_to_airport_after_late_flight, no_evident_not_close_to_airport_after_late_flight"
155,good_location,"near_airport, no_evident_not_near_airport"
156,good_location,"airport, clean_beach, no_evident_not_airport, no_evident_not_clean_beach"
157,good_location,"walkable_beach, no_evident_not_walkable_beach"
158,good_location,"close_to_airport, close_to_clean_beach, no_evident_not_close_to_airport, no_evident_not_close_to_clean_beach"
159,good_location,"close_to_airport, no_evident_not_close_to_airport, proximity_to_airport_derived_from_close_to_the_airport, no_evident_not_proximity_to_airport"
168,good_location,"close_to_airport, close_to_beach, close_to_restaurants, no_evident_not_close_to_airport, no_evident_not_close_to_beach, no_evident_not_close_to_restaurants"
169,good_location,"close_to_airport, no_evident_not_close_to_airport"
171,good_location,"close_to_salt_lake, close_to_mckenzie_beach, many_cafes_and_bars_nearby, no_evident_not_close_to_salt_lake, no_evident_not_close_to_mckenzie_beach, no_evident_not_many_cafes_and_bars_nearby"
177,good_location,"close_to_beach, close_to_airport, no_evident_not_close_to_beach, no_evident_not_close_to_airport"
179,good_location,"close_to_local_restaurants, close_to_beach, no_evident_not_close_to_local_restaurants, no_evident_not_close_to_beach"
182,good_location,"close_to_airport, very_clean_beach, no_evident_not_close_to_airport, no_evident_not_very_clean_beach"
183,good_location,"close_to_beach, no_evident_not_close_to_beach, this_provides_a_single_support_and_its_corresponding_contrary_based_on_the_given_text"
185,bad_location,"access_to_a_car, have_evident_access_to_a_car"
185,good_location,"close_to_airport, no_evident_not_close_to_airport, clean_beach, no_evident_not_clean_beach"
190,good_location,"close_to_airport, no_evident_not_close_to_airport, close_to_clean_beach, no_evident_not_close_to_clean_beach"
191,good_location,"close_to_airport, no_evident_not_close_to_airport, beside_the_airport, no_evident_not_beside_the_airport"
193,good_location,"excellent, no_evident_not_excellent, beach, no_evident_not_beach, airport_transfer, no_evident_not_airport_transfer"
195,bad_location,"not_too_close_to_the_beach, have_evident_not_too_close_to_the_beach"
195,good_location,"pre_airport_stays, no_evident_not_pre_airport_stays, post_airport_stays, no_evident_not_post_airport_stays"
197,good_location,"close_to_airport, close_to_mackenzy_beach_with_restaurants, no_evident_not_close_to_airport, no_evident_not_close_to_mackenzy_beach_with_restaurants"
199,good_location,"close_to_airport, very_clean_beach, 5_minute_walk_from_beach_restaurants_and_caf_s, no_evident_not_close_to_airport, no_evident_not_very_clean_beach, no_evident_not_5_minute_walk_from_beach_restaurants_and_caf_s"
202,good_location,"close_to_beach, great_restaurants, no_evident_not_close_to_beach, no_evident_not_great_restaurants"
204,good_location,"close_to_airport, clean_beach, no_evident_not_close_to_airport, no_evident_not_clean_beach"
206,good_location,"location, close_to_beach, no_evident_not_location, no_evident_not_close_to_beach"
208,good_location,"quiet, no_evident_not_quiet, easy_find, no_evident_not_easy_find"
210,good_location,"close_to_airport_no_evident_not_close_to_airport, very_clean_beach_no_evident_not_very_clean_beach"
211,bad_location,"half_an_hour, have_evident_half_an_hour, walking, have_evident_walking"
211,good_location,"close_to_airport, close_to_town, no_evident_not_close_to_airport, no_evident_not_close_to_town"
219,bad_location,"due_to_air_traffic, have_evident_due_to_air_traffic"
220,good_location,"close_to_airport, very_clean_beach, no_evident_not_close_to_airport, no_evident_not_very_clean_beach"
226,bad_location,"warm_fridge, have_evident_warm_fridge, lack_of_nearby_shop, have_evident_lack_of_nearby_shop"
227,good_location,"close_to_airport, no_evident_not_close_to_airport, close_to_clean_beach, no_evident_not_close_to_clean_beach"
228,good_location,"convenience, quietness, no_evident_not_convenience, no_evident_not_quietness"
231,good_location,"located_in_a_advantageous_position, no_evident_not_located_in_a_advantageous_position"
232,good_location,"close_to_airport, no_evident_not_close_to_airport"
233,bad_location,"far, have_evident_far, everything_we_need_in_the_cafe, have_evident_everything_we_need_in_the_cafe"
234,good_location,"bars, no_evident_not_bars, restaurants, no_evident_not_restaurants, beach, no_evident_not_beach"
235,good_location,"close_to_airport, clean_beach, no_evident_not_close_to_airport, no_evident_not_clean_beach"
236,good_location,"close_to_bus_route_from_about_100m_from_the_425_bus_route, no_evident_not_close_to_bus_route, runs_to_airport_from_runs_to_the_airport, no_evident_not_runs_to_airport"
238,good_location,"close_to_airport, no_evident_not_close_to_airport"
239,good_location,"close_to_sea, no_evident_not_close_to_sea"
240,good_location,"nice, no_evident_not_nice, close, no_evident_not_close, very_nice_split_into_two_parts_for_each_location_aspect, no_evident_not_nice_for_beach_proximity, no_evident_not_nice_for_restaurant_proximity, close_split_into_two_parts_for_each_location_aspect, no_evident_not_close_for_beach_proximity, no_evident_not_close_for_restaurant_proximity"
241,good_location,"close_to_airport, no_evident_not_close_to_airport, close_to_luxurious_beach_strip_with_restaurants, no_evident_not_close_to_luxurious_beach_strip_with_restaurants"
243,good_location,"near_beach, near_restaurants, no_evident_not_near_beach, no_evident_not_near_restaurants"
246,bad_location,"located_in_small_side_street, have_evident_located_in_small_side_street, amongst_several_apartment_buildings_on_a_small_side_street, have_evident_amongst_several_apartment_buildings_on_a_small_side_street"
246,good_location,"near_airport, no_evident_not_near_airport, about_10_minutes_from_airport, no_evident_not_about_10_minutes_from_airport"
250,good_location,"walk_to_beach, no_evident_not_walk_to_beach, walk_to_restaurants, no_evident_not_walk_to_restaurants"
253,good_location,"close_to_airport, clean_beach, no_evident_not_close_to_airport, no_evident_not_clean_beach"
254,good_location,"close_to_airport, no_evident_not_close_to_airport"
255,good_location,"cozy, modern, clean, no_evident_not_cozy, no_evident_not_modern, no_evident_not_clean"
257,good_location,"location, quiet, no_evident_not_location, no_evident_not_quiet"
259,good_location,"excellent_location_no_evident_not_excellent_location, near_airport_no_evident_not_near_airport, easy_drive_into_larnaca_no_evident_not_easy_drive_into_larnaca"
260,good_location,"close_to_mackenzie_beach, no_evident_not_close_to_mackenzie_beach, distance_to_downtown_3_km, distance_to_downtown, no_evident_not_distance_to_downtown, nice_promenade_nearby, nice_promenade, no_evident_not_nice_promenade"
262,good_location,"close_to_airport, close_to_clean_beach, no_evident_not_close_to_airport, no_evident_not_close_to_clean_beach"
268,good_location,"easy_walk, short_journey, no_evident_not_easy_walk, no_evident_not_short_journey"
271,good_location,"location_is_close, no_evident_not_location_is_close, beach_is_near, no_evident_not_beach_is_near, restaurants_are_near, no_evident_not_restaurants_are_near, public_bus_station_is_near_hotel, no_evident_not_public_bus_station_is_near_hotel, airport_is_close, no_evident_not_airport_is_close"
272,good_location,"close_to_mackenzie_beach, no_evident_not_close_to_mackenzie_beach, very_close_to_center, no_evident_not_very_close_to_center"
276,good_location,"close_to_airport, no_evident_not_close_to_airport, very_clean_beach, no_evident_not_very_clean_beach"
278,good_location,"close_to_airport, no_evident_not_close_to_airport, close_to_clean_beach, no_evident_not_close_to_clean_beach, easy, no_evident_not_easy"
279,good_location,"close_to_residential_area, close_to_modern_hotel, no_evident_not_close_to_residential_area, no_evident_not_close_to_modern_hotel"
280,bad_location,"not_inspiring, have_evident_not_inspiring, lovely_restaurants, have_evident_lovely_restaurants, sea_front, have_evident_sea_front, handy_for_limassol, have_evident_handy_for_limassol, handy_for_airport, have_evident_handy_for_airport"
280,good_location,"close_to_very_close, close_to_sea_front, handy_for_limassol_and_airport, no_evident_not_close_to_very_close, no_evident_not_close_to_sea_front, no_evident_not_handy_for_limassol_and_airport"
281,good_location,"airport, no_evident_not_airport, restaurants, no_evident_not_restaurants"
282,good_location,"close_to_beach, quiet_place, no_evident_not_close_to_beach, no_evident_not_quiet_place"
284,good_location,"close_to_delicious, close_to_fun, close_to_close, no_evident_not_delicious, no_evident_not_fun, no_evident_not_close"
286,good_location,"close_to_airport, clean_beach, no_evident_not_close_to_airport, no_evident_not_clean_beach"
288,bad_location,"located_in_small_side_street, have_evident_located_in_small_side_street, distant_from_city_center, have_evident_distant_from_city_center"
288,good_location,"close_to_airport, no_evident_not_close_to_airport, distant_from_city_center, no_evident_not_distant_from_city_center, close_to_salt_lake, no_evident_not_close_to_salt_lake"
289,good_location,"close_to_airport, no_evident_not_close_to_airport, madezie_beach_area, no_evident_not_makenzie_beach_area"
290,good_location,"good_value, no_evident_not_good_value, location, no_evident_not_location"
291,good_location,no_evident_not_close_to_airport
292,good_location,"close_to_airport, close_to_clean_beach, no_evident_not_close_to_airport, no_evident_not_close_to_clean_beach"
295,good_location,"close_to_center, quiet_area, no_evident_not_close_to_center, no_evident_not_quiet_area"
298,good_location,"bus_425, close_to_airport, no_evident_not_bus_425, no_evident_not_close_to_airport"
299,good_location,"convenient, no_evident_not_convenient, easy, no_evident_not_easy, catch, no_evident_not_catch, public_transportation, no_evident_not_public_transportation, around, no_evident_not_around, center, no_evident_not_center"
300,good_location,"close_to_airport, no_evident_not_close_to_airport, close_to_bus_station, no_evident_not_close_to_bus_station, close_to_beach, no_evident_not_close_to_beach, close_to_restaurants, no_evident_not_close_to_restaurants"
301,good_location,"quiet, no_evident_not_quiet"
304,good_location,"on_foot, close_to_bus_station, has_many_restaurants, has_many_bars, has_many_shops, no_evident_not_on_foot, no_evident_not_close_to_bus_station, no_evident_not_has_many_restaurants, no_evident_not_has_many_bars, no_evident_not_has_many_shops"
307,good_location,"close_to_airport, no_evident_not_close_to_airport, clean_beach, no_evident_not_clean_beach"
310,good_location,"close_proximity_to_larnaca_airport, close, no_evident_not_close, close_to_mckenzie_beach_with_lots_of_restaurants_for_dinner, lots_of_restaurants, no_evident_not_lots_of_restaurants"
312,good_location,"close_to_airport, no_evident_not_close_to_airport, five_minute_walk, no_evident_not_five_minute_walk"
313,good_location,"quiet_street, sufficient_parking_facilities, no_evident_not_quiet_street, no_evident_not_sufficient_parking_facilities"
314,good_location,"in_5_minutes_from_airport, no_evident_not_in_5_minutes_from_airport"
316,good_location,"close_to_airport, no_evident_not_close_to_airport, clean_beach, no_evident_not_clean_beach"
318,good_location,"close_to_larnaca_airport, close_to_beach_and_restaurants, no_evident_not_close_to_larnaca_airport, no_evident_not_close_to_beach_and_restaurants"
322,bad_location,"small, have_evident_small, not_much_else_nearby, have_evident_not_much_else_nearby"
322,good_location,"walk, no_evident_not_walk, pleasant, no_evident_not_pleasant"
323,good_location,"close_to_airport, very_clean_beach, no_evident_not_close_to_airport, no_evident_not_very_clean_beach"
324,good_location,"has_morning_flight, close_to_airport_in_7_min, no_evident_not_has_morning_flight, no_evident_not_close_to_airport_in_7_min"
325,bad_location,"has_smell_from_lake, have_evident_has_smell_from_lake, doesn_t_depend_on_hotel, have_evident_doesn_t_depend_on_hotel"
325,good_location,"near, no_evident_not_near, quick_walk, no_evident_not_quick_walk"
327,good_location,"close_to_larnaca_airport, no_evident_not_close_to_larnaca_airport, clean_beach, no_evident_not_clean_beach"
328,bad_location,"located_in_small_side_street, have_evident_located_in_small_side_street"
328,good_location,"very_close, no_evident_not_very_close, only_away, no_evident_not_only_away"
329,good_location,"quiet, no_evident_not_quiet"
332,good_location,"close_to_cafe_nero, no_evident_not_close_to_cafe_nero, high_quality, no_evident_not_high_quality"
334,good_location,"close_to_airport, no_evident_not_close_to_airport, close_to_clean_beach, no_evident_not_close_to_clean_beach"
338,good_location,"close_to_airport, close_to_clean_beach, walk_distance_to_beach, walk_distance_to_restaurants, walk_distance_to_shops, away_from_traffic, no_evident_not_close_to_airport, no_evident_not_close_to_clean_beach, no_evident_not_walk_distance_to_beach, no_evident_not_walk_distance_to_restaurants, no_evident_not_walk_distance_to_shops, no_evident_not_away_from_traffic"
340,bad_location,"located_in_far_than_most_hotels, have_evident_located_in_far_than_most_hotels, area_is_good_for_water_sports_and_quiet_beaches, have_evident_area_is_good_for_water_sports_and_quiet_beaches"
344,good_location,"close_to_beach, no_evident_not_close_to_beach"
347,good_location,"near_10_minutes_walk_from_beach, no_evident_not_near_10_minutes_walk_from_beach, loads_of_restaurants, no_evident_not_loads_of_restaurants"
348,bad_location,"i_do_not_find_aircraft_noise_bothersome, the_noise_from_aircraft_landing_and_takeoff_can_be_an_issue_for_those_with_young_families_or_those_seeking_a_quiet_environment, have_evident_aircraft_noise_can_be_bothersome, have_evident_the_noise_from_aircraft_landing_and_takeoff_is_not_an_issue_for_everyone"
349,bad_location,"located_in_a_small_side_street_have_evident_located_in_a_small_side_street, pretty_far_from_major_tourist_spots_have_evident_pretty_far_from_major_tourist_spots"
349,good_location,"near_bus_stop, no_evident_not_near_bus_stop"
350,good_location,"close_to_airport, no_evident_not_close_to_airport, 6_mins_drive, no_evident_not_6_mins_drive"
351,good_location,"close_to_mackenzie_beach, close_to_bars, no_evident_not_close_to_mackenzie_beach, no_evident_not_close_to_bars"
353,bad_location,"surprised, have_evident_surprised, far, have_evident_far"
353,good_location,"near_airport, no_evident_not_near_airport"
355,good_location,"early_flight_from_larnaca_airport, no_evident_not_early_flight_from_larnaca_airport, close_to_beach_strip_with_restaurants, no_evident_not_close_to_beach_strip_with_restaurants"
358,good_location,"close_to_airport, no_evident_not_close_to_airport"
361,good_location,"near, makanzie_beach, no_evident_not_near, no_evident_not_makanzie_beach"
364,good_location,"close_to_airport, no_evident_not_close_to_airport, close_to_clean_beach, no_evident_not_close_to_clean_beach, loads_of_bars_and_restaurants, no_evident_not_loads_of_bars_and_restaurants, close_to_5_mins_walk_away, no_evident_not_close_to_5_mins_walk_away"
367,good_location,"close_to_airport, no_evident_not_close_to_airport, close_to_clean_beach, no_evident_not_close_to_clean_beach"
368,good_location,"perfect_location, no_evident_not_perfect_location"
370,good_location,"close_to_airport, close_to_clean_beach, no_evident_not_close_to_airport, no_evident_not_close_to_clean_beach"
372,good_location,"close_to_airport_15_minutes_drive_from_the_airport, close_to_city_center_15_walk_to_the_city_center, close_to_nice_beach_about_300_meters_to_the_nice_beach, no_evident_not_close_to_airport, no_evident_not_close_to_city_center, no_evident_not_close_to_nice_beach"
373,good_location,"airport, reason_couple_of_nights, no_evident_not_airport"
374,good_location,"close_to_airport, no_evident_not_close_to_airport, very_clean_beach, no_evident_not_very_clean_beach"
376,good_location,"close_to_beach, no_evident_not_close_to_beach"
377,good_location,"close_to_beach, no_evident_not_close_to_beach, near_airport, no_evident_not_near_airport, near_bus_station, no_evident_not_near_bus_station"
380,good_location,"close_to_airport, no_evident_not_close_to_airport, close_to_beaches, no_evident_not_close_to_beaches, close_to_entertainment, no_evident_not_close_to_entertainment"
381,good_location,"excellent_location, walking_distance_to_beach, close_to_airport, no_evident_not_excellent_location, no_evident_not_walking_distance_to_beach, no_evident_not_close_to_airport"
382,good_location,"close_to_airport, no_evident_not_close_to_airport, 7_minute_walking_distance, no_evident_not_7_minute_walking_distance"
388,good_location,"location_near_airport, no_evident_not_location_near_airport, location_at_beach, no_evident_not_location_at_beach"
389,good_location,"close_to_airport, clean_beach, no_evident_not_close_to_airport, no_evident_not_clean_beach"
391,bad_location,"close_surroundings_are_not_exciting, have_evident_close_surroundings_are_not_exciting, close_surroundings_are_not_clean, have_evident_close_surroundings_are_not_clean"
391,good_location,"close_to_mackenzie_beach, no_evident_not_close_to_mackenzie_beach"
392,good_location,"close_to_airport, no_evident_not_close_to_airport, clean_beach, no_evident_not_clean_beach"
394,good_location,"close_to_airport, no_evident_not_close_to_airport, very_clean_beach, no_evident_not_very_clean_beach, 7_minutes_walk_from_beach_restaurants_and_supermarket, no_evident_not_7_minutes_walk_from_beach_restaurants_and_supermarket, airport_10_mins_by_taxi, no_evident_not_airport_10_mins_by_taxi, larnaca_centre_10_mins_by_bus_or_about_30_mins_walking, no_evident_not_larnaca_centre_10_mins_by_bus_or_about_30_mins_walking"
398,good_location,"walk, beach_bars, airport, no_evident_not_walk, no_evident_not_beach_bars, no_evident_not_airport"
402,good_location,"close_to_mackenzie_beach, short_distance, no_evident_not_close_to_mackenzie_beach, no_evident_not_short_distance"
406,good_location,"close_to_makkenzy_beach, no_evident_not_close_to_makkenzy_beach"
407,good_location,"close_to_airport, no_evident_not_close_to_airport, clean_beach, no_evident_not_clean_beach"
410,good_location,"being_close_to_the_airport_in_larnaka_makes_traveling_easier, being_right_next_to_the_salt_lake_is_a_must_see_especially_if_there_is_a_good_sunset, within_a_10_minute_walk_you_can_be_on_mackenzie_beach_which_is_well_maintained_and_cleaner_than_other_beaches_we_seen_in_larnaka, the_hotel_is_next_to_a_bus_stop_for_travelling_between_downtown_and_other_locations, very_handy_since_we_didn_t_hire_a_car, no_evident_not_being_close_to_the_airport_in_larnaka_makes_traveling_harder, no_evident_not_being_right_next_to_the_salt_lake_is_not_a_must_see_especially_if_there_is_no_good_sunset, no_evident_not_within_a_10_minute_walk_you_can_t_be_on_mackenzie_beach_which_is_well_maintained_and_cleaner_than_other_beaches_we_seen_in_larnaka, no_evident_not_the_hotel_is_not_next_to_a_bus_stop_for_travelling_between_downtown_and_other_locations, no_evident_not_very_handy_since_we_didn_t_hire_a_car_isn_t_not_handy_since_we_didn_t_hire_a_car"
415,good_location,"close_to_mackenzie_beach, has_restaurants_and_lounges, no_evident_not_close_to_mackenzie_beach, no_evident_not_has_restaurants_and_lounges"
417,good_location,"close_to_airport, close_to_clean_beach, no_evident_not_close_to_airport, no_evident_not_close_to_clean_beach"
419,good_location,"close_to_airport, no_evident_not_close_to_airport, clean_beach, no_evident_not_clean_beach"
420,bad_location,"a_little_bit_far, have_evident_a_little_bit_far"
421,good_location,"caf_s, no_evident_not_caf_s, restaurants, no_evident_not_restaurants, nightlife, no_evident_not_nightlife"
422,good_location,"close_to_city, accessible_by_any_transportation, no_evident_not_close_to_city, no_evident_not_accessible_by_any_transportation"
423,good_location,"close_to_airport, no_evident_not_close_to_airport, very_clean_beach, no_evident_not_very_clean_beach"
