ID,Topic,Output
150,bad_facility,"no_24_hours_kiosk, far_from_hotel, have_evident_no_24_hours_kiosk, have_evident_far_from_hotel"
155,good_facility,"comfortable_hotel, nice_hotel, clean_hotel, wonderful_facilities, brand_new_facilities, fully_equipped_facilities, no_evident_comfortable_hotel, no_evident_nice_hotel, no_evident_clean_hotel, no_evident_wonderful_facilities, no_evident_brand_new_facilities, no_evident_fully_equipped_facilities"
158,good_facility,"clean_hotel, fantastic_service, no_evident_not_clean_hotel, no_evident_not_fantastic_service"
160,good_facility,"perfect_hotel, no_evident_not_perfect_hotel"
162,good_facility,"amazing_hotel, no_evident_not_amazing_hotel"
164,good_facility,"well_run_establishment, family_establishment, no_evident_well_run_establishment, no_evident_family_establishment"
167,good_facility,"clean_place, no_evident_not_clean_place"
169,good_facility,"great_accomodation, clean_accomodation, quiet_accomodation, no_evident_not_great_accomodation, no_evident_not_clean_accomodation, no_evident_not_quiet_accomodation"
171,bad_facility,"no_own_parking_lot, difficult_to_find_parking, have_evident_no_own_parking_lot, have_evident_difficult_to_find_parking"
172,good_facility,"clean_everything, no_evident_not_clean_everything"
183,good_facility,"clean_hotel, no_evident_not_clean_hotel"
190,good_facility,"modern_hotel, contemporary_hotel, no_evident_not_modern_hotel, no_evident_not_contemporary_hotel"
212,good_facility,"beautiful_hotel, no_evident_not_beautiful_hotel"
216,good_facility,"new_facilities, no_evident_not_new_facilities"
221,good_facility,"offered_food, offered_drink, welcome_late, no_evident_offered_food, no_evident_offered_drink, no_evident_welcome_late"
222,good_facility,"nice_place, clean_place, no_evident_not_nice_place, no_evident_not_clean_place"
224,good_facility,"no_complaints_hotel, no_evident_no_complaints_hotel"
224,bad_facility,"possible_parking, not_convenient, have_evident_possible_parking, have_evident_not_convenient"
226,bad_facility,"door_dont_close_tight, main_door_slams_night, have_evident_door_dont_close_tight, have_evident_main_door_slams_night, beach_towel_services_missing, space_weight_in_baggage, have_evident_beach_towel_services_missing, have_evident_space_weight_in_baggage"
227,good_facility,"clean_hotel, fresh_hotel, no_evident_not_clean_hotel, no_evident_not_fresh_hotel"
233,good_facility,"beautiful_property, super_clean, no_evident_not_beautiful_property, no_evident_not_super_clean"
236,good_facility,"good_facilities, modern_hotel, no_evident_not_good_facilities, no_evident_not_modern_hotel"
239,bad_facility,"no_safety_strip, can_trip, have_evident_no_safety_strip, have_evident_can_trip"
243,good_facility,"modern_hotel, clean_hotel, kept_hotel, no_evident_not_modern_hotel, no_evident_not_clean_hotel, no_evident_not_kept_hotel"
245,good_facility,"last_minute_booking, happy_service, no_evident_last_minute_booking, no_evident_happy_service"
246,good_facility,"small_hotel, liked_small_hotel, no_evident_not_small_hotel, no_evident_not_liked_small_hotel"
250,good_facility,"lovely_rooms, modern_rooms, comfortable_rooms, lovely_lobby, modern_lobby, comfortable_lobby, lovely_restaurant, modern_restaurant, comfortable_restaurant, no_evident_not_lovely_rooms, no_evident_not_modern_rooms, no_evident_not_comfortable_rooms, no_evident_not_lovely_lobby, no_evident_not_modern_lobby, no_evident_not_comfortable_lobby, no_evident_not_lovely_restaurant, no_evident_not_modern_restaurant, no_evident_not_comfortable_restaurant"
252,good_facility,"clean_hotel, new_hotel, no_evident_not_clean_hotel, no_evident_not_new_hotel"
254,good_facility,"modern_hotel, family_run_hotel, small_hotel, no_evident_modern_hotel, no_evident_family_run_hotel, no_evident_small_hotel"
255,good_facility,"cozy_hotel, modern_hotel, clean_hotel, close_to_airport_hotel, no_evident_not_cozy_hotel, no_evident_not_modern_hotel, no_evident_not_clean_hotel, no_evident_not_close_to_airport_hotel"
257,good_facility,"modern_hotel, clean_hotel, no_evident_not_modern_hotel, no_evident_not_clean_hotel"
258,good_facility,"great_accommodation, no_evident_not_great_accommodation"
261,good_facility,"clean_everything, cozy_everything, no_evident_not_clean_everything, no_evident_not_cozy_everything"
267,good_facility,"basic_hotel, clean_hotel, comfortable_hotel, no_evident_not_basic_hotel, no_evident_not_clean_hotel, no_evident_not_comfortable_hotel"
268,good_facility,"refurbished_veranda, no_evident_not_refurbished_veranda"
270,good_facility,"easy_parking, no_evident_not_easy_parking"
272,good_facility,"comfortable_hotel, clean_hotel, no_evident_not_comfortable_hotel, no_evident_not_clean_hotel"
278,good_facility,"clean_hotel, no_evident_not_clean_hotel"
279,good_facility,"residential_neighborhood, modern_hotel, no_evident_residential_neighborhood, no_evident_not_modern_hotel"
282,good_facility,"nice_hotel, no_evident_not_nice_hotel"
283,good_facility,"clean_everything, modern_everything, no_evident_not_clean_everything, no_evident_not_modern_everything"
284,good_facility,"clean_veranda, flexible_veranda, no_evident_not_clean_veranda, no_evident_not.flexible_veranda"
285,good_facility,"clean_place, nice_place, no_evident_not_clean_place, no_evident_not_nice_place"
287,good_facility,"allowed_dog, no_evident_not_allowed_dog"
288,good_facility,"boutique_hotel, no_evident_not_boutique_hotel"
289,good_facility,"nice_hotel, clean_hotel, no_evident_not_nice_hotel, no_evident_not_clean_hotel"
295,good_facility,"great_hotel, new_hotel, furnished_hotel, comfortable_rooms, home_feeling, no_evident_not_great_hotel, no_evident_not_new_hotel, no_evident_not_furnished_hotel, no_evident_not_comfortable_rooms, no_evident_not_home_feeling"
297,good_facility,"refurbished_hotel, clean_hotel, no_evident_not_refurbished_hotel, no_evident_not_clean_hotel"
300,bad_facility,"cold_for_swim, warm_for_swim, have_evident_cold_for_swim, have_evident_warm_for_swim"
301,good_facility,"christmas_vibes, nice_ambiance, no_evident_christmas_vibes, no_evident_nice_ambiance"
306,good_facility,"good_place, no_evident_not_good_place"
307,good_facility,"modern_hotel, nice_hotel, no_evident_not_modern_hotel, no_evident_not_nice_hotel"
308,good_facility,"nice_place, cozy_place, welcoming_place, no_evident_soo_nice_place, no_evident_not_cozy_place, no_evident_not_welcoming_place"
311,good_facility,"pet_friendly_hotel, highly_recommended_hotel, no_extra_charge_for_dogs, no_evident_pet_friendly_hotel, no_evident_highly_recommended_hotel, no_evident_no_extra_charge_for_dogs"
312,good_facility,"clean_place, clean_everything, no_evident_not_clean_place, no_evident_not_clean_everything"
312,bad_facility,"tiny_pool, small_swimming_area, have_evident_tiny_pool, have_evident_small_swimming_area"
313,good_facility,"renovated_hotel, clean_hotel, quiet_street, sufficient_parking, no_evident_renovated_hotel, no_evident_clean_hotel, no_evident_quiet_street, no_evident_sufficient_parking"
314,good_facility,"fresh_hotel, renovated_hotel, good_wifi, no_evident_fresh_hotel, no_evident_renovated_hotel, no_evident_good_wifi"
318,good_facility,"lovely_family_hotel, refurbished_hotel, corona_refurbished_hotel, no_evident_lovely_family_hotel, no_evident_refurbished_hotel, no_evident_corona_refurbished_hotel"
322,good_facility,"excellent_everything, clean_place, spacious_place, nice_place, no_evident_not_excellent_everything, no_evident_not_clean_place, no_evident_not_spacious_place, no_evident_not_nice_place"
325,good_facility,"nice_hotel, small_hotel, good_everything, no_evident_not_nice_hotel, no_evident_not_small_hotel, no_evident_not_good_everything"
335,good_facility,"great_holiday, no_evident_not_great_holiday"
337,good_facility,"excellent_hotel, clean_hotel, no_evident_not_excellent_hotel, no_evident_not_clean_hotel"
338,good_facility,"new_building, new_hotel, clean_hotel, no_evident_not_new_building, no_evident_not_new_hotel, no_evident_not_clean_hotel"
339,good_facility,"best_accommodation, friendly_atmosphere, comfortable_atmosphere, no_evident_not_best_accommodation, no_evident_not_friendly_atmosphere, no_evident_not_comfortable_atmosphere"
341,good_facility,"clean_property, modern_property, no_evident_not_clean_property, no_evident_not_modern_property"
347,good_facility,"family_run_hotel, no_evident_not_family_run_hotel"
348,good_facility,"excellent_inside, good_view, no_evident_excellent_inside, no_evident_good_view"
348,bad_facility,"little_parking_around, excellent_inside, have_evident_little_parking_around, have_evident_excellent_inside"
350,good_facility,"easy_parking, no_evident_easy_parking"
353,good_facility,"simple_hotel, clear_hotel, contemporary_hotel, new_hotel, no_evident_simple_hotel, no_evident_clear_hotel, no_evident_contemporary_hotel, no_evident_new_hotel"
353,bad_facility,"tiny_pool, small_pool, have_evident_tiny_pool, have_evident_small_pool"
357,good_facility,"comfortable_hotel, clean_hotel, no_evident_not_comfortable_hotel, no_evident_not_clean_hotel"
359,good_facility,"nice_atmosphere, no_evident_not_nice_atmosphere"
365,good_facility,"renovated_hotel, convenient_hotel, no_evident_not_renovated_hotel, no_evident_not_convenient_hotel"
372,good_facility,"bright_hotel, cozy_hotel, new_hotel, silent_hotel, no_evident_not_bright_hotel, no_evident_not_cozy_hotel, no_evident_not_new_hotel, no_evident_not_silent_hotel"
373,good_facility,"cozy_hotel, clean_hotel, nice_place, no_evident_not_cozy_hotel, no_evident_not_clean_hotel, no_evident_not_nice_place"
374,bad_facility,"could_of_been_bigger, small_pool, have_evident_could_of_been_bigger, have_evident_small_pool"
375,good_facility,"well_situated_hotel, no_evident_not_well_situated_hotel"
376,good_facility,"clean_hotel, comfortable_hotel, five_star_hotel, welcoming_hotel, no_evident_not_clean_hotel, no_evident_not_comfortable_hotel, no_evident_not_five_star_hotel, no_evident_not_welcoming_hotel"
381,good_facility,"recently_renovated_interior, no_evident_not_recently_renovated_interior"
382,good_facility,"kindly_received_package, no_evident_kindly_received_package"
383,good_facility,"clean_facilities, no_evident_not_clean_facilities"
384,good_facility,"amazing_hotel, no_evident_not_amazing_hotel"
386,good_facility,"clean_place, no_evident_not_clean_place"
388,good_facility,"new_fittings, new_furniture, no_evident_not_new_fittings, no_evident_not_new_furniture"
389,good_facility,"affordable_hotel, clean_hotel, no_evident_not_affordable_hotel, no_evident_not_clean_hotel"
391,good_facility,"recently_renovated_building, no_evident_not_recently_renovated_building"
395,good_facility,"amazing_place, no_evident_not_amazing_place"
396,bad_facility,"need_renovation_lobby, need_renovation_common_areas, need_renovation_elevator, have_evident_need_renovation_lobby, have_evident_need_renovation_common_areas, have_evident_need_renovation_elevator, lights_common_areas_didnt_work_well, have_evident_lights_common_areas_didnt_work_well"
405,good_facility,"delicious_food, 5_star_facilities, no_evident_delicious_food, no_evident_5_star_facilities"
406,good_facility,"new_hotel, no_evident_not_new_hotel"
408,good_facility,"wonderful_place, wonderful_people, no_evident_not_wonderful_place, no_evident_not_wonderful_people"
409,good_facility,"excellent_hotel, exceeded_expectations, no_evident_not_excellent_hotel, no_evident_not_exceeded_expectations"
410,good_facility,"nice_front, unwinding_place, no_evident_not_nice_front, no_evident_not_unwinding_place"
412,bad_facility,"head_bump_doors, doorway_too_low, have_evident_head_bump_doors, have_evident_doorway_too_low"
415,good_facility,"clean_hotel, clean_room, no_evident_not_clean_hotel, no_evident_not_clean_room"
416,good_facility,"quiet_place, pet_friendly, no_evident_quiet_place, no_evident_pet_friendly"
421,good_facility,"clean_building, comfortable_stay, no_evident_not_clean_building, no_evident_not_comfortable_stay"
422,good_facility,"new_hotel, renovated_hotel, clean_hotel, comfortable_hotel, free_parking, no_evident_not_new_hotel, no_evident_not_renovated_hotel, no_evident_not_clean_hotel, no_evident_not_comfortable_hotel, no_evident_not_free_parking"
425,good_facility,"airy_hotel, light_hotel, no_evident_not_airy_hotel, no_evident_not_light_hotel, nice_hotel, clean_hotel, no_evident_not_nice_hotel, no_evident_not_clean_hotel"
425,bad_facility,"accessible_wheelchairs, steep_ramps, have_evident_steep_ramps, safe_ramps
not_to_regulations, very_steeper_than_needed, have_evident_not_to_regulations, have_evident_very_safe_ramps"
429,bad_facility,"limited_parking, have_evident_limited_parking"
432,bad_facility,"street_parking, available_parking, have_evident_street_parking, have_evident_available_parking"
433,bad_facility,"no_designated_parking, park_wherever_found, have_evident_no_designated_parking, have_evident_park_wherever_found"
441,bad_facility,"internet_issues, have_evident_internet_issues"
442,bad_facility,"not_yet_opened, not_available_for_season, have_evident_not_yet_opened, have_evident_not_available_for_season"
443,bad_facility,"no_bar, no_restaurant, no_pool, have_evident_no_bar, have_evident_no_restaurant, have_evident_no_pool"
445,good_facility,"nice_hotel, clean_hotel, small_hotel, no_evident_not_nice_hotel, no_evident_not_clean_hotel, no_evident_not_small_hotel"
451,good_facility,"neat_hotel, modern_hotel, no_evident_not_neat_hotel, no_evident_not_modern_hotel"
451,bad_facility,"cold_feels, minimalistic_appearance, have_evident_cold_feels, have_evident_minimalistic_appearance"
452,good_facility,"clean_hotel, preventive_measures, no_evident_spotlessly_clean_hotel, no_evident_no_preventive_measures"
455,bad_facility,"badly_maintained, broken_lift, inaccurate_installation_and_pool, have_evident_badly_maintained, have_evident_broken_lift, have_evident_inaccurate_installation_and_pool"
458,bad_facility,"limited_facilities, have_evident_limited_facilities"
468,bad_facility,"could_be_cleaner, dirty, have_evident_could_be_cleaner, have_evident_dirty"
472,good_facility,"friendly_atmosphere, family_business, feels_like_home, comfortable_hotel, no_evident_friendly_atmosphere, no_evident_family_business, no_evident_feels_like_home, no_evident_comfortable_hotel"
474,bad_facility,"only_one_parking_side, have_evident_only_one_parking_side, multiple_parkings_side, have_evident_multiple_parkings_side"
479,good_facility,"friendly_hotel, clean_hotel, no_evident_not_friendly_hotel, no_evident_not_clean_hotel"
481,good_facility,"clean_place, no_evident_not_clean_place"
482,good_facility,"pleasant_accommodation, no_evident_not_pleasant_accommodation"
485,good_facility,"wonderful_hotel, good_staff, as_in_photo, no_evident_wonderful_hotel, no_evident_good_staff, no_evident_as_in_photo"
489,good_facility,"good_parking, free_parking, availability_parking, bottom_hotel, no_evident_good_parking, no_evident_free_parking, no_evident_availability_parking, no_evident_bottom_hotel"
494,good_facility,"clean_hotel, no_evident_not_clean_hotel"
497,good_facility,"perfect_hotel, no_evident_not_perfect_hotel"
500,good_facility,"good_accommodation, close_car_park, no_evident_good_accommodation, no_evident_close_car_park"
500,bad_facility,"close_open_air_car_park, difficult_to_park, have_evident_close_open_air_car_park, have_evident_difficult_to_park"
501,good_facility,"clean_hotel, no_evident_not_clean_hotel"
502,good_facility,"clean_hotel, good_hotel, no_evident_not_clean_hotel, no_evident_not_good_hotel"
504,good_facility,"perfect_boutique_hotel, no_evident_not_perfect_boutique_hotel"
507,good_facility,"modern_furnished_hotel, no_evident_not_modern_furnished_hotel"
509,good_facility,"nice_facility, no_evident_not_nice_facility"
511,good_facility,"clean_reception, no_evident_not_clean_reception"
513,good_facility,"clean_place, exact_expectation, no_evident_not_clean_place, no_evident_not_exact_expectation"
515,good_facility,"clean_hotel, new_hotel, no_evident_not_clean_hotel, no_evident_not_new_hotel"
517,good_facility,"good_quality_hotel, no_evident_not_good_quality_hotel"
527,good_facility,"great_accommodation, no_evident_not_great_accommodation"
528,good_facility,"new_hotel, clean_hotel, fresh_hotel, no_evident_new_hotel, no_evident_not_clean_hotel, no_evident_not_fresh_hotel"
530,good_facility,"nice_hotel, clean_hotel, no_evident_not_nice_hotel, no_evident_not_clean_hotel"
532,good_facility,"free_parking, no_evident_not_free_parking"
535,good_facility,"small_hotel, modern_hotel, no_evident_not_small_hotel, no_evident_not_modern_hotel"
536,good_facility,"intimate_hotel, no_evident_not_intimate_hotel"
537,good_facility,"cozy_terrace, no_evident_not_cozy_terrace"
543,bad_facility,"little_nearby_parking, arrive_evening, have_evident_little_nearby_parking, have_evident_arrive_evening"
546,good_facility,"parking_next_to_hotel, no_evident_not_parking_next_to_hotel"
549,good_facility,"pet_friendly_hotel, clean_hotel, no_evident_not_pet_friendly_hotel, no_evident_not_clean_hotel"
551,good_facility,"freshened_up_recently, no_evident_not_freshened_up_recently"
556,bad_facility,"no_pool, have_evident_no_pool"
569,good_facility,"recently_renovated_hotel, no_evident_not_recently_renovated_hotel"
571,good_facility,"clean_hotel, comfortable_hotel, no_evident_not_clean_hotel, no_evident_not_comfortable_hotel"
572,bad_facility,"needs_more_cleaning, requires_renovation, have_evident_needs_more_cleaning, have_evident_requires_renovation"
574,good_facility,"amazing_place, no_evident_not_amazing_place"
581,bad_facility,"difficult_to_find_parking, have_evident_difficult_to_find_parking"
586,good_facility,"new_hotel, clean_hotel, no_evident_not_new_hotel, no_evident_not_clean_hotel"
590,good_facility,"lovely_hotel, quiet_hotel, cozy_hotel, no_evident_not_lovely_hotel, no_evident_not_quiet_hotel, no_evident_not_cozy_hotel"
594,good_facility,"refurbished_hotel, clean_hotel, tidy_hotel, cozy_courtyard, parking, no_evident_refurbished_hotel, no_evident_clean_hotel, no_evident_tidy_hotel, no_evident_cozy_courtyard, no_evident_parking"
603,good_facility,"clean_accommodation, pleasant_terrace, no_evident_not_clean_accommodation, no_evident_not_pleasant_terrace"
610,good_facility,"quiet_hotel, good_restaurant, no_evident_quiet_hotel, no_evident_good_restaurant"
615,good_facility,"nice_staff, good_restaurant, good_hotel, no_evident_not_nice_staff, no_evident_not_good_restaurant, no_evident_not_good_hotel"
617,good_facility,"neat_hotel, small_hotel, no_evident_not_neat_hotel, no_evident_not_small_hotel"
619,good_facility,"quiet_hotel, no_evident_not_quiet_hotel"
620,good_facility,"nice_hotel, clean_hotel, near_airport, no_evident_not_nice_hotel, no_evident_not_clean_hotel, no_evident_not_near_airport"
627,good_facility,"stunning_hotel, aesthetic_hotel, clean_hotel, innovative_service, requestable_service, silent_bell, no_evident_stunning_hotel, no_evident_aesthetic_hotel, no_evident_clean_hotel, no_evident_innovative_service, no_evident_requestable_service, no_evident_silent_bell"
628,good_facility,"plenty_parking, no_evident_not_plenty_parking"
635,good_facility,"good_hotel, no_evident_not_good_hotel"
636,good_facility,"renovated_hotel, brilliant_hotel, family_hotel, friendly_staff, no_evident_renovated_hotel, no_evident_brilliant_hotel, no_evident_family_hotel, no_evident_friendly_staff"
643,good_facility,"welcoming_environment, no_evident_not_welcoming_environment"
646,good_facility,"clean_hotel, comfortable_hotel, parking_available, no_evident_not_clean_hotel, no_evident_not_comfortable_hotel, no_evident_not_parking_available"
648,bad_facility,"old_furniture, needs_improvement, have_evident_old_furniture, have_evident_needs_improvement"
649,good_facility,"new_hotel, no_evident_not_new_hotel"
650,good_facility,"cozy_hotel, no_evident_not_cozy_hotel"
652,good_facility,"perfect_accommodation, no_evident_not_perfect_accommodation"
653,good_facility,"excellent_option, no_evident_not_excellent_option"
654,good_facility,"clean_room, comfortable_room, soft_bed, wonderful_cappuccino, soft_sofas, no_evident_not_clean_room, no_evident_not_comfortable_room, no_evident_not_soft_bed, no_evident_not_wonderful_cappuccino, no_evident_not_soft_sofas"
656,good_facility,"clean_lobby, clean_room, no_evident_not_clean_lobby, no_evident_not_clean_room"
658,good_facility,"homely_atmosphere, no_evident_not_homely_atmosphere"
662,good_facility,"nice_accommodation, parking_area, beautiful_accommodation, no_evident_not_nice_accommodation, no_evident_not_parking_area, no_evident_not_beautiful_accommodation"
669,good_facility,"airport_transfer, no_evident_not_airport_transfer"
671,good_facility,"surprised_hotel, renovated_hotel, no_evident_not_surprised_hotel, no_evident_not_renovated_hotel"
671,bad_facility,"no_pool, closed_pool, have_evident_no_pool, have_evident_closed_pool"
673,good_facility,"free_parking, street_parking, no_evident_free_parking, no_evident_street_parking"
675,good_facility,"well_kept_hotel, no_evident_not_well_kept_hotel"
678,good_facility,"good_hotel, no_evident_not_good_hotel"
680,good_facility,"clean_establishment, no_evident_not_clean_establishment"
681,good_facility,"cozy_hotel, stylish_hotel, no_evident_not_cozy_hotel, no_evident_not_stylish_hotel"
683,good_facility,"clean_hotel, modern_hotel, no_evident_not_clean_hotel, no_evident_not_modern_hotel"
688,good_facility,"great_hotel, no_evident_not_great_hotel"
691,good_facility,"plenty_parking, no_evident_not_plenty_parking"
693,good_facility,"pleasant_surprise, swimming_pool, no_evident_pleasant_surprise, no_evident_swimming_pool"
695,good_facility,"new_hotel, no_evident_not_new_hotel"
700,bad_facility,"bad_pool, hole_in_pool, have_evident_bad_pool, have_evident_hole_in_pool"
703,good_facility,"redone_hotel, no_evident_not_redone_hotel"
706,good_facility,"good_accommodation, perfect_location, near_airport, no_evident_good_accommodation, no_evident_perfect_location, no_evident_near_airport"
707,good_facility,"new_hotel, no_evident_not_new_hotel"
709,good_facility,"well_kept_hotel, small_hotel, no_evident_not_well_kept_hotel, no_evident_not_small_hotel"
711,bad_facility,"small_pool, dirty_pool, have_evident_small_pool, have_evident_dirty_pool"
714,good_facility,"comfortable_place, no_evident_not_comfortable_place"
715,good_facility,"great_place, no_evident_not_great_place"
718,good_facility,"great_place, no_evident_not_great_place"
720,good_facility,"clean_hotel, modern_hotel, no_evident_not_clean_hotel, no_evident_not_modern_hotel"
727,good_facility,"possible_animals, no_evident_not_possible_animals"
729,good_facility,"clean_hotel, well_equipped_hotel, no_evident_not_clean_hotel, no_evident_not_well_equipped_hotel"
730,good_facility,"refurbished_hotel, no_evident_not_refurbished_hotel"
733,good_facility,"new_items, no_evident_not_new_items"
733,bad_facility,"young_hotel, not_everything_perfect, have_evident_young_hotel, have_evident_not_everything_perfect"
738,good_facility,"new_furniture, no_evident_not_new_furniture"
739,good_facility,"nice_accommodation, clean_accommodation, no_evident_not_nice_accommodation, no_evident_not_clean_accommodation"
749,good_facility,"suitable_hotel, no_evident_not_suitable_hotel"
768,bad_facility,"no_relaxation_zone, discourage_use, have_evident_no_relaxation_zone, have_evident_discourage_use"
773,good_facility,"compact_room, clean_room, modern_room, not_compact_room, not_clean_room, not_modern_room"
777,good_facility,"cozy_hotel, homely_hotel, no_evident_not_cozy_hotel, no_evident_not_homely_hotel"
780,good_facility,"cozy_hotel, no_evident_not_cozy_hotel"
783,good_facility,"tidy_hotel, modern_hotel, no_evident_not_tidy_hotel, no_evident_not_modern_hotel"
