ID,Output
55,"many_mosquitoes, have_evident_many_mosquitoes"
56,"comfortable_beds, no_evident_not_comfortable_beds"
57,"clean_room, comfortable_room, no_evident_not_clean_room, no_evident_not_comfortable_room"
58,"not_soundproof_room, planes_hear, have_evident_not_soundproof_room, have_evident_planes_hear"
62,"comfortable_beds, best_linens, modern_bathroom, good_ac, no_evident_not_comfortable_beds, no_evident_not_best_linens, no_evident_not_modern_bathroom, no_evident_not_good_ac"
62,"folding_bed_bad, regular_beds_good, have_evident_folding_bed_bad, have_evident_regular_beds_good"
64,"new_room, clean_room, no_evident_not_new_room, no_evident_not_clean_room"
65,"clean_property, comfortable_bed, no_evident_not_clean_property, no_evident_not_comfortable_bed"
66,"clean_room, comfortable_room, no_evident_not_clean_room, no_evident_not_comfortable_room"
68,"clean_room, no_evident_not_clean_room"
70,"clean_room, quiet_room, no_evident_not_clean_room, no_evident_not_quiet_room"
73,"good_room, no_evident_not_good_room"
74,"clean_room, cozy_room, comfortable_beds, no_evident_not_clean_room, no_evident_not_cozy_room, no_evident_not_comfortable_beds"
75,"no_balcony, have_evident_no_balcony"
76,"new_room, clean_room, no_evident_not_new_room, no_evident_not_clean_room"
78,"clean_room, nice_room, big_bathroom, no_evident_not_clean_room, no_evident_not_nice_room, no_evident_not_big_bathroom"
79,"clean_room, well_decorated_room, modern_room, no_evident_not_clean_room, no_evident_not_well_decorated_room, no_evident_not_modern_room"
81,"clean_room, spacious_room, no_evident_not_clean_room, no_evident_not_spacious_room"
82,"clean_room, modern_room, no_evident_not_clean_room, no_evident_not_modern_room"
83,"clean_room, comfortable_room, no_evident_not_clean_room, no_evident_not_comfortable_room"
85,"not_clean_room, have_evident_not_clean_room"
89,"clean_room, comfortable_bed, well_organized_room, no_evident_not_clean_bed, no_evident_not_comfortable_bed, no_evident_not_well_organized_room"
90,"clean_room, no_evident_not_clean_room"
91,"clean_room, clean_room, no_evident_not_clean_room, no_evident_not_clean_room"
92,"bad_soundproof, have_evident_bad_soundproof"
93,"comfortable_room, well_furnished_room, no_evident_not_comfortable_room"
95,"clean_room, quiet_room, no_evident_not_clean_room, no_evident_not_quiet_room"
96,"comfortable_room, no_evident_not_comfortable_room"
96,"dirty_towels, have_evident_dirty_towels"
98,"blankets_too_thick, hot_weather, have_evident_blankets_too_thick, have_evident_hot_weather"
99,"clean_room, no_evident_not_clean_room"
100,"clean_room, no_evident_not_clean_room"
101,"need_doors, drawers_room, keep_rooms_tidy, have_evident_need_doors, have_evident_drawers_room, have_evident_keep_rooms_tidy"
102,"modern_room, clean_room, no_evident_not_modern_room, no_evident_not_clean_room"
103,"refurbished_room, spacious_room, nice_view, salt_lake, terrace, separated_room, no_evident_not_separated_room"
103,"no_soap, no_shampoo, hand_soap, have_evident_no_soap, have_evident_no_shampoo, have_evident_hand_soap"
105,"clean_room, spacious_bathroom, no_evident_not_clean_room, no_evident_not_spacious_bathroom"
106,"comfortable_beds, no_evident_not_comfortable_beds"
107,"large_room, newly_redecorated_room, comfortable_bed, no_evident_not_large_room, no_evident_not_newly_redecorated_room, no_evident_not_comfortable_bed"
109,"comfortable_beds, well_furnished_rooms, no_evident_not_comfortable_beds, no_evident_not_well_furnished_rooms"
111,"clean_room, no_evident_not_clean_room"
113,"clean_room, well_decorated_room, no_evident_not_clean_room, no_evident_not_well_decorated_room"
114,"air_con, fridge, water, no_evident_not_air_con, no_evident_not_fridge, no_evident_not_water"
116,"clean_room, air_conditioned_room, close_to_airport, no_evident_not_clean_room, no_evident_not_air_conditioned_room, no_evident_not_close_to_airport"
118,"perfect_room, no_evident_not_perfect_room"
119,"clean_room, comfortable_room, fridge, kettle, great_shower, air_con, no_evident_not_clean_room, no_evident_not_comfortable_room, no_evident_not_great_shower, no_evident_not_air_con"
120,"small_room, adequate_room, have_evident_small_room, have_evident_adequate_room"
122,"clean_room, no_evident_not_clean_room"
125,"clean_room, comfy_room, no_evident_not_clean_room, no_evident_not_comfy_room"
126,"nice_bathroom, well_equipped_room, well_equipped_room, no_evident_not_nice_bathroom, no_evident_not_well_equipped_room, no_evident_not_well_equipped_room"
127,"clean_room, modern_room, no_evident_not_clean_room, no_evident_not_modern_room"
128,"clean_room, comfortable_room, no_evident_not_clean_room, no_evident_not_comfortable_room"
129,"good_room, good_bathroom, comfortable_bed, no_evident_not_good_room, no_evident_not_good_bathroom, no_evident_not_comfortable_bed"
131,"clean_room, no_evident_not_clean_room"
132,"comfortable_bed, no_evident_not_comfortable_bed"
133,"clean_room, comfortable_bed, no_evident_not_clean_room, no_evident_not_comfortable_bed"
134,"clean_room, well_maintained_room, no_evident_not_clean_room"
137,"clean_room, comfortable_bed, no_evident_not_clean_room, no_evident_not_comfortable_bed"
137,"[ERROR] ReadTimeout: HTTPConnectionPool(host='localhost', port=11434): Read timed out. (read timeout=120)"
138,"clean_room, clean_bathroom, no_evident_not_clean_room, no_evident_not_clean_bathroom"
140,"clean_room, comfy_bed, no_evident_not_clean_room, no_evident_not_comfy_bed"
144,"clean_room, no_evident_not_clean_room"
145,"clean_room, new_room, cosy_room, spacious_shower, comfy_bed, no_evident_not_clean_room, no_evident_not_new_room, no_evident_not_cosy_room, no_evident_not_spacious_shower, no_evident_not_comfy_bed, no_evident_not_clean_room"
146,"good_room, clean_room, smart_room, no_evident_not_good_room, no_evident_not_clean_room, no_evident_not_smart_room"
148,"comfortable_bed, no_evident_not_comfortable_bed"
149,"clean_room, modern_room, comfortable_room, no_evident_not_clean_room, no_evident_not_modern_room, no_evident_not_comfortable_room"
152,"clean_room, no_evident_not_clean_room"
153,"comfortable_room, clean_room, air_conditioned_room, no_evident_not_comfortable_room, no_evident_not_clean_room, no_evident_not_air_conditioned_room"
154,"like_more_channels, RT_Russia_Today, have_evident_like_more_channels, have_evident_RT_Russia_Today"
155,"shower, bed, no_evident_not_shower, no_evident_not_bed"
156,"good_room, comfy_room, air_conditioned_room, no_evident_not_good_room, no_evident_not_comfy_room, no_evident_not_air_conditioned_room"
157,"new_rooms, clean_rooms, no_evident_not_new_rooms, no_evident_not_clean_rooms"
159,"clean_room, no_evident_not_clean_room"
161,"clean_room, no_evident_not_clean_room"
165,"clean_room, modern_room, no_evident_not_clean_room, no_evident_not_modern_room"
166,"clean_room, homely_room, no_evident_not_clean_room, no_evident_not_homely_room"
167,"clean_room, no_evident_not_clean_room"
168,"clean_room, no_evident_not_clean_room"
171,"convenient_system, disturbance_control, no_evident_not_convenient_system, no_evident_not_disturbance_control"
173,"clean_room, clean_bedding, clean_floors, no_evident_not_clean_bedding, no_evident_not_clean_floors, no_evident_not_comfy_bed, no_evident_not_good_smell"
176,"spacious_room, clean_room, no_evident_not_spacious_room, no_evident_not_clean_room"
178,"comfortable_room, relaxing_room, no_evident_not_comfortable_room, no_evident_not_relaxing_room"
179,"clean_room, no_evident_not_clean_room"
179,"better_channel_selection, have_evident_better_channel_selection"
180,"clean_room, comfy_bed, no_evident_not_clean_room, no_evident_not_comfy_bed"
180,"noisy_AC, people_next_hotel_loud, have_evident_noisy_AC, have_evident_people_next_hotel_loud"
181,"clean_room, well_decorated_room, no_evident_not_clean_room, no_evident_not_well_decorated_room"
189,"clean_room, modern_room, large_family, no_evident_not_clean_room, no_evident_not_modern_room, no_evident_not_large_family"
190,"small_room, lack_balcony, have_evident_small_room, have_evident_lack_balcony"
191,"clean_room, no_evident_not_clean_room"
192,"clean_room, no_evident_not_clean_room"
193,"clean_room, spacious_room, no_evident_not_clean_room, no_evident_not_spacious_room"
194,"good_room, no_evident_not_good_room"
195,"clean_room, spacious_room, friendly_room, new_room, no_evident_not_clean_room, no_evident_not_spacious_room, no_evident_not_friendly_room, no_evident_not_new_room"
196,"hard_mattresses, have_evident_hard_mattresses"
198,"clean_room, well_organized_room, no_evident_not_clean_room, no_evident_not_well_organized_room"
199,"clean_room, beautiful_room, no_evident_not_clean_room, no_evident_not_beautiful_room"
200,"clean_room, new_room, no_evident_not_clean_room, no_evident_not_new_room"
202,"clean_room, no_evident_not_clean_room"
203,"clean_room, ac_worked, no_evident_not_clean_room, ac_worked"
208,"hair_on_floor, cleaner_needed, have_evident_hair_on_floor, have_evident_cleaner_needed"
209,"nice_room, no_evident_not_nice_room"
209,"noisy_room, hear_everything, have_evident_noisy_room, have_evident_hear_everything"
210,"clean_room, comfortable_room, friendly_room, no_evident_not_clean_room, no_evident_not_comfortable_room, no_evident_not_friendly_room"
213,"bad_smell, have_evident_bad_smell"
215,"clean_room, simple_room, no_evident_not_clean_room, no_evident_not_simple_room"
216,"clean_room, comfortable_bed, no_evident_not_clean_room, no_evident_not_comfortable_bed"
218,"clean_room, comfortable_bed, no_evident_not_clean_room, no_evident_not_comfortable_bed"
219,"clean_room, comfy_beds, nice_showers, renovated_room, no_evident_not_clean_room, no_evident_not_comfy_beds, no_evident_not_nice_showers, no_evident_not_renovated_room"
220,"comfortable_room, fast_wifi, no_evident_not_comfortable_room, no_evident_not_fast_wifi"
220,"poor_choice_TV, only_news_channel, have_evident_only_news_channel"
221,"clean_room, adequate_size, balcony, no_evident_not_clean_room, no_evident_not_adequate_size, no_evident_not_balcony"
221,"mini_fridge_not_work, water_bottles_not_cool, ready_following_day, have_evident_mini_fridge_not_work, have_evident_water_bottles_not_cool, have_evident_ready_following_day"
222,"nice_room, no_evident_not_nice_room"
224,"comfortable_sleep, no_evident_not_comfortable_sleep"
226,"clean_hotel, modern_aircon, quiet_room, excellent_room_service, plenty_electricity, no_evident_not_clean_hotel, no_evident_not_modern_aircon, no_evident_not_quiet_room, no_evident_not_excellent_room_service, plenty_electricity, no_evident_not_plenty_electricity, no_evident_not_plenty_electricity"
226,"minimal_hotel_room, empty_fridge, water_bottle_poor, have_evident_minimal_hotel_room, have_evident_empty_fridge, have_evident_water_bottle_poor, have_evident_shower_wet_floor, have_evident_bed_sharp_corners"
227,"family_room, no_evident_not_family_room"
228,"balcony, no_evident_not_balcony"
230,"clean_room, no_evident_not_clean_room"
231,"clean_room, no_evident_not_clean_room"
232,"clean_room, nice_room, no_evident_not_clean_room, no_evident_not_nice_room"
233,"spacious_room, fresh_room, clean_room, no_evident_not_spacious_room, no_evident_not_fresh_room, no_evident_not_clean_room"
235,"clean_room, no_evident_not_clean_room"
236,"comfortable_room, good_bathroom, well_appointed_bathroom, no_evident_not_comfortable_room, no_evident_not_good_bathroom, no_evident_not_well_appointed_bathroom"
237,"clean_room, comfortable_room, no_evident_not_clean_room, no_evident_not_comfortable_room"
238,"bad_room, smell_bathroom, quite_small_room, have_evident_smell_bathroom, have_evident_quite_small_room"
239,"light_room, airy_room, clean_room, no_evident_not_light_room, no_evident_not_airy_room, no_evident_not_clean_room"
240,"warm_welcome, comfortable_stay, very_clean, no_evident_not_warm_welcome, no_evident_not_comfortable_stay, no_evident_not_very_clean"
241,"good_room, well_equipped_room, clean_room, comfy_bed, lovely_balcony, no_evident_not_clean_room, no_evident_not_comfy_bed, no_evident_not_lovely_balcony"
241,"high_price, unlabeled_dispenser, wasnt_nice, have_evident_high_price, have_evident_unlabeled_dispenser, have_evident_wasnt_nice"
242,"clean_room, comfortable_room, pleasant_room, no_evident_not_clean_room, no_evident_not_comfortable_room, no_evident_not_pleasant_room"
245,"clean_room, well_maintained_room, no_evident_not_clean_room, no_evident_not_well_maintained_room"
246,"good_room, well_decorated_room, modern_room, no_evident_not_good_room, no_evident_not_well_decorated_room, no_evident_not_modern_room"
247,"clean_room, well_decorated_room, modern_room, no_evident_not_clean_room, no_evident_not_well_decorated_room, no_evident_not_modern_room"
248,"comfortable_bed, no_evident_not_comfortable_bed"
248,"poor_TV_channels, evening_only, only_10_channels, half_Greek, half_Russian, evident_only_10_channels, evident_half_Greek, evident_half_Russian"
250,"modern_room, comfortable_room, no_evident_not_modern_room, no_evident_not_comfortable_room"
252,"clean_room, new_room, no_evident_not_clean_room, no_evident_not_new_room"
253,"clean_room, quiet_room, no_evident_not_clean_room, no_evident_not_quiet_room"
254,"clean_room, fantastic_shower, true_pictures, no_evident_not_clean_room, no_evident_not_fantastic_shower, no_evident_not_true_pictures"
255,"spacious_room, new_room, no_evident_not_spacious_room, no_evident_not_new_room"
256,"clean_room, modern_room, no_evident_not_clean_room, no_evident_not_modern_room"
259,"wet_floor, slippery_floor, one_towel_not_enough, have_evident_wet_floor, have_evident_slippery_floor, have_evident_one_towel_not_enough"
260,"comfortable_beds, no_evident_not_comfortable_beds"
261,"clean_room, cozy_room, no_evident_not_clean_room, no_evident_not_cozy_room"
262,"clean_room, well_rested, no_evident_not_clean_room, well_rested, no_evident_not_well_rested"
263,"big_room, comfy_beds, outdoor_space, no_evident_not_big_room, no_evident_not_comfy_beds, no_evident_not_outdoor_space"
264,"bed_quality, bed_comfort, no_evident_not_bed_quality, no_evident_not_bed_comfort"
265,"clean_room, comfortable_room, no_evident_not_clean_room, no_evident_not_comfortable_room"
266,"clean_room, no_evident_not_clean_room"
268,"modern_room, comfortable_room, balcony, sea_view, no_evident_not_modern_room, no_evident_not_comfortable_room, no_evident_not_balcony, no_evident_not_sea_view"
269,"clean_room, no_evident_not_clean_room"
270,"clean_room, no_evident_not_clean_room"
275,"clean_room, comfortable_room, no_evident_not_clean_room, no_evident_not_comfortable_room"
276,"locks_not_secure, have_evident_locks_not_secure"
277,"shampoo_needed, body_soap_needed, hair_conditioner_needed, have_evident_dispenser_holds_three, really"
279,"comfortable_bed, good_mattress, no_evident_not_comfortable_bed, no_evident_not_good_mattress"
280,"smart_room, modern_room, well_equipped_room, family_suite, lots_of_space, friendly_staff, no_evident_not_smart_room, no_evident_not_well_equipped_room, no_evident_not_family_suite, no_evident_not_lots_of_space"
283,"clean_room, modern_room, no_evident_not_clean_room, no_evident_not_modern_room"
284,"convenient_room, well_equipped_room, no_evident_not_convenient_room, no_evident_not_well_equipped_room"
284,view_rooms
285,"long_time_hot_water, have_evident_long_time_hot_water"
287,"clean_room, well_furnished_room, no_evident_not_clean_room, no_evident_not_well_furnished_room"
287,"smell_bathroom, water_smell, have_evident_smell_bathroom, have_evident_water_smell"
289,"noise_insulation_poor, typical_area"
290,"good_value, nice_view, free_room, no_evident_not_good_value, no_evident_not_nice_view"
291,"clean_room, cozy_room, no_evident_not_clean_room, no_evident_not_cozy_room"
292,"screen_not_work, have_evident_screen_not_work"
294,"clean_room, no_evident_not_clean_room"
295,"strong_wifi, clean_room, well_furnished_hotel, no_evident_not_strong_wifi"
296,"channels_need_fixed, have_evident_channels_need_fixed"
297,"refurbished_room, clean_room, no_evident_not_clean_room"
298,"spacious_room, clean_room, comfy_bed, no_evident_not_spacious_room, no_evident_not_clean_room, no_evident_not_comfy_bed"
299,"pictures, renovated, functional, comfortable, clean, no_evident_not_functional, no_evident_not_comfortable, no_evident_not_clean"
300,"clean_room, spacious_room, rich_minibar, well_priced_minibar, no_evident_not_clean_room, no_evident_not_spacious_room, no_evident_not_rich_minibar, no_evident_not_well_priced_minibar"
302,"clean_room, no_evident_not_clean_room"
304,"good_room, clean_toilet, comfortable_bed, no_evident_not_clean_toilet, no_evident_not_comfortable_bed"
310,"clean_room, no_evident_not_clean_room"
311,"clean_room, well_decorated_room, no_evident_not_clean_room, no_evident_not_well_decorated_room"
312,"bad_plumbing_smell, have_evident_bad_plumbing_smell"
315,"clean_room, well_maintained_room, no_evident_not_clean_room"
316,"Netflix, tidy_room, no_evident_not_tidy_room, no_evident_not_clean_room"
318,"refurbishment_not_complete, safety_box_not_working, double_hook_needed, have_evident_refurbishment_not_complete, have_evident_safety_box_not_working, have_evident_double_hook_needed"
319,"clean_room, small_room, spacious_bathroom, comfortable_bed, no_evident_not_clean_room, no_evident_not_small_room, no_evident_not_spacious_bathroom, no_evident_not_comfortable_bed"
319,"clean_room, small_room, have_evident_clean_room, have_evident_small_room"
321,"clean_room, organised_room, no_evident_not_clean_room, no_evident_not_organised_room"
323,"clean_room, modern_room, comfortable_room, amenities, spotless_room, comfortable_room, no_evident_not_clean_room, no_evident_not_modern_room, no_evident_not_comfortable_room"
323,"small_rooms, have_evident_small_rooms"
324,"excellent_room, clean_room, new_room, no_evident_not_clean_room, no_evident_not_new_room"
324,"loud_noise_hallway, doors_not_soundproof, couldn’t_sleep, noise_coming_11, noise_coming_12, noise_coming_1AM, have_evident_loud_noise_hallway, have_evident_doors_not_soundproof, have_evident_couldn’t_sleep, have_evident_noise_coming_11, have_evident_noise_coming_12, have_evident_noise_coming_1AM"
325,"clean_room, fresh_room, no_evident_not_clean_room, no_evident_not_fresh_room"
326,"clean_room, renovated_room, no_evident_not_clean_room, no_evident_not_renovated_room"
328,"clean_room, comfortable_bed, spacious_bathroom, no_evident_not_clean_room, no_evident_not_comfortable_bed, no_evident_not_spacious_bathroom"
328,"small_room, unique_case, disturbing_odor, have_evident_small_room, have_evident_unique_case, have_evident_disturbing_odor"
331,"clean_room, fresh_room, nice_room, no_evident_not_clean_room, no_evident_not_fresh_room, no_evident_not_nice_room"
332,"clean_room, comfortable_bed, no_evident_not_clean_room, no_evident_not_comfortable_bed"
332,"wifi_not_strong, strong_wifi_needed, have_evident_wifi_not_strong, have_evident_strong_wifi_needed"
333,"small_room, have_evident_small_room"
334,"clean_room, hygiene, no_evident_not_clean_room, hygiene"
335,"modern_room, clean_room, friendly_room, no_evident_not_modern_room, no_evident_not_clean_room, no_evident_not_friendly_room"
336,"tastefully_decorated_room, super_comfy_bed, no_evident_not_tastefully_decorated_room, no_evident_not_super_comfy_bed"
338,"minibar, facilities, no_evident_not_minibar, no_evident_not_facilities"
338,"fourth_floor, windows_locked, balcony_doors_locked, outside_noise, have_evident_fourth_floor, have_evident_windows_locked, have_evident_balcony_doors_locked, have_evident_outside_noise"
339,"clean_room, daily_cleaning, strong_wifi, no_evident_not_clean_room, no_evident_not_daily_cleaning, no_evident_not_strong_wifi"
340,"nice_room, big_balcony, no_evident_not_nice_room, big_balcony"
344,"clean_room, well_decorated_room, no_evident_not_clean_room, no_evident_not_well_decorated_room"
345,"modern_room, clean_room, no_evident_not_modern_room, no_evident_not_clean_room"
346,"clean_room, no_evident_not_clean_room"
347,"clean_room, well_equipped_room, no_evident_not_clean_room, no_evident_not_well_equipped_room"
347,"clean_rooms, compact_rooms, have_evident_clean_rooms, have_evident_compact_rooms"
349,"clean_room, comfortable_bed, no_evident_not_clean_room, no_evident_not_comfortable_bed"
349,"smell_toilet, have_evident_smell_toilet"
350,"clean_room, comfortable_bed, no_evident_not_clean_room, no_evident_not_comfortable_bed"
351,"clean_room, modern_room, comfy_bed, great_air_conditioning, no_evident_not_clean_room, no_evident_not_modern_room, no_evident_not_comfy_bed, no_evident_not_great_air_conditioning"
352,"clean_room, good_beds, no_evident_not_clean_room, no_evident_not_good_beds"
353,"clean_room, comfy_room, balcony, no_evident_not_clean_room, no_evident_not_comfy_room"
353,"weak_WiFi, have_evident_weak_WiFi"
354,"clean_room, home_experience, no_evident_not_clean_room, no_evident_not_home_experience"
356,"clean_room, no_evident_not_clean_room"
362,"balcony_room, amazing_impression, no_evident_not_balcony_room, no_evident_not_amazing_impression"
367,"comfortable_room, well_equipped_room, no_evident_not_comfortable_room, no_evident_not_well_equipped_room"
368,"clean_room, no_evident_not_clean_room"
369,"sink_closed_tapes, bugs_under_sink, have_evident_sink_closed_tapes, have_evident_bugs_under_sink"
370,"clean_room, renovated_room, efficient_operation, no_evident_not_clean_room, no_evident_not_renovated_room, no_evident_not_efficient_operation"
372,"limited_channels, few_channels, have_evident_limited_channels, have_evident_few_channels"
374,"great_size_room, clean_room, modern_room, comfy_room, no_evident_not_clean_room, no_evident_not_modern_room, no_evident_not_comfy_room"
375,"stylish_room, comfortable_beds, no_evident_not_stylish_room, no_evident_not_comfortable_beds"
377,"clean_room, no_evident_not_clean_room"
378,"clean_room, comfortable_room, no_evident_not_clean_room, no_evident_not_comfortable_room"
379,"clean_room, comfortable_beds, no_evident_not_clean_room, no_evident_not_comfortable_beds"
380,"spacious_room, quiet_room, tidy_room, no_evident_not_spacious_room, no_evident_not_quiet_room, no_evident_not_tidy_room"
382,"clean_room, no_evident_not_clean_room"
384,"new_room, clean_room, no_evident_not_clean_room"
386,"renovated_rooms, new_systems, chilled_rooms, no_evident_not_renovated_rooms, no_evident_not_new_systems, no_evident_not_chilled_rooms"
388,"clean_room, quiet_room, no_evident_not_clean_room, no_evident_not_quiet_room"
391,"nice_room, clean_room, no_evident_not_nice_room, no_evident_not_clean_room"
392,"good_rooms, no_evident_not_good_rooms"
393,"clean_room, modern_room, no_evident_not_clean_room, no_evident_not_modern_room"
394,"clean_room, good_bed_linen, A/C, flat_screen_tv, no_evident_not_clean_room, no_evident_not_good_bed_linen, no_evident_not_A/C, no_evident_not_flat_screen_tv"
396,"clean_room, renovated_room, no_evident_not_clean_room, no_evident_not_renovated_room"
398,"modern_room, clean_room, no_evident_not_modern_room, no_evident_not_clean_room, no_evident_not_views"
398,"unexpected_netflix_room, difficult_sign_out, no_views_room, small_room, have_evident_difficult_sign_out, have_evident_no_views_room, have_evident_small_room"
399,"ready_room, clean_room, no_evident_not_ready_room, no_evident_not_clean_room"
400,"dryer_needed, no_drying_space, water_bottle_provided, no_bottle_later, have_evident_dryer_needed, have_evident_no_drying_space, have_evident_water_bottle_provided, have_evident_no_bottle_later"
401,"clean_room, fresh_room, no_evident_not_clean_room, no_evident_not_fresh_room"
402,"clean_room, spacious_room, no_evident_not_clean_room, no_evident_not_spacious_room"
404,"small_rooms, have_evident_small_rooms"
405,"new_rooms, good_bedding, no_evident_not_new_rooms, good_bedding"
406,"modern_room, clean_room, good_bed_linen, no_evident_not_clean_room, no_evident_not_good_bed_linen"
406,"broken_lock, repair_not_done, noise_street_enter, touch_door_toilet, have_evident_broken_lock, have_evident_repair_not_done, have_evident_noise_street_enter, have_evident_touch_door_toilet"
407,"modern_room, no_evident_not_modern_room"
409,"high_standard_rooms, clean_rooms, no_evident_not_high_standard_rooms, no_evident_not_clean_rooms"
410,"clean_room, modern_facilities, amazing_shower, well_presented_room, comfortable_bed, delight_bedding, no_evident_not_clean_room, no_evident_not_modern_facilities, no_evident_not_amazing_shower, no_evident_not_well_presented_room, no_evident_not_comfortable_bed, no_evident_not_delight_bedding, no_evident_not_easy_aircon, no_evident_not_great_wifi"
410,"missing_bar, have_evident_missing_bar"
412,"refurbished_room, high_tech_room, no_evident_not_clean_room, no_evident_not_high_tech_room"
414,"clean_room, modern_room, no_evident_not_clean_room, no_evident_not_modern_room"
415,"clean_hotel, clean_room, no_evident_not_clean_hotel, no_evident_not_clean_room"
417,"clean_room, well_equipped_room, no_evident_not_clean_room, no_evident_not_well_equipped_room"
418,"empty_bottle, uncontrolled_speed, no_adapters, too_warm_blanket, have_evident_empty_bottle, have_evident_uncontrolled_speed, have_evident_no_adapters, have_evident_too_warm_blanket"
419,"comfortable_rooms, no_evident_not_comfortable_rooms"
422,"new_room, clean_room, well_equipped_mini_bar, cheap_mini_bar, no_evident_not_new_room, no_evident_not_clean_room, no_evident_not_well_equipped_mini_bar, no_evident_not_cheap_mini_bar"
423,"clean_room, comfortable_room, affordable_price, no_evident_not_clean_room, no_evident_not_comfortable_room, no_evident_not_affordable_price"
424,"large_room, well_sized_room, no_evident_not_large_room, no_evident_not_well_sized_room"
425,"good_room, accessible_room, no_evident_not_accessible_room"
426,"comfortable_bed, soft_duvet, pillows, good_shower, no_evident_not_comfortable_bed, no_evident_not_soft_duvet, no_evident_not_pillows, no_evident_not_good_shower"
427,"clean_room, well_decorated_room, modern_room, no_evident_not_clean_room, no_evident_not_well_decorated_room, no_evident_not_modern_room"
428,"clean_room, no_evident_not_clean_room"
428,"not_enough_pillows, have_evident_not_enough_pillows"
429,"soft_bed, uncomfortable_bed, have_evident_soft_bed, have_evident_uncomfortable_bed"
430,"close_windows, building_looks_room, have_evident_close_windows, have_evident_building_looks_room"
