ID,Output
314,"good_location
in 5 minutes from airport
no evident not in 5 minutes from airport"
316,"good_location
beach
marina
no evident not beach
no evident not marina"
318,"good_location
beach
restaurants
6
10
minutes
Larnaca"
322,"good_location
walk
pleasant
sea
no evident not walk
no evident not pleasant
no evident not sea"
322,"bad_location
there was not much else
have evident there was not much else
close by
have evident close by"
323,"location
no evident not location
Makenzie Beach
no evident not Makenzie Beach
restaurants
no evident not restaurants
patio restaurant
no evident not patio restaurant
meal
no evident not meal
cocktail
no evident not cocktail"
324,"good_location
airport
7 min drive
away
no evident not airport
no evident not 7 min drive
no evident not away"
325,"good_location
not far from the airport
no evident not proximity
5 min walk to the beach
no evident not distance"
325,"smell from the lake
have evident bad_location
it doesn’t depend on the hotel
have evident bad_location"
327,"good_location
close to Larnaca Airport
no evident not close to Larnaca Airport"
328,"good_location
beach
close
bus
50 meters
airport
no evident not beach
no evident not close
no evident not bus
no evident not 50 meters
no evident not airport"
328,"bad_location
odor
sewage
drains
smell
street
have evident odor
have evident sewage
have evident drains
have evident smell
have evident street"
329,"good_location
and quiet
no evident not quiet"
332,"good_location
Cafe Nero
10 minutes
perfect
no evident not Cafe Nero
no evident not 10 minutes
no evident not perfect"
334,"good_location
Location is great
no evident not location"
338,"good_location
walking distance
beach
restaurants
shops
away
traffic
walking distance
no evident not beach
no evident not restaurants
no evident not shops
no evident not away
no evident not traffic"
340,"bad_location
trek
have evident trek
water sports
have evident water sports
quieter beaches
have evident quieter beaches"
344,"good_location
beach
no evident not beach
5 min
walk"
347,"good_location
beach
no evident not beach
restaurants
no evident not restaurants"
348,"bad_location
noise does not bother
noise from aircraft landing
noise from aircraft taking off
young family
quiet area
noise does not bother have evident
noise from aircraft landing have evident
noise from aircraft taking off have evident
young family have evident
quiet area have evident"
349,"good_location
bus stop
no evident not bus stop"
349,"bad_location
far
have evident distance
far
have evident proximity"
350,"good_location
6 mins drive
no evident not 6 mins drive"
351,"good_location
Close to Mackenzie beach
no evident not close to Mackenzie beach
bars
no evident not close to bars"
353,"good_location
Near
no evident not near
airport"
353,"bad_location
Far from centre town
have evident far from centre town"
355,"good_location
beach strip
nearby restaurants
early flight
Larnaka airport
no evident not beach strip
no evident not nearby restaurants
no evident not early flight
no evident not Larnaka airport"
358,"good_location
airport
no evident not airport
close"
361,"good_location
Makanzie Beach
no evident not Makanzie Beach"
364,"good_location
bars
restaurants
5 mins
walk
beach
bars
no evident not bars
restaurants
no evident not 5 mins
walk
no evident not beach"
367,"good_location
town
no evident not town
travelers
no evident not travelers
larnaca
no evident not larnaca"
368,"good_location
location
no evident not location
perfect
no evident not perfect"
370,"good_location
airport
sea
no evident not airport
no evident not sea"
372,"good_location
15 minutes drive from the airport
no evident not 15 minutes drive from the airport
15 walk to the city center
no evident not 15 walk to the city center
about 300 meters to the nice beach
no evident not about 300 meters to the nice beach"
373,"good_location
airport
no evident not airport
quickly
no evident not quickly
couple
no evident not couple
nights
no evident not nights"
374,"good_location
city
no evident not city"
376,"good_location
5 minute walk to the beach
no evident not 5 minute walk to the beach"
377,"good_location
beach
airport
bus station
no evident not beach
no evident not airport
no evident not bus station"
380,"good_location
it is close to airport
no evident not it is close to airport
it is close to beaches
no evident not it is close to beaches
it is close to entertainment
no evident not it is close to entertainment"
381,"good_location
walking distance beach
no evident not walking distance beach
close airport
no evident not close airport"
382,"good_location
airport
beach
7min
no evident not airport
no evident not beach
no evident not 7min"
388,"good_location
airport
beach
no evident not airport
no evident not beach"
389,"good_location
airport
no evident not airport
beach
no evident not beach
restaurants
no evident not restaurants
amenities
no evident not amenities"
391,"good_location
5 min walk
no evident not 5 min walk"
391,"bad_location
close surroundings are not that exciting
close surroundings are not clean
have evident close surroundings are not that exciting
have evident close surroundings are not clean"
392,"good_location
city
no evident not city
nice
no evident not nice"
394,"good_location
beach
restaurants
supermarket
airport
bus
walking
no evident not beach
no evident not restaurants
no evident not supermarket
no evident not airport
no evident not bus
no evident not walking"
398,"good_location
walk
short
beach bars
airport
Close
no evident not walk
no evident not short
no evident not beach bars
no evident not airport"
402,"good_location
near beach
no evident not near beach
just walk"
406,"good_location
walk
Makkenzy beach
planes landing
no evident not walk
no evident not Makkenzy beach
no evident not planes landing"
407,"good_location
city
no evident not city
hotel
no evident not hotel
location
no evident not location"
410,"location is amazing
being close to airport
no evident not being close to airport
being next to salt lake
no evident not being next to salt lake
within 10 minute walk
no evident not within 10 minute walk
on MacKenzie beach
no evident not on MacKenzie beach
beach is well maintained
no evident not beach is well maintained
beach is cleaner
no evident not beach is cleaner
next to bus stop
no evident not next to bus stop"
415,"good_location
walking distance
Mackenzie beach
beach lounges
restaurants
walking distance
no evident not Mackenzie beach
walking distance
no evident not beach lounges
walking distance
no evident not restaurants"
417,"good_location
Close to airport
Just 7-10 min by taxi
15€
no evident not Close to airport
no evident not Just 7-10 min by taxi
no evident not 15€"
419,"good_location
city
no evident not city
park
no evident not park
beach
no evident not beach"
420,"bad_location
A LITTLE BIT FAR FROM SEA
have evident distance
have evident sea"
421,"good_location
steps to Makenzy beach
steps to cafés
steps to restaurants
easy access to nightlife
no evident not steps to Makenzy beach
no evident not steps to cafés
no evident not steps to restaurants
no evident not easy access to nightlife"
422,"good_location
close city
no evident not close city
very accessible
no evident not very accessible
by any transportation
no evident not by any transportation"
423,"good_location
beach
transportation
no evident not beach
no evident not transportation"
424,"good_location
trails
airport
no evident not trails
no evident not airport"
425,"good_location
accessibility
no evident not accessibility
where
no evident not where
wanted
no evident not wanted
to be
no evident not to be"
426,"bad_location
noise
have evident noise
people
have evident people
rubbish
have evident rubbish
lorries
have evident lorries"
427,"it was not on the beach front
have evident it was not
we were under the impression
have evident it was"
429,"good_location
Quiet
no evident not quiet"
431,"good_location
around the corner
no evident not around the corner"
431,"bad_location
Nothing close.
Have evident nothing close.
There.
Have evident there."
432,"good_location
Short walk to McKenzie beach
no evident not short walk to McKenzie beach"
434,"good_location
Near
no evident not near
airport"
435,"good_location
close to the airports
no evident not close to the airports"
436,"good_location
Central location
no evident not central location
location
no evident not location"
438,"good_location
airport
no evident not airport
very close"
439,"good_location
city centre
airport
no evident not city centre
no evident not airport"
441,"bad_location
bit
have evident bit
far
have evident far
center
have evident center"
441,"good_location
Area
no evident not Area
around"
442,"bad_location
It was hard.
Have evident hard.
It was little.
Have evident little.
It was to find.
Have evident to find."
445,"good_location
next to the airport
no evident not next to the airport"
448,"good_location
beach
no evident not beach
makenzie"
449,"good_location
Close to the airport
no evident not close"
451,"good_location
airport
beach
no evident not airport
no evident not beach"
452,"good_location
airport
no evident not airport
quiet
no evident not quiet
neighbourhood
no evident not neighbourhood"
453,"good_location
close to beach
no evident not close to beach"
454,"bad_location
noisy neighborhood
have evident noisy neighborhood
very noisy"
455,"bad_location
It’s in front of a pension
have evident it’s in front of a pension
people could see the colour
have evident people could see the colour"
456,"good_location
Convenient
no evident not convenient
airport
no evident not airport
beach
no evident not beach
city Center
no evident not city Center"
457,"good_location
airport
no evident not airport
quietness
no evident not quietness"
459,"bad_location
truck passes
noise incredible
truck passes
have evident noise incredible"
460,"good_location
Location was excellent
no evident not excellent"
462,"good_location
city
no evident not city
excellent location,
beach
no evident not beach
excellent location,
mountains
no evident not mountains"
465,"good_location
close to the beach
close to the bus station
no evident not close to the beach
no evident not close to the bus station"
466,"good_location
airport
no evident not airport
nice
no evident not nice
place
no evident not place
stay
no evident not stay
late
no evident not late
night
no evident not night"
471,"good_location
beach
no evident not beach"
471,"bad_location
a little way
have evident town
main
have evident town"
479,"good_location
proximity airport
no evident not proximity airport
beach
no evident not beach
numerous restaurants
no evident not numerous restaurants"
483,"good_location
close to airport
no evident not close to airport
close to beach
no evident not close to beach"
484,"good_location
close to the airport
no evident not close to the airport"
484,"bad_location
just far
have evident just near"
489,"good_location
beach
airport
bus
no evident not beach
no evident not airport
no evident not bus"
490,"good_location
proximity to the airport
no evident not proximity to the airport"
491,"good location
airport
no evident not airport
easy access
no evident not easy
transportation
no evident not transportation
nearby city
no evident not nearby
population
no evident not population
economic growth
no evident not economic"
492,"good_location
airport
no evident not airport
late
no evident not late
early
no evident not early
departure
no evident not departure"
492,"bad_location
noise
have evident noise
travelers
have evident travelers
tiling
have evident tiling
airport
have evident airport"
494,"good_location
very close
no evident not very close"
495,"good_location
close
no evident not close
close
no evident not close
close to the beach
no evident not close to the beach
close to the field
no evident not close to the field
Intimate
no evident not not intimate
quiet
no evident not not quiet"
496,"good_location
close to the airport
no evident not close to the airport"
497,"good_location
location close to the airport
location close to the beach
location close to restaurants
location close to snacks
no evident not location close to the airport
no evident not location close to the beach
no evident not location close to restaurants
no evident not location close to snacks"
498,"good_location
access airport is close
no evident not access airport is close"
498,"bad_location
bus
have evident bus
airport
have evident airport
easy
have evident easy"
499,"good_location
close airport
no evident not close airport"
500,"good_location
It is central
no evident not central"
500,"finding it
have evident location
located
have evident alley
google maps
have evident crazy
photo
have evident locate"
501,"good_location
close to the airport
no evident not close to the airport"
503,"good_location
Close to the field
no evident not close to the field"
503,"bad_location
roads are bumpy
have evident roads are smooth
construction
have evident construction is absent"
505,"good_location
city center
airport
sea
no evident not city center
no evident not airport
no evident not sea"
510,"good_location
proximity to the airport
no evident not proximity to the airport"
518,"good_location
quiet
no evident not quiet"
519,"good_location
beach
no evident not beach
near"
527,"good_location
near airport
near beach
no evident not near airport
no evident not near beach"
528,"good_location
airport
no evident not airport
met
no evident not met
expectations
no evident not expectations"
530,"good_location
beach
no evident not beach
easy
no evident not easy
quiet
no evident not quiet
place
no evident not place"
531,"good_location
airport
promenade
sea
airport
no evident not airport
promenade
no evident not promenade
sea
no evident not sea"
532,"good_location
proximity to the airport
no evident not proximity to the airport"
535,"good_location
walk
10 minute walk
beautiful
no evident not 10 minute walk
walk
30 minute walk
center
no evident not 30 minute walk"
536,"good_location
close to the beach
no evident not close to the beach
gastronomy
no evident not gastronomy
the airport
no evident not the airport"
538,"good_location
easily accessible
no evident not easily accessible
bus route
no evident not bus route"
540,"good_location
beach
airport
8 minutes
car
no evident not beach
no evident not airport
no evident not 8 minutes
no evident not car"
541,"good_location
walking along the sea
no evident not walking along the sea
airport
no evident not airport
Mackenzie Beach
no evident not Mackenzie Beach
Finikoudes
no evident not Finikoudes"
542,"good_location
restaurants
cafes
walking distance
no evident not restaurants
no evident not cafes
no evident not walking distance"
546,"good_location
Walking distance to Mackenzie Beach
no evident not walking distance to Mackenzie Beach
with a late arrival
no evident not with a late arrival
planning further travel
no evident not planning further travel
by car
no evident not by car"
547,"good_location
close airport
no evident not close airport"
549,"good_location
no evident not location
no evident not location"
551,"good_location
beach
around
5
minutes
walk
no evident not beach
no evident not around
no evident not 5
no evident not minutes
no evident not walk"
552,"good_location
close to airport
no evident not close to airport
early morning flight
no evident not early morning flight"
554,"good_location
airport
beach
entertainment
restaurants
bars
no evident not airport
no evident not beach
no evident not entertainment
no evident not restaurants
no evident not bars"
555,"good_location
Less than 10 minutes
no evident not less than 10 minutes"
556,"good_location
shuttle to the field
no evident not shuttle to the field
convenient for those who need to fly early in the morning
no evident not convenient for those who need to fly early in the morning"
560,"good_location
airport
no evident not airport
good_location
overnight
no evident not overnight
good_location
late
no evident not late
good_location
early
no evident not early"
562,"good_location
close airport
no evident not close airport
convenient stop
no evident not convenient stop
flight landed
no evident not flight landed
middle night
no evident not middle night"
565,"good_location
five minutes to the beach
no evident not five minutes to the beach
near the airport
no evident not near the airport
near Mackenzie beach
no evident not near Mackenzie beach"
566,"good_location
airport
no evident not airport
close"
569,"good_location
walk
no evident not walk
7
minutes
no evident not minutes
walk
no evident not walk
boardwalk
no evident not boardwalk
airport
no evident not airport
7
minutes
no evident not minutes
walk
no evident not walk"
571,"good_location
To the beach on foot 5 minutes.
no evident not 5 minutes.
To the beach on foot 5 minutes.
no evident not minutes."
579,"good_location
airport
10 minutes
no evident not airport
no evident not 10 minutes"
586,"good_location
near airport
no evident not near airport
near sea
no evident not near sea
near promenade
no evident not near promenade
near restaurants
no evident not near restaurants"
587,"good_location
close to the airport
no evident not close to the airport
close to the beach
no evident not close to the beach"
588,"good_location
close to everything
no evident not close to everything"
589,"distance from the airport, no evident not proximity
convenience, no evident not access"
589,"bad_location
owners can’t do anything
have evident owners can’t do anything"
590,"good_location
beach
airport
no evident not beach
no evident not airport"
594,"bad_location
noise
have evident noise
airport
have evident airport"
596,"bad_location
noisy
have evident noisy
outside"
597,"good_location
sea
no evident not sea
via dei premises
no evident not via dei premises
historic
no evident not historic
center
no evident not center"
599,"good_location
transit
near
airport
no evident not transit
no evident not near
no evident not airport"
599,"bad_location
Noise
have evident lack
lack
have evident disruption"
602,"good_location
airport
no evident not airport"
607,"good_location
restaurants nearby
no evident not restaurants nearby
beach
no evident not beach
airport
no evident not airport
quiet location
no evident not quiet location"
610,"good_location
beach
no evident not beach
airport
no evident not airport
restaurant
no evident not restaurant"
611,"good_location
proximity city center
no evident not proximity city center
proximity beach
no evident not proximity beach"
612,"good_location
airport
6 minutes
no evident not airport
no evident not 6 minutes"
612,"bad_location
light
have evident light
outside
have evident outside
times
have evident times"
614,"good_location
bus
no evident not bus
5min
no evident not 5min"
616,"good_location
reach
easy
parties
night
reach
easy
no evident not reach
no evident not easy
no evident not parties
no evident not night"
617,"good_location
city_center
no evident not city_center
access
no evident not access
convenience
no evident not convenience
transport
no evident not transport
proximity
no evident not proximity
development
no evident not development
growth
no evident not growth
investment
no evident not investment
value
no evident not value"
618,"bad_location
noise
have evident noise
truck
have evident truck
3am
have evident 3am
making
have evident making"
619,"good_location
airport
salt lake
perfect
no evident not airport
no evident not salt lake
no evident not perfect"
620,"good_location
walk to the embankment
no evident not walk to the embankment
clean hotel
no evident not clean hotel
near the airport
no evident not near the airport"
623,"good_location
airport
beach
no evident not airport
no evident not beach"
623,"bad_location
night traffic
have evident lack roads
night traffic
have evident increased volume"
625,"good_location
airport
beach
no evident not airport
no evident not beach"
627,"bad_location
A bit far
have evident far
far
have evident far"
627,"good_location
taxis
same price
anywhere in the city
no evident not taxis
no evident not same price
no evident not anywhere in the city"
628,"good_location
bus
no evident not bus
city_center
no evident not city_center
dead_end
no evident not dead_end
quiet_street
no evident not quiet_street"
632,"good_location
bus connection
no evident not bus connection
airport
no evident not airport
city center
no evident not city center
Mackenzie Beach
no evident not Mackenzie Beach
bars
no evident not bars
restaurants
no evident not restaurants"
633,"good_location
close to the airport
no evident not close to the airport"
635,"good_location
bus
walk
walk
no evident not bus
no evident not walk
no evident not walk"
636,"good_location
city
no evident not city
before
no evident not before
flight
no evident not flight"
637,"good_location
airport
no evident not airport"
639,"good_location
beach
no evident not beach
starfish
no evident not starfish"
641,"good_location
peaceful
no evident not peaceful
area"
642,"good_location
airport
no evident not airport
very close
no evident not very close"
644,"good_location
near the airport
no evident not near the airport"
646,"good_location
bus stop
no evident not bus stop
Salt Lake
no evident not Salt Lake
Mackenzie Beach
no evident not Mackenzie Beach
airport
no evident not airport
promenade
no evident not promenade
St. Lazarus
no evident not St. Lazarus"
649,"good_location
noise from the street
no evident not noise from the street
landing planes
no evident not landing planes
taking off planes
no evident not taking off planes"
650,"good_location
Walking distance to the beach
no evident not walking distance"
