ID,Topic,Test 2
164,good_staff,"exceptional_staff, helpful_staff, friendly_staff, staff_go_out_of_their_way_for_us, accommodating_staff, no_evident_not_exceptional_staff, no_evident_not_helpful_staff, no_evident_not_friendly_staff, no_evident_not_staff_go_out_of_their_way_for_us, no_evident_not_accommodating_staff"
165,good_staff,"friendly_staff, no_evident_not_friendly_staff"
167,good_staff,"staff, service, no_evident_not_staff, no_evident_not_service"
169,good_staff,"friendly_staff, no_evident_not_friendly_staff, helpful_staff, no_evident_not_helpful_staff"
171,good_staff,"very, welcoming, staff, no_evident_not_very, no_evident_not_welcoming, no_evident_not_staff"
172,good_staff,"friendly, no_evident_not_friendly"
173,good_staff,"friendly_staff, kind_staff, helpful_staff, no_evident_not_friendly_staff, no_evident_not_kind_staff, no_evident_not_helpful_staff"
177,good_staff,"nice_staff, helpful_staff, agile_staff, responsive_staff, no_evident_not_nice_staff, no_evident_not_helpful_staff, no_evident_not_agile_staff, no_evident_not_responsive_staff"
180,good_staff,"friendly_staff, no_evident_not_friendly_staff"
181,good_staff,"1_warm, no_evident_not_warm, 2_welcoming, no_evident_not_welcoming, 3_great, no_evident_not_great, 4_staff, no_evident_not_staff"
182,good_staff,"hospitality, no_evident_not_hospitality"
183,good_staff,"friendly_team, no_evident_not_friendly_team"
185,good_staff,"accommodated_arrival_3am, manager_building, manager_kitchen, no_evident_not_accommodated_arrival_3am, no_evident_not_manager_building, no_evident_not_manager_kitchen"
186,good_staff,"friendly_staff, no_evident_not_friendly_staff"
192,good_staff,"amazing_staff, no_evident_not_amazing_staff"
193,good_staff,"helpful, no_evident_not_helpful, very_helpful, no_evident_not_very_helpful"
194,good_staff,"helpful, friendly, went_out_of_their_way_for_us, no_evident_not_helpful, no_evident_not_friendly, no_evident_not_went_out_of_their_way_for_us"
195,good_staff,"exceptional_staff_no_evident_not_exceptional_staff, helpful_staff_no_evident_not_helpful_staff, friendly_staff_no_evident_not_friendly_staff, staff_go_out_of_their_way_for_us_no_evident_not_staff_go_out_of_their_way_for_us, this_list_adheres_to_the_aba_format, including_each_support_and_its_corresponding_contrary_statement"
198,good_staff,"friendly, no_evident_not_friendly"
199,good_staff,"kind_service, smiling_service, no_evident_not_kind_service, no_evident_not_smiling_service"
202,good_staff,"exceptional_staff, nice_staff, no_evident_not_exceptional_staff, no_evident_not_nice_staff"
203,good_staff,"friendly, no_evident_not_friendly"
204,good_staff,"friendly, no_evident_not_friendly"
206,good_staff,"welcoming_owners, no_evident_not_welcoming_owners"
207,good_staff,"staff, makes, no_evident_not_staff, no_evident_not_makes"
209,good_staff,"friendly, no_evident_not_friendly, people, no_evident_not_people"
210,good_staff,"friendly, no_evident_not_friendly, this_response_adheres_to_the_rules_provided_it_uses_only_short_words, avoids_adjectives_or_adverbs, and_ensures_each_support_has_a_corresponding_contrary"
211,good_staff,"friendly, helpful, no_evident_not_friendly, no_evident_not_helpful"
212,good_staff,"friendly_staff, helpful_staff, no_evident_not_friendly_staff, no_evident_not_helpful_staff"
214,good_staff,"good_taxi_service, organised, no_evident_not_organised"
221,good_staff,"friendly_staff, no_evident_not_friendly_staff, welcoming_staff, no_evident_not_welcoming_staff, restaurant_owner_friendliness, no_evident_not_restaurant_owner_friendliness"
223,good_staff,"helpful, no_evident_not_helpful, very_helpful, no_evident_not_very_helpful"
224,good_staff,"friendly, helpful, no_evident_not_friendly, no_evident_not_helpful"
226,good_staff,"staff, no_evident_not_staff, helpful_people, no_evident_not_helpful_people, pleasant_people, no_evident_not_pleasant_people, speak_perfect_english, no_evident_not_speak_perfect_english"
227,good_staff,"very_kind_hosts, no_evident_not_very_kind_hosts, made_late_check_in, no_evident_not_made_late_check_in, simple, no_evident_not_simple"
228,good_staff,"feel_at_home, welcome_you_with_a_big_smile, no_evident_not_feel_at_home, no_evident_not_welcome_you_with_a_big_smile"
229,good_staff,"friendly, good_service, no_evident_not_friendly, no_evident_not_good_service"
231,good_staff,"here_s_the_text_in_assumption_based_argumentation_aba_format_based_on_your_input_and_conditions, very_friendly_staff, no_evident_not_very_friendly_staff, this_response_adheres_to_your_instructions_by_using_short_words, avoiding_adjectives_or_adverbs_where_unnecessary, ensuring_each_support_is_paired_with_its_contrary_in_the_specified_format"
235,good_staff,"welcoming_staff, no_evident_not_welcoming_staff"
240,good_staff,"warm_welcome, comfortable_stay, hotel_manager_reachable, informative_service, reassuring_service, no_evident_not_warm_welcome, no_evident_not_comfortable_stay, no_evident_not_hotel_manager_reachable, no_evident_not_informative_service, no_evident_not_reassuring_service"
241,good_staff,"friendly_staff, no_evident_not_friendly_staff, lend_me_an_adaptor, no_evident_not_lend_me_an_adaptor"
242,good_staff,"very_accommodating_staff, kind_staff, no_evident_not_very_accommodating_staff, no_evident_not_kind_staff"
245,good_staff,"great_staff, welcoming, no_evident_not_great_staff, no_evident_not_welcoming"
246,good_staff,"friendly_owners, helpful_owners, no_evident_not_friendly_owners, no_evident_not_helpful_owners"
248,good_staff,"kind_staff, no_evident_not_kind_staff, professional_staff, no_evident_not_professional_staff, polite_staff, no_evident_not_polite_staff, helpful_staff, no_evident_not_helpful_staff"
250,good_staff,"friendly, counterpoint_no_evident_not_friendly, nice, counterpoint_no_evident_not_nice"
251,good_staff,"friendly_staff, no_evident_not_friendly_staff"
252,good_staff,"friendly, no_evident_not_friendly"
254,good_staff,"helpful, no_evident_not_helpful, family, no_evident_not_family"
255,good_staff,"friendly_staff, no_evident_not_friendly_staff, attentive_staff, no_evident_not_attentive_staff"
257,good_staff,"lovely_staff, no_evident_not_lovely_staff, staff, no_evident_not_staff"
258,good_staff,"wonderful_staff, no_evident_not_wonderful_staff"
259,good_staff,"friendly_staff, no_evident_not_friendly_staff, helpful_staff, no_evident_not_helpful_staff"
260,good_staff,"it_seems_like_your_query_is_incomplete_could_you_please_provide_the_full_text_or_context_to_work_with_without_it, i_cannot_generate_the_appropriate_assumption_based_argumentation_aba_format_for_friendly_staff"
262,good_staff,"attentive_staff, helpful_staff, showed_us_to_a_really_nice_room_with_a_balcony_over_the_front_of_the_hotel, arranged_a_car_for_us_to_get_back_to_the_airport_to_collect_our_hire_car, no_evident_not_attentive_staff, no_evident_not_helpful_staff, no_evident_not_showed_us_to_a_really_nice_room_with_a_balcony_over_the_front_of_the_hotel, no_evident_not_arranged_a_car_for_us_to_get_back_to_the_airport_to_collect_our_hire_car"
264,good_staff,"friendly, no_evident_not_friendly, staff, no_evident_not_no_applicable_contrary_as_staff_does_not_have_an_opposite_in_this_context"
265,good_staff,"warm_staff, no_evident_not_warm_staff, welcome_staff, no_evident_not_welcome_staff"
266,good_staff,"exceptional, helpful, friendly, went_out_of_their_way_for_us, no_evident_not_exceptional, no_evident_not_helpful, no_evident_not_friendly, no_evident_not_went_out_of_their_way_for_us"
267,good_staff,"helpful_staff, friendly_staff, go_out_of_their_way_for_us, no_evident_not_helpful_staff, no_evident_not_friendly_staff, no_evident_not_good_staff, no_evident_not_go_out_of_their_way_for_us"
268,good_staff,"helpful, no_evident_not_helpful, friendly, no_evident_not_friendly"
269,good_staff,"friendly, no_evident_not_friendly"
270,good_staff,"helpful_staff, staff_went_out_of_their_way_for_us, no_evident_not_helpful_staff, no_evident_not_staff_went_out_of_their_way_for_us"
272,good_staff,"nice_staff, helpful_staff, friendly_staff, staff_go_out_of_their_way_for_us, no_evident_not_nice_staff, no_evident_not_helpful_staff, no_evident_not_friendly_staff, no_evident_not_staff_go_out_of_their_way_for_us"
274,good_staff,"delightful_vale, eager_check_in, eager_cleaning, no_evident_not_delightful_vale, no_evident_not_eager_check_in, no_evident_not_eager_cleaning"
275,good_staff,"amazing_staff, went_over_and_beyond, no_evident_not_amazing_staff, no_evident_not_went_over_and_beyond"
276,good_staff,"friendly_staff_who_allow_you_to_check_in_early_morning, no_evident_not_friendly_staff"
277,good_staff,"helpful_staff, no_evident_not_helpful_staff, exceptional_staff, no_evident_not_exceptional_staff"
278,good_staff,"wonderful_staff, no_evident_not_wonderful_staff, friendly_staff, no_evident_not_friendly_staff, welcoming_staff, no_evident_not_welcoming_staff"
281,good_staff,"owner_and_staff_welcoming, no_evident_not_owner_and_staff_welcoming, staff_assisting_with_flight_arrangements, no_evident_not_staff_assisting_with_flight_arrangements"
282,good_staff,"helpful_staff, no_evident_not_helpful_staff, friendly_staff, no_evident_not_friendly_staff"
283,good_staff,"friendly, no_evident_not_friendly, responsive, no_evident_not_responsive"
284,good_staff,"staff_excellent, no_evident_not_staff_excellent"
288,good_staff,"friendly, no_evident_not_friendly, helpful, no_evident_not_helpful"
290,good_staff,"happy_staff, no_evident_not_happy_staff, go_staff, no_evident_not_go_staff, beyond_staff, no_evident_not_beyond_staff, help_staff, no_evident_not_help_staff, covid_restriction_staff, no_evident_not_covid_restriction_staff, airport_staff, no_evident_not_airport_staff, close_staff, no_evident_not_close_staff"
291,good_staff,"exceptional_staff, helpful_staff, friendly_staff, staff_go_out_of_their_way_for_us, for_each_support, no_evident_not_exceptional_staff, no_evident_not_helpful_staff, no_evident_not_friendly_staff, no_evident_not_staff_go_out_of_their_way_for_us, this_format_ensures_that_all_elements_are_included_as_per_the_specified_conditions, maintaining_clarity_and_conciseness"
293,good_staff,"helpful_staff, friendly_staff, no_evident_not_helpful_staff, no_evident_not_friendly_staff"
295,good_staff,"polite_staff, helpful_staff, kind_hosts, smiling_hosts, no_evident_not_polite_staff, no_evident_not_helpful_staff, no_evident_not_kind_hosts, no_evident_not_smiling_hosts"
298,good_staff,"nice_staff, no_evident_not_nice_staff"
299,good_staff,"welcoming_staff, no_evident_not_welcoming_staff, friendly_staff, no_evident_not_friendly_staff"
300,good_staff,"helpful_staff, no_evident_not_helpful_staff, friendly_staff, no_evident_not_friendly_staff, welcoming_staff, no_evident_not_welcoming_staff"
301,good_staff,"staff, make, you, feel, home, no_evident_not_staff, no_evident_not_make, no_evident_not_you, no_evident_not_feel, no_evident_not_home"
303,good_staff,"welcoming, no_evident_not_welcoming, helpful, no_evident_not_helpful, happy_to_help, no_evident_not_happy_to_help"
304,good_staff,"nice_staff, no_evident_not_nice_staff, recommendations_on_places_to_visit, no_evident_not_recommendations_on_places_to_visit, how_to_roam_around, no_evident_not_how_to_roam_around"
305,good_staff,"accommodating_staff_the_staff_were_accommodating, no_evident_not_accommodating_staff, easy_to_deal_with_the_staff_were_easy_to_deal_with, no_evident_not_easy_to_deal_with, go_above_and_beyond_the_staff_went_above_and_beyond_for_us, no_evident_not_go_above_and_beyond"
306,good_staff,"excellent_stuff, staff, no_evident_not_excellent_stuff, no_evident_not_staff"
307,good_staff,"good_service, no_evident_not_good_service"
308,good_staff,"wonderful_staff, reception, restaurant, always_smiling, glad_to_help, no_evident_not_wonderful_staff, no_evident_not_reception, no_evident_not_restaurant, no_evident_not_always_smiling, no_evident_not_glad_to_help"
309,good_staff,"management, husband, wife, staff, each_starting_with_no_evident_not, no_evident_not_management, no_evident_not_husband, no_evident_not_wife, no_evident_not_staff"
311,good_staff,"ing_element_welcoming_staff, ing_element_helpful_staff, ing_element_bringing_response, no_evident_not_welcoming_staff, no_evident_not_helpful_staff, no_evident_not_bringing_response"
312,good_staff,"kind_staff, no_evident_not_kind_staff, helpful_staff, no_evident_not_helpful_staff, flexible_staff, no_evident_not_flexible_staff"
313,good_staff,"friendly_staff, no_evident_not_friendly_staff"
315,good_staff,"helpful_staff, friendly_staff, staff_go_out_of_their_way_for_us, for_each_support, no_evident_not_helpful, no_evident_not_friendly, no_evident_not_staff_go_out_of_their_way_for_us, this_format_ensures_that_each_positive_statement_is_paired_with_its_corresponding_contrary, maintaining_clarity_and_adherence_to_the_conditions_provided"
316,good_staff,"accommodating, welcoming, no_evident_not_accommodating, no_evident_not_welcoming"
318,good_staff,"friendly, helpful, went_out_of_their_way_for_us, no_evident_not_friendly, no_evident_not_helpful, no_evident_not_went_out_of_their_way_for_us"
319,good_staff,"waiting_receptionist, after_usual_open_hours, no_evident_not_waiting, no_evident_not_after_usual_open_hours"
322,good_staff,"early_arrival, room_ready, no_evident_not_early_arrival, no_evident_not_room_ready"
323,good_staff,"nice_staff, welcoming_staff, no_evident_not_nice_staff, no_evident_not_welcoming_staff"
324,good_staff,"helpful, no_evident_not_helpful, this_response_adheres_to_the_conditions_provided_using_short_words_for_supports, avoiding_unnecessary_adjectives_or_adverbs, reusing_vocabulary_from_the_original_text, adding_contraries_with_no_evident_not, and_omitting_assumptions"
327,good_staff,"host_was_kind, host_was_helpful, no_evident_not_host_was_kind, no_evident_not_host_was_helpful"
330,good_staff,"exceptional_staff, no_evident_not_exceptional_staff, customer_centric, no_evident_not_customer_centric, kind, no_evident_not_kind"
331,good_staff,"welcoming, no_evident_not_welcoming"
332,good_staff,"nice_staff, no_evident_not_nice_staff, helped_us_book_a_taxi_for_a_really_good_price, no_evident_not_helped_us_book_a_taxi_for_a_really_good_price"
334,good_staff,"no_evident_not_good_staff, helpful_staff, no_evident_not_helpful_staff, friendly_staff, no_evident_not_friendly_staff, staff_do_their_best_for_us, no_evident_not_staff_do_their_best_for_us"
335,good_staff,"exceptional_staff, helpful_staff, friendly_staff, staff_go_out_of_their_way_for_us, no_evident_not_exceptional_staff, no_evident_not_helpful_staff, no_evident_not_friendly_staff, no_evident_not_staff_go_out_of_their_way_for_us"
336,good_staff,"friendly_staff, helpful_staff, no_evident_not_friendly_staff, no_evident_not_helpful_staff"
337,good_staff,"exceptional_staff, helpful_staff, friendly_staff, staff_went_out_of_their_way_for_us, no_evident_not_exceptional_staff, no_evident_not_helpful_staff, no_evident_not_friendly_staff, no_evident_not_staff_went_out_of_their_way_for_us"
338,good_staff,"friendly_staff, no_evident_not_friendly_staff, welcoming_staff, no_evident_not_welcoming_staff, free_room_upgrade, no_evident_not_free_room_upgrade"
339,good_staff,"great_staff, very_pleasant_hosts, no_evident_not_great_staff, no_evident_not_very_pleasant_hosts"
341,good_staff,"lovely_owners, ensure_everything_owners, needed_everything_owners, no_evident_not_lovely_owners, no_evident_not_ensure_everything_owners, no_evident_not_needed_everything_owners"
342,good_staff,"friendly, no_evident_not_friendly"
343,good_staff,"friendly_staff, no_evident_not_friendly_staff, welcoming_staff, no_evident_not_welcoming_staff, owner_took_them_personally, no_evident_not_owner_took_them_personally, prime_parking_spot, no_evident_not_prime_parking_spot, owner_daughter, no_evident_not_owner_daughter, learning_the_trade, no_evident_not_learning_the_trade, nice, no_evident_not_nice, helpful, no_evident_not_helpful"
344,good_staff,"staff_were_exceptional_from_the_original_text, counterpart_no_evident_not_good_staff, helpful_staff, so_helpful_and_friendly_from_the_original_text, counterpart_no_evident_not_helpful_staff, friendly_staff, went_out_of_their_way_for_us_from_the_original_text, counterpart_no_evident_not_friendly_staff, very_good_amenities, staff_very_good_and_helpful, and_amenities, counterpart_no_evident_not_very_good_amenities, helpful_amenities, counterpart_no_evident_not_helpful_amenities, friendly_amenities, counterpart_no_evident_not_friendly_amenities"
346,good_staff,"communication, no_evident_not_communication"
347,good_staff,"exceptional_staff, friendly_staff, keen_to_please, no_evident_not_exceptional_staff, no_evident_not_friendly_staff, no_evident_not_keen_to_please"
348,good_staff,"welcoming_staff, no_evident_not_welcoming_staff, welcoming_owners, no_evident_not_welcoming_owners"
349,good_staff,"friendly_staff, helpful_staff, no_evident_not_friendly_staff, no_evident_not_helpful_staff"
350,good_staff,"lovely_staff, no_evident_not_lovely_staff, helpful_staff, no_evident_not_helpful_staff, staff, no_evident_not_staff"
353,bad_staff,"friendly, needs, improve, organisation, collaboration, have_evident_friendly, have_evident_needs, have_evident_improve, have_evidentorganisation, have_evidentcollaboration"
353,good_staff,"friendly_staff, no_evident_not_friendly_staff"
354,good_staff,"nice_staff, no_evident_not_nice_staff"
356,good_staff,"brilliant_communication, friendly_staff, polite_staff, always_willing_to_help, no_evident_not_brilliant, no_evident_not_friendly, no_evident_not_polite, no_evident_not_always_willing_to_help"
357,good_staff,"friendly_staff, no_evident_not_friendly_staff"
