ID,Topic,Test 3
67,good_staff,"exceptional, helpful, friendly, go_out_of_their_way_for_us, each_starting_with_no_evident_not, no_evident_not_exceptional, no_evident_not_helpful, no_evident_not_friendly, no_evident_not_go_out_of_their_way_for_us"
68,good_staff,"friendly_staff, no_evident_not_friendly_staff"
69,good_staff,"lovely_place, no_evident_not_lovely_place, lovely_people, no_evident_not_lovely_people"
70,good_staff,"friendly_friendly, no_evident_not_friendly, helpful_helpful, no_evident_not_helpful"
71,good_staff,"friendly_staff, no_evident_not_friendly_staff, nice_staff, no_evident_not_nice_staff"
73,good_staff,"lovely_staff, staff_doing_best, staff_always_assisting, no_evident_not_lovely_staff, no_evident_not_staff_doing_best, no_evident_not_staff_always_assisting"
74,good_staff,"friendly_staff, no_evident_not_friendly_staff, nice_staff, no_evident_not_nice_staff"
77,good_staff,"helpful_staff, no_evident_not_helpful_staff, eager_to_assist, no_evident_not_eager_to_assist"
78,good_staff,"friendly_staff, nice_staff, no_evident_not_friendly_staff, no_evident_not_nice_staff"
79,good_staff,"friendly_friendly, no_evident_not_friendly, helpful_helpful, no_evident_not_helpful"
82,good_staff,"amazing, no_evident_not_amazing, staff, no_evident_not_staff"
83,good_staff,"nice_staff, friendly_staff, no_evident_not_nice_staff, no_evident_not_friendly_staff"
84,good_staff,"serve_values_customer, polite_staff, caring_staff, helping_out_for_guests, no_evident_not_good_staff, no_evident_not_serve_values_customer, no_evident_not_polite_staff, no_evident_not_caring_staff, no_evident_not_helping_out_for_guests"
85,bad_staff,"staff_didn_t_finish_the_cleaning, have_evident_staff_didn_t_finish_the_cleaning"
85,good_staff,"friendly_personnel, no_evident_not_friendly_personnel, personnel, no_evident_not_personnel"
86,good_staff,"friendly_staff, no_evident_not_friendly_staff"
87,good_staff,"friendly_staff, no_evident_not_friendly_staff"
88,good_staff,"friendly, no_evident_not_friendly"
91,good_staff,"helpful_staff, friendly_staff, no_evident_not_helpful_staff, no_evident_not_friendly_staff"
94,good_staff,"amazing_staff, no_evident_not_amazing_staff"
96,good_staff,"nice_staff, no_evident_not_nice_staff"
97,good_staff,"helpful_staff, friendly_staff, staff_go_out_of_their_way_for_us, no_evident_not_helpful_staff, no_evident_not_friendly_staff, no_evident_not_staff_go_out_of_their_way_for_us"
99,good_staff,"staff_was_wonderful, no_evident_not_good_staff"
100,good_staff,"incredibly_polite, no_evident_not_incredibly_polite"
101,good_staff,"very_hospitable_staff, no_evident_not_very_hospitable_staff, very_helpful_staff, no_evident_not_very_helpful_staff"
102,good_staff,"friendly_staff, no_evident_not_friendly_staff"
105,good_staff,"nice, no_evident_not_nice"
106,bad_staff,"have_staff_learn_better_english, have_evident_staff_didn_t_speak_english_properly"
109,good_staff,"helpful, friendly, no_evident_not_helpful, no_evident_not_friendly"
113,good_staff,"excellent_staff, accommodating_staff, for_each_support, no_evident_not_excellent_staff, no_evident_not_accommodating_staff"
114,good_staff,"helpful, friendly, went_out_of_their_way_for_us, bookinghelp, busroutes_needed, no_evident_not_helpful, no_evident_not_friendly, no_evident_not_went_out_of_their_way_for_us, no_evident_not_bookinghelp, no_evident_not_busroutes_needed"
115,good_staff,"helpful, no_evident_not_helpful, nice, no_evident_not_nice"
118,good_staff,"perfect, no_evident_not_perfect, 10_10, no_evident_not_10_10"
119,good_staff,"1_fantastic_service_friendlier, kinder, more_helpful, no_evident_not_friendlier_staff, no_evident_not_kinder_staff, no_evident_not_more_helpful_staff, accommodate_specific_needs, no_evident_not_accommodate_specific_needs"
120,good_staff,"exceptional_staff, no_evident_not_exceptional_staff, helpful_staff, no_evident_not_helpful_staff, friendly_staff, no_evident_not_friendly_staff, staff_go_out_of_their_way_for_us, no_evident_not_staff_go_out_of_their_way_for_us, this_format_ensures_all_conditions_are_met, including_the_use_of_exact_words_from_the_original_text_and_proper_structuring_of_supports_and_their_corresponding_contraries"
122,good_staff,"friendly_staff, no_evident_not_friendly_staff"
123,good_staff,"friendly_staff, helpful_staff, no_evident_not_friendly_staff, no_evident_not_helpful_staff"
124,good_staff,"friendly, no_evident_not_friendly, staff, no_evident_not_staff, each_support_and_its_contrary_are_listed_under_the_claim"
126,good_staff,"helpful, friendly, no_evident_not_helpful, no_evident_not_friendly"
129,good_staff,"kind, helpful, guy_at_the_reception, no_evident_not_kind, no_evident_not_helpful, no_evident_not_guy_at_the_reception"
131,good_staff,"nice, no_evident_not_nice"
132,good_staff,"friendly_staff, helpful_host, host, excellent_service, no_evident_not_friendly_staff, no_evident_not_helpful_host, no_evident_not_host, no_evident_not_excellent_service"
133,good_staff,"helpful, no_evident_not_helpful"
134,good_staff,"friendly, no_evident_not_friendly, excellent, no_evident_not_excellent"
135,good_staff,"staff, star, no_evident_not_staff, no_evident_not_star"
137,good_staff,"staff_were_good, staff_were_helpful, staff_were_friendly, staff_went_out_of_their_way_for_us, no_evident_not_staff_were_good, no_evident_not_staff_were_helpful, no_evident_not_staff_were_friendly, no_evident_not_staff_went_out_of_their_way_for_us"
138,good_staff,"helpful, no_evident_not_helpful, kind, no_evident_not_kind"
141,good_staff,"wonderful, no_evident_not_wonderful, staff, no_evident_not_staff"
142,good_staff,"convenient, friendly, no_evident_not_convenient, no_evident_not_friendly"
145,good_staff,"friendly_staff, no_evident_not_friendly_staff, this_conversion_adheres_to_the_specified_rules, focusing_only_on_the_core_adjective_friendly_as_a_support_and_its_corresponding_contrary_statement_the_adjectives_super_are_omitted_because_they_cannot_be_used_in_aba_format_without_adjectives_or_adverbs"
146,good_staff,"staff_makes_hotel, no_evident_not_staff_makes_hotel, staff_were_exceptional, no_evident_not_staff_were_exceptional, staff_were_helpful, no_evident_not_staff_were_helpful, staff_were_friendly, no_evident_not_staff_were_friendly, staff_got_out_of_their_way_for_us, no_evident_not_staff_got_out_of_their_way_for_us"
147,good_staff,"amazing_staff, no_evident_not_amazing_staff, staff, no_evident_not_staff"
149,good_staff,"friendly_staff, let_us_into_room_as_soon_as_it_was_ready_shortened_to_let_in_room_quickly, arranged_airport_taxi_for_6am_too_shortened_to_arranged_taxi_early, no_evident_not_friendly_staff, no_evident_not_let_in_room_quickly, no_evident_not_arranged_taxi_early"
153,good_staff,"lovely_staff, no_evident_not_lovely, friendly_staff, no_evident_not_friendly, checked_us_in_quickly, no_evident_not_checked_us_in_quickly, stored_luggage, no_evident_not_stored_luggage, called_a_taxi_for_us, no_evident_not_called_a_taxi_for_us"
154,good_staff,"lovely, staff, no_evident_not_lovely, no_evident_not_staff"
158,good_staff,"great_staff, friendly_staff, no_evident_not_great_staff, no_evident_not_friendly_staff"
159,good_staff,"friendly_staff, no_evident_not_friendly"
162,good_staff,"exceptional_staff, helpful_staff, friendly_staff, staff_went_out_of_their_way_for_us, no_evident_not_exceptional_staff, no_evident_not_helpful_staff, no_evident_not_friendly_staff, no_evident_not_staff_went_out_of_their_way_for_us"
164,good_staff,"accommodating_staff, no_evident_not_accommodating_staff, friendly_staff, no_evident_not_friendly_staff"
165,good_staff,"exceptional, helpful, friendly, go_out_of_their_way_for_us, no_evident_not_exceptional, no_evident_not_helpful, no_evident_not_friendly, no_evident_not_go_out_of_their_way_for_us"
167,good_staff,"excellent, staff, service, no_evident_not_excellent, no_evident_not_staff, no_evident_not_service"
169,good_staff,"friendly, helpful, no_evident_not_friendly, no_evident_not_helpful"
171,good_staff,"the_following_is_a_list_of_all_supports_and_their_corresponding_contraries_in_aba_format, welcoming_staff, no_evident_not_welcoming_staff, this_meets_the_conditions_specified_short_words_without_adjectives_or_adverbs, using_vocabulary_from_the_original_text, and_adding_a_contrary_for_each_support"
172,good_staff,"friendly, no_evident_not_friendly"
173,good_staff,"friendly_staff, no_evident_not_friendly_staff, kind_staff, no_evident_not_kind_staff, helpful_staff, no_evident_not_helpful_staff"
177,good_staff,"nice_staff, helpful_staff, no_evident_not_nice_staff, no_evident_not_helpful_staff"
180,good_staff,"friendly_staff, no_evident_not_friendly_staff"
181,good_staff,"warm_welcome, great_staff, no_evident_not_warm_welcome, no_evident_not_great_staff"
182,good_staff,"hospitality, no_evident_not_hospitality"
183,good_staff,"friendly_team, no_evident_not_friendly_team"
185,good_staff,"accommodated, no_evident_not_accommodated, very, no_evident_not_very, clear, no_evident_not_clear, instructions, no_evident_not_instructions, exceptionally, no_evident_not_exceptionally, congenial, no_evident_not_congenial, manager, no_evident_not_manager, kitchen, no_evident_not_kitchen"
186,good_staff,"very_friendly_staff, no_evident_not_very_friendly_staff"
192,good_staff,"was, amazing, no_evident_not_was, no_evident_not_amazing"
193,good_staff,"helpful, no_evident_not_helpful, very_helpful, no_evident_not_very_helpful"
194,good_staff,"exceptional_staff, helpful_staff, friendly_staff, went_out_of_their_way_for_us, no_evident_not_exceptional_staff, no_evident_not_helpful_staff, no_evident_not_friendly_staff, no_evident_not_went_out_of_their_way_for_us"
195,good_staff,"exceptional_staff, no_evident_not_exceptional_staff, helpful_staff, no_evident_not_helpful_staff, friendly_staff, no_evident_not_friendly_staff, went_out_of_their_way_for_us, no_evident_not_went_out_of_their_way_for_us, this_format_ensures_each_support_is_followed_by_its_corresponding_contrary, maintaining_the_integrity_of_your_original_text_while_adhering_to_the_specified_guidelines"
198,good_staff,"staff, friendly, feeling_at_home_with_relatives, no_evident_not_staff, no_evident_not_friendly, no_evident_not_feeling_at_home_with_relatives"
199,good_staff,"kind_service, no_evident_not_kind_service, smiling_service, no_evident_not_smiling_service"
202,good_staff,"exceptionally_nice, no_evident_not_exceptionally_nice, nice, no_evident_not_nice"
203,good_staff,"friendly_staff, no_evident_not_friendly_staff"
204,good_staff,"friendly, no_evident_not_friendly"
206,good_staff,"welcoming, no_evident_not_welcoming"
207,good_staff,"wonderful_staff, staff_makes_all_the_difference, no_evident_not_wonderful_staff, no_evident_not_staff_makes_all_the_difference"
209,good_staff,"friendly_people, people, no_evident_not_friendly_people, no_evident_not_people"
210,good_staff,"friendly, no_evident_not_friendly"
211,good_staff,"friendly, no_evident_not_friendly, helpful, no_evident_not_helpful, exceeded, no_evident_not_exceeded, helped, no_evident_not_helped"
212,good_staff,"the_staff_are_good, friendly_staff, helpful_staff, no_evident_not_friendly_staff, no_evident_not_helpful_staff"
214,good_staff,"organised, no_evident_not_organised, taxi, no_evident_not_taxi"
221,good_staff,"friendly_staff, no_evident_not_friendly_staff, welcoming_staff, no_evident_not_welcoming_staff, offered_food_and_drink, no_evident_not_offered_food_and_drink"
223,good_staff,"here_are_the_aba_statements_based_on_your_input, assume_helpful_conclusion, no_evident_not_helpful"
224,good_staff,"friendly, no_evident_not_friendly, helpful, no_evident_not_helpful"
226,good_staff,"excellent_staff, helpful_staff, pleasant_staff, speak_perfect_english, put_on_taxi_to_airport, no_evident_not_excellent, no_evident_not_helpful, no_evident_not_pleasant, no_evident_not_speak_perfect_english, no_evident_not_put_on_taxi_to_airport, this_format_adheres_to_your_instructions_by_providing_each_support_followed_by_its_corresponding_contrary, all_in_one_list_without_separation"
227,good_staff,"helpful, friendly, went_out_of_their_way_for_us, no_evident_not_helpful, no_evident_not_friendly, no_evident_not_went_out_of_their_way_for_us"
228,good_staff,"cyprus_hospitality, welcome, big_smile, no_evident_not_cyprus_hospitality, no_evident_not_welcome, no_evident_not_big_smile"
229,good_staff,"exceptionally_friendly, service_of_hotel_and_restaurant, attention_and_service_superb, no_evident_not_exceptionally_friendly, no_evident_not_service_of_hotel_and_restaurant, no_evident_not_attention_and_service_superb"
231,good_staff,"friendly_staff, no_evident_not_friendly_staff"
235,good_staff,"welcoming_staff, no_evident_not_welcoming_staff, friendly_staff, no_evident_not_friendly_staff"
240,good_staff,"exceptional_service, reachable_manager, informative_service, reassuring_service, five_star_service, no_evident_not_exceptional_service, no_evident_not_reachable_manager, no_evident_not_informative_service, no_evident_not_reassuring_service, no_evident_not_five_star_service"
241,good_staff,"friendly_staff, no_evident_not_friendly_staff, adaptor_lent_to_me, no_evident_not_adaptor_lent_to_me"
242,good_staff,"the_final_answer_should_be_a_list_of_supports_and_contraries_based_on_the_given_text, accommodating, kind, no_evident_not_accommodating, no_evident_not_kind"
245,good_staff,"great_staff, very_welcoming_staff, no_evident_not_great_staff, no_evident_not_very_welcoming_staff"
246,good_staff,"good_owners, friendly_owners, helpful_owners, no_evident_not_friendly_owners, no_evident_not_helpful_owners"
248,good_staff,"kind_staff, no_evident_not_kind_staff, professional_staff, no_evident_not_professional_staff, polite_staff, no_evident_not_polite_staff, helpful_staff, no_evident_not_helpful_staff"
250,good_staff,"friendly_staff, nice_staff, no_evident_not_friendly_staff, no_evident_not_nice_staff"
251,good_staff,"exceptional, helpful, friendly, go_out_of_their_way_for_us, no_evident_not_exceptional, no_evident_not_helpful, no_evident_not_friendly, no_evident_not_go_out_of_their_way_for_us"
252,good_staff,"friendly, no_evident_not_friendly"
254,good_staff,"helpful, no_evident_not_helpful"
255,good_staff,"friendly_staff, attentive_staff, no_evident_not_friendly_staff, no_evident_not_attentive_staff"
257,good_staff,"lovely_staff, no_evident_not_lovely_staff"
258,good_staff,"staff_wonderful, no_evident_not_staff_wonderful"
259,good_staff,"friendly_staff, helpful_staff, no_evident_not_friendly_staff, no_evident_not_helpful_staff"
260,good_staff,"friendly, no_evident_not_friendly"
262,good_staff,"here_s_the_text_processed_into_assumption_based_argumentation_aba_format_based_on_your_given_text_and_conditions, attentive_staff, no_evident_not_attentive_staff, helpful_staff, no_evident_not_helpful_staff, nice_room, no_evident_not_nice_room, balcony_over_the_front_of_the_hotel, no_evident_not_balcony_over_the_front_of_the_hotel, arranged_a_car, no_evident_not_arranged_a_car, this_format_ensures_that_each_support_is_paired_with_its_corresponding_contrary, adhering_to_your_specified_conditions"
264,good_staff,"friendly_staff, no_evident_not_friendly_staff"
265,good_staff,"warm_staff, no_evident_not_warm_staff"
266,good_staff,"exceptional, helpful, friendly, went_out_of_their_way_for_us, no_evident_not_exceptional, no_evident_not_helpful, no_evident_not_friendly, no_evident_not_went_out_of_their_way_for_us, this_format_adheres_to_all_specified_conditions, ensuring_clarity_and_precision_in_the_presentation"
267,good_staff,"helpful_staff, arranged_a_taxi_for_us_from_airport_to_hotel, friendly_staff, no_evident_not_helpful_staff, no_evident_not_arranged_a_taxi_for_us_from_airport_to_hotel, no_evident_not_friendly_staff"
268,good_staff,"helpful_staff, friendly_staff, no_evident_not_helpful, no_evident_not_friendly"
269,good_staff,"super_friendly, friendly, go_out_of_their_way_for_us, no_evident_not_super_friendly, no_evident_not_friendly, no_evident_not_go_out_of_their_way_for_us"
270,good_staff,"helpful_staff, no_evident_not_helpful_staff"
272,good_staff,"nice_staff, no_evident_not_nice_staff"
274,good_staff,"valet, check_in, cleaning_staff, no_evident_not_valet, no_evident_not_check_in, no_evident_not_cleaning_staff"
275,good_staff,"amazing_staff, no_evident_not_amazing_staff, staff_went_over_and_beyond_for_us, no_evident_not_staff_went_over_and_beyond_for_us"
276,good_staff,"friendly_staff, no_evident_not_friendly_staff, allow, no_evident_not_allow, check_in_early_hours_of_morning, no_evident_not_check_in_early_hours_of_morning"
277,good_staff,"helpful_staff, no_evident_not_helpful_staff, exceptional_staff, no_evident_not_exceptional_staff"
278,good_staff,"wonderful_staff, no_evident_not_wonderful_staff, friendly_staff, no_evident_not_friendly_staff, welcoming_staff, no_evident_not_welcoming_staff"
281,good_staff,"welcoming_staff_the_owner_and_staff_are_welcoming, no_evident_not_welcoming_staff, helpful_staff_the_owner_and_staff_are_helpful, no_evident_not_helpful_staff, printing_flight_documentation_taking_time_to_print_off_flight_documentation, no_evident_not_printing_flight_documentation, booking_taxis_booking_taxis, no_evident_not_booking_taxis, handling_cancellations_even_when_my_flight_was_cancelled, i_was_able_to_keep_my_room_for_longer_without_a_problem, no_evident_not_handling_cancellations"
282,good_staff,"helpful_staff, friendly_staff, no_evident_not_helpful_staff, no_evident_not_friendly_staff"
283,good_staff,"friendly, no_evident_not_friendly, responsive_to_pre_arrival_questions, no_evident_not_responsive_to_pre_arrival_questions"
284,good_staff,"excellent_staff, no_evident_not_excellent_staff"
288,good_staff,"friendly, no_evident_not_friendly, helpful, no_evident_not_helpful"
290,good_staff,"happy, no_evident_not_happy, went_above_and_beyond, no_evident_not_went_above_and_beyond, helped_with_covid_restrictions, no_evident_not_helped_with_covid_restrictions, airport_close, no_evident_not_airport_close"
291,good_staff,"staff_were_good, staff_were_helpful, staff_were_friendly, staff_went_out_of_their_way_for_us, no_evident_not_staff_were_good, no_evident_not_staff_were_helpful, no_evident_not_staff_were_friendly, no_evident_not_staff_went_out_of_their_way_for_us"
293,good_staff,"helpful_staff, friendly_staff, no_evident_not_helpful_staff, no_evident_not_friendly_staff"
295,good_staff,"polite_staff, no_evident_not_polite_staff, helpful_staff, no_evident_not_helpful_staff, kind_hosts, no_evident_not_kind_hosts, smiling_hosts, no_evident_not_smiling_hosts"
298,good_staff,"super_nice_staff, were, super, nice, no_evident_not_super_nice_staff, no_evident_not_were, no_evident_not_super, no_evident_not_nice"
299,good_staff,"welcoming_staff, friendly_staff, no_evident_not_welcoming_staff, no_evident_not_friendly_staff"
300,good_staff,"helpful_staff, no_evident_not_helpful_staff, friendly_staff, no_evident_not_friendly_staff, welcoming_staff, no_evident_not_welcoming_staff"
301,good_staff,"staff_make_you_feel_at_home, no_evident_not_staff_make_you_feel_at_home"
303,good_staff,"welcoming_couple, helpful, helps, no_evident_not_welcoming_couple, no_evident_not_helpful, no_evident_not_helps"
304,good_staff,"nice, recommendations, roam, for_each_support, no_evident_not_nice, no_evident_not_recommend, no_evident_not_roam, each_support_and_its_corresponding_contrary_are_listed_together_in_a_single_list, as_requested"
305,good_staff,"accommodating_staff, no_evident_not_accommodating_staff, easy_to_deal_with_staff, no_evident_not_easy_to_deal_with_staff"
306,good_staff,"helpful_staff, friendly_staff, go_out_of_their_way_for_us, no_evident_not_helpful_staff, no_evident_not_friendly_staff, no_evident_not_go_out_of_their_way_for_us"
307,good_staff,"hotel_arranged_a_taxi, no_evident_not_hotel_arranged_a_taxi, hotel_to_the_airport, no_evident_not_hotel_to_the_airport, hotel_for_15_euro, no_evident_not_hotel_for_15_euro"
308,good_staff,"wonderful_people, always_smiling, glad_to_help, no_evident_not_wonderful_people, no_evident_not_always_smiling, no_evident_not_glad_to_help"
309,good_staff,"management, no_evident_not_management, husband, no_evident_not_husband, wife, no_evident_not_wife, staff, no_evident_not_staff"
311,good_staff,"welcoming_staff_the_staff_were_very_welcoming, helpful_staff_the_staff_were_very_helpful, no_evident_not_welcoming_staff_there_was_no_evident_lack_of_welcoming_staff, no_evident_not_helpful_staff_there_was_no_evident_lack_of_helpful_staff"
312,good_staff,"kind_staff, helpful_staff, flexible_staff, no_evident_not_kind_staff, no_evident_not_helpful_staff, no_evident_not_flexible_staff"
313,good_staff,"friendly_staff, no_evident_not_friendly_staff"
315,good_staff,"exceptional_staff, helpful_staff, friendly_staff, staff_go_out_of_their_way_for_us, no_evident_not_exceptional_staff, no_evident_not_helpful_staff, no_evident_not_friendly_staff, no_evident_not_staff_go_out_of_their_way_for_us"
316,good_staff,"accommodate_staff, welcoming_staff, no_evident_not_accommodate_staff, no_evident_not_welcoming_staff"
318,good_staff,"friendly_staff, helpful_staff, no_evident_not_friendly_staff, no_evident_not_helpful_staff"
319,good_staff,"waiting, arrive, no_evident_not_waiting, no_evident_not_arrive"
322,good_staff,"argument_1_got_early, no_evident_not_got_early, argument_2_room_ready, no_evident_not_room_ready"
323,good_staff,"nice, no_evident_not_nice, welcoming, no_evident_not_welcoming"
324,good_staff,"helpful_staff, no_evident_not_helpful_staff"
327,good_staff,"kind_host, helpful_host, smile_host, energy_host, hospitality_host, no_evident_not_kind_host, no_evident_not_helpful_host, no_evident_not_smile_host, no_evident_not_energy_host, no_evident_not_hospitality_host"
330,good_staff,"exceptional_staff, no_evident_not_exceptional_staff, customer_centric, no_evident_not_customer_centric, kind, no_evident_not_kind"
331,good_staff,"the_claim_is_welcoming_staff, welcoming, no_evident_not_welcoming"
332,good_staff,"nice_staff, reasoning_the_staff_were_super_nice, no_evident_not_nice_staff, good_taxi_booking, reasoning_they_ve_helped_us_book_it_for_a_really_good_price_better_than_everything_we_ve_seen_online, no_evident_not_good_taxi_booking"
334,good_staff,"friendly_staff, helpful_staff, no_evident_not_friendly_staff, no_evident_not_helpful_staff"
335,good_staff,"exceptional, helpful, friendly, went_out_of_their_way, each_starting_with_no_evident_not, no_evident_not_exceptional, no_evident_not_helpful, no_evident_not_friendly, no_evident_not_went_out_of_their_way"
336,good_staff,"the_supports_and_contraries_based_on_the_given_text_are_as_follows, friendly_staff, helpful_staff, no_evident_not_friendly_staff, no_evident_not_helpful_staff, each_support_is_written_in_short_words_using_vocabulary_from_the_original_text, and_each_contrary_starts_with_no_evident_not_to_negate_the_corresponding_support"
337,good_staff,"exceptional, no_evident_not_exceptional, helpful, no_evident_not_helpful, friendly, no_evident_not_friendly, went_out_of_their_way_for_us, no_evident_not_went_out_of_their_way_for_us"
338,good_staff,"friendly, welcoming, free_room_upgrade, no_evident_not_friendly, no_evident_not_welcoming, no_evident_not_free_room_upgrade"
339,good_staff,"great, staff, very, pleasant, hosts, each_with_a_contrary_starting_with_no_evident_not"
341,good_staff,"lovely_owners, no_evident_not_lovely_owners, owners_made_sure_we_had_everything_we_needed, no_evident_not_owners_made_sure_we_had_everything_we_needed"
342,good_staff,"friendly_staff, no_evident_not_friendly, staff_help, no_evident_not_staff_help"
343,good_staff,"friendly_staff, welcoming_staff, took_me_personally, prime_parking_spot, super_nice_daughter, helpful_daughter, no_evident_not_friendly_staff, no_evident_not_welcoming_staff, no_evident_not_took_me_personally, no_evident_not_prime_parking_spot, no_evident_not_super_nice_daughter, no_evident_not_helpful_daughter, this_list_includes_all_the_supports_and_their_corresponding_contraries, adhering_to_the_specified_format_and_conditions"
344,good_staff,"here_s_the_aba_format_based_on_your_text, no_evident_not_good_staff, helpful_staff, no_evident_not_helpful_staff, good_amenities, no_evident_not_good_amenities"
346,good_staff,"communication, no_evident_not_communication"
347,good_staff,"friendly_staff_no_evident_not_friendly_staff, keen_to_please_no_evident_not_keen_to_please"
348,good_staff,"ing_welcoming_staff, no_evident_not_welcoming_staff, ing_welcoming_owners, no_evident_not_welcoming_owners"
349,good_staff,"friendly_staff, helpful_staff, no_evident_not_friendly_staff, no_evident_not_helpful_staff"
