ID,Output
41,"good_room
clean_rooms
modern_rooms
no_evident_not_clean_rooms
no_evident_not_modern_rooms"
42,"clean
no evident not clean"
43,"clean no evident not clean
spacious no evident not spacious
practical no evident not practical"
45,"recently_updated
clean
no_evident_not_recently_updated
no_evident_not_clean"
48,"good_room
clean_room
comfortable_room
no_evident_not_clean_room
no_evident_not_comfortable_room"
49,"big enough no evident not big enough
family no evident not family
5 no evident not 5"
50,"bad_room
have evident noise
bad_room
have evident disturbance"
51,"clean room, no evident not clean room
well kept, no evident not well kept"
53,"good_room
no_evident_not_comfortable_bed

good_room
no_evident_not_comfortable_bed"
54,"good_room
nice_room
clean_room
no_evident_not_nice_room
no_evident_not_clean_room"
55,"bad_room
mosquitos
have evident no_mosquitos

bad_room
mosquitos
have evident few_mosquitos"
56,"good_room
beds comfort
no evident not beds comfort

good_room
beds extremely
no evident not beds extremely

good_room
comfortable beds
no evident not comfortable beds"
57,"clean room
not clean room

comfortable room
not comfortable room"
58,"- bad_room
- have evident noise
- have evident planes"
62,"good_room
comfortable_beds no_evident_not_comfortable_beds
best_linen no_evident_best_linen
duvets no_evident_duvets
in_my_entire_10_day_trip no_evident_in_my_entire_10_day_trip
mini_bar_plus_tea_no_evident_mini_bar_plus_tea_coffee
clean_bathroom no_evident_clean_bathroom
modern_bathroom no_evident_modern_bathroom
good_AC no_evident_good_AC"
62,"bad_room
have evident poor_folding_bed
have evident comfortable_regular_beds"
64,"good_room
new_room
clean_room
no_evident_not_new_room
no_evident_not_clean_room"
65,"clean
no evident not clean
comfortable
no evident not comfortable"
66,"good_room
spotless
no_evident_not_spotless
very_comfortable
no_evident_not_very_comfortable"
68,"clean
no evident not clean"
70,"good_room
no_evident_not_peaceful
no_evident_not_clean"
73,"good_room
wonderful no evident not wonderful
good_room
wonderful no evident not wonderful"
74,"- good_room
- no_evident_not_clean
- no_evident_not_cozy
- no_evident_not_comfortable_beds"
75,"bad_room
have evident no_balcony
have evident no_view
have evident no_space
have evident no_outdoor_access
have evident no_sunlight
have evident no_breeze
have evident no_patio
have evident no_garden
have evident no_exposure"
76,"good_room
new_room
clean_room
no_evident_not_new_room
no_evident_not_clean_room"
78,"clean room
no evident not clean room
nice room
no evident not nice room
big bathroom
no evident not big bathroom"
79,"new
clean
setup
no evident not new
no evident not clean
no evident not setup"
81,"clean no evident not clean
spacious no evident not spacious"
82,"clean
modern
no evident not clean
no evident not modern"
83,"clean
no evident not clean

comfortable
no evident not comfortable"
85,"- bad_room
- have evident dirt
- have evident dust
- have evident stains
- have evident mess
- have evident clutter
- have evident filth
- have evident grime
- have evident soiling
- have evident squalor"
89,"good_room
clean
no_evident_not_clean
comfortable
no_evident_not_comfortable
in_minutes_of_arrival
no_evident_not_in_minutes_of_arrival"
90,"clean
not clean

good_room
no evident not clean"
91,"good_room
no_evident_not_good_room
good_room
no_evident_not_good_room"
92,"bad_room
have_evident_sound_leaks
have_evident_noise_from_neighbors"
93,"good_room
new_room
comfortable_room
no_evident_not_new_room
no_evident_not_comfortable_room"
95,"clean no evident not clean
quiet no evident not quiet"
96,"good_room
no_evident_not_good_room
good_room
no_evident_not_good_room"
96,"towels dirty
towels clean
have evident towels dirty
have evident towels clean"
98,"bad_room
have evident blankets
have evident blankets"
99,"clean
not clean

good_room
no evident not clean"
100,"clean
not clean"
101,"bad_room
have evident doors
have evident drawers

bad_room
have evident doors
have evident no doors

bad_room
have evident need
have evident do not need

bad_room
have evident should
have evident should not

bad_room
have evident to keep
have evident to not keep"
102,"good_room
no_evident_not_good_room
good_room
no_evident_not_good_room"
103,"recently_refurbished
spatious
nice_view
salt_lake
terrace
sinks_separated
toilette_separated"
103,"no_soap
have_evident_soap

shampoo_missing
have_evident_shampoo"
105,"clean no evident not clean
spacious no evident not spacious"
106,"good_room
no_evident_not_good_room"
107,"large
newly redecorated
contemporary style
bed
comfortable

no evident not large
no evident not newly redecorated
no evident not contemporary style
no evident not bed
no evident not comfortable"
109,"good_room
no_evident_not_good_room
good_room
no_evident_not_good_room"
111,"good_room
no_evident_not_clean"
113,"good_room
no_evident_not_good_room
good_room
no_evident_not_good_room"
114,"air_con
no evident not air_con

fridge
no evident not fridge

bottle_of_water_provided
no evident not bottle_of_water_provided"
116,"clean, no evident not clean  
air conditioned, no evident not air conditioned  
close to the airport, no evident not close to the airport"
118,"good_room
perfect_room
no_evident_not_perfect_room"
119,"clean
no evident not clean

comfortable
no evident not comfortable

fridge
no evident not fridge

kettle
no evident not kettle

shower great
no evident not great

air con works well
no evident not works well"
120,"small
adequate
have evident small
have evident adequate"
122,"clean
not_clean

good_room
bad_room"
125,"clean
no evident not clean
super comfy
no evident not comfy"
126,"bathroom_nice
no_evident_not_bathroom_nice

room_well_equipped
no_evident_not_room_well_equipped

smelled_nice
no_evident_not_smelled_nice"
127,"clean
not clean

modern
not modern"
128,"clean
not clean
comfortable
not comfortable"
129,"good_room
room_size_good
no_evident_not_room_size_good
bathroom_size_good
no_evident_not_bathroom_size_good
clean
no_evident_not_clean
bed_comfortable
no_evident_not_bed_comfortable"
131,"clean
no evident not clean

good_room
no evident not good_room"
132,"good_room
no_evident_not_good_room"
133,"clean
no evident not clean
comfortable
no evident not comfortable"
134,"veranda_clean
no evident not veranda_clean

veranda_lovely
no evident not veranda_lovely"
137,"clean
no evident not clean
comfortable
no evident not comfortable"
137,"bad_room
smell
have evident bad_smell

dirty
have evident clean

stinky
have evident fresh

unpleasant
have evident pleasant

poorly通风
have evident well_ventilated"
138,"clean room, no evident not clean room
bathroom, no evident not bathroom"
140,"clean
no evident not clean
comfy
no evident not comfy"
144,"good_room
nice
no_evident_not_nice
clean
no_evident_not_clean"
145,"good_room
clean
no evident not clean
new
no evident not new
cosy
no evident not cosy
spacious
no evident not spacious
comfortable
no evident not comfortable"
146,"good_room
no_evident_not_good_room
clean
no_evident_not_clean
smart
no_evident_not_smart
comfortable
no_evident_not_comfortable"
148,"good_room
no_evident_not_good_room"
149,"everything was clean, modern and comfortable.
no evident not everything was clean, modern and comfortable."
152,"clean rooms
no evident not clean rooms"
153,"good_room
beautiful
spotless
really_comfortable
air_conditioned
great_shower
no_evident_not_beautiful
no_evident_not_spotless
no_evident_not_really_comfortable
no_evident_not_air_conditioned
no_evident_not_great_shower"
154,"bad_room
have evident less TV channels
have evident more RT Russia Today"
155,"shower
bed
no evident not shower
no evident not bed"
156,"good_room
no_evident_not_comfy
good_room
no_evident_not_air_conditioned
good_room
no_evident_not_clean"
157,"good_room
no_evident_not_clean
good_room
no_evident_not_modern"
159,"clean rooms
no evident not clean rooms"
161,"cleanness  
no evident not cleanness  

good_room  
no evident not good_room"
165,"good_room
clean
not_clean
modern
not_modern"
166,"clean no evident not clean
homely no evident not homely"
167,"good_room
no_evident_not_good_room"
168,"clean
not clean"
171,"good_room
evident_not_clean_up_room
evident_not_be_disturbed"
173,"clean
no evident not clean

comfy
no evident not comfy

smelled good
no evident not smelled good"
176,"spacious no evident not spacious
clean no evident not clean"
178,"good_room
no_evident_not_relaxing
no_evident_not_comfortable"
179,"clean
no evident not clean"
179,"bad_room
have_evident_better_tv_channel_selection
bad_room
have_evident_evening"
180,"good_room
no_evident_not_sparkling_clean
no_evident_comfy_bed"
180,"bad_room
have_evident_AC_was_a_bit_loud
have_evident_people_in_the_next_hotel_were_also_loud_to_be_heard_from_our_room"
181,"big no evident not big
clean no evident not clean"
189,"clean
modern
ideal
large
family

no evident not clean
no evident not modern
no evident not ideal
no evident not large
no evident not family"
190,"small have evident ample space
lacked have evident balcony"
191,"clean
not_clean

good_room
bad_room"
192,"cleanliness
no evident not cleanliness

good_room
no evident not good_room"
193,"clean
spacious
no evident not clean
no evident not spacious"
194,"a/c  
no evident not a/c"
195,"clean
spacious
friendly
new
modern
no evident not clean
no evident not spacious
no evident not friendly
no evident not new
no evident not modern"
196,"hard
have evident soft

bad_room"
198,"clean
well organized
no evident not clean
no evident not well organized"
199,"clean
not clean
beautiful
not beautiful"
200,"clean new no evident not clean
new no evident not new"
202,"clean
no evident not clean"
203,"clean no evident not clean
ac worked well no evident not ac worked well"
208,"bad_room
have evident hair_on_floor
have evident should_be_better_cleaner"
209,"good_room
nice_room
no_evident_not_nice_room"
209,"bad_room
have_evident_noisy
have_evident_everything"
210,"clean
comfortable
friendly
no evident not clean
no evident not comfortable
no evident not friendly"
213,"bad_room
have evident smell
have evident foul odor
have evident stench
have evident malodor

bad_room
have evident no smell
have evident clean air
have evident fresh scent
have evident pleasant aroma"
215,"clean
simple
no evident not clean
no evident not simple"
216,"clean, no evident not clean,
comfortable, no evident not comfortable,"
218,"nice clean room, comfortable bed
no evident not nice clean room
no evident not comfortable bed"
219,"clean room, comfy beds, nice showers. all freshly renovated.
no evident not clean room, no evident not comfy beds, no evident not nice showers. all not freshly renovated."
220,"good_room
no_evident_not_airy
no_evident_not_comfortable
no_evident_not_fast
no_evident_not_wifi"
220,"bad_room have evident no_other_channels  
bad_room have evident limited_programming"
221,"clean
no evident not clean

adequate size
no evident not adequate size

nice balcony
no evident not nice balcony"
221,"bad_room
have evident broken fridge
have evident faulty power outlet"
222,"good_room
nice
no_evident_not_nice"
224,"good_room
no_evident_not_good_room"
226,"clean  
no evident not clean  
modern aircon  
no evident not modern aircon  
quiet aircon  
no evident not quiet aircon  
excellent room service  
no evident not excellent room service  
plenty electricity outlets  
no evident not plenty electricity outlets  
by bed  
no evident not by bed  
UK-adapter needed for EU-plugs  
no evident not UK-adapter needed for EU-plugs  
best hotel bed ever  
no evident not best hotel bed ever"
226,"- room was warm
- fridge was empty
- no local shop nearby
- small bottle of water
- bed frame had sharp corners

- room was cold
- fridge was full
- many local shops nearby
- large bottles of water
- bed frame had soft corners"
227,"good_room
no_evident_not_good_room"
228,"big balcony
no evident not big balcony

good_room
no evident not good_room"
230,"clean
no evident not clean"
231,"clean
not clean"
232,"clean  
no evident not clean  

nice  
no evident not nice"
233,"spacious  
not spacious

fresh  
not fresh

clean  
not clean"
235,"clean
not_clean

good_room
bad_room"
236,"small no evident not small
comfortable no evident not uncomfortable
bathroom good size no evident not small
well appointed no evident not poorly equipped"
237,"clean no evident not clean
comfortable no evident not comfortable"
238,"bad_room
smell
have evident pleasant scent
small
have evident large space"
239,"good_room
light
airy
clean
no evident not light
no evident not airy
no evident not clean"
240,"warm welcome
no evident not warm welcome

comfortable stay
no evident not comfortable stay

clean
no evident not clean"
241,"spacious room  
minifridge  
large bathroom  
very clean and comfy bed  
lovely little balcony  
no evident not spacious room  
no evident not minifridge  
no evident not large bathroom  
no evident not very clean and comfy bed  
no evident not lovely little balcony"
241,"bad_room
have evident unlabeled
have evident random
have evident not_body_or_hair_shampoo
have evident not_nice"
242,"clean
no evident not clean
comfortable
no evident not comfortable
pleasant
no evident not pleasant"
245,"good_room
clean
no_evident_not_clean
room_service
no_evident_not_room_service"
246,"good_room
size_appropriate
no_evident_not_size_appropriate
clean
no_evident_not_clean
modern
no_evident_not_modern
family_room_available
no_evident_not_family_room_available
double_room_available
no_evidient_not_double_room_available"
247,"cleanliness
no evident not cleanliness

good_room
no evident not good_room"
248,"bed comfort no evident not bed comfort
bed comfort no evident not bed uncomfortable"
248,"bad_room

have evident lack_of_channels
have evident limited_time_for_watching
have evident few_channels
have evident mixed_languages
have evident insufficient_english_channels
have evident late_evening_only"
250,"good_room
no_evident_not_lovely
no_evident_not_modern
no_evident_not_comfortable"
252,"clean
not clean

brand new
not brand new"
253,"cleanliness  
no evident not cleanliness  

quietness  
no evident not quietness"
254,"good_room
spotless no_evident_not_spotless
fantastic no_evident_not_fantastic
very_true_to_life no_evident_not_very_true_to_life"
255,"spacious
no evident not spacious

new
no evident not new"
256,"clean
modern
no evident not clean
no evident not modern"
259,"bathroom_floor_wet
have_evident_bathroom_floor_dry

needs_two_foot_towels
have_evident_needs_one_foot_towel"
260,"good_room
no_evident_not_good_room"
261,"clean
no evident not clean

cozy
no evident not cozy"
262,"clean
no evident not clean

comfy
no evident not comfy

slept well
no evident not slept well

bed
no evident not bed"
263,"big enough
no evident not big enough

comfy beds
no evident not comfy beds

small balcony
no evident not small balcony

outdoor space
no evident not outdoor space"
264,"clean and comfortable beds
no evident not clean and comfortable beds"
265,"good_room
no_evident_not_good_room
good_room
no_evident_not_good_room"
266,"clean
not clean"
268,"rooms modern
rooms comfortable
bathroom modern
bathroom comfortable
balcony
sea view

no evident not rooms modern
no evident not rooms comfortable
no evident not bathroom modern
no evident not bathroom comfortable
no evident not balcony
no evident not sea view"
269,"clean
no evident not clean"
270,"clean rooms
no evident not clean rooms"
275,"good_room
clean
comfortable
no_evident_not_clean
no_evident_not_comfortable"
276,"locks have evident locks  
windows have evident windows  
didn’t seem have evident seemed  
secure have evident insecure"
277,"shampoo  
have evident shampoo  

body soap  
have evident body soap  

hair conditioner  
have evident hair conditioner  

shampoo  
have evident no shampoo  

body soap  
have evident no body soap  

hair conditioner  
have evident no hair conditioner"
279,"bed linens wonderful no evident not wonderful
mattress neither too hard or soft no evident not neither too hard or soft"
280,"good_room
smart_rooms
modern_rooms
needed_everything
family_feel
friendly
family_suite
lots_space
no_evident_not_smart_rooms
no_evident_not_modern_rooms
no_evident_not_needed_everything
no_evident_not_family_feel
no_evident_not_friendly
no_evident_not_family_suite
no_evident_not_lots_space"
283,"good_room
no_evident_not_clean
no_evident_not_modern"
284,"provided everything needed!
no evident not provided everything needed!"
284,"bad_room
view_is_poor have_evident_view_is_good
rooms_are_small have_evident_rooms_are_large
lighting_is_dim have_evident_lighting_is_bright
acoustics_are_fine have_evident_acoustics_are_noisy"
285,"takes long have evident short time  
cold water comes first have evident cold water  
pipe is clogged have evident clog  
heater is broken have evident break  
water pressure is low have evident low  
insulation is poor have evident poor  
have evident sufficient hot water  
have evident quick delivery of hot water"
287,"clean
no evident not clean
nice bed
no evident not nice bed
linen
no evident not linen"
287,"smell  
water  
bathroom  
have evident no_smell  
have evident good_water  
have evident clean_bathroom"
289,"bad_room
have_evident_noise_insulation_issues
have_evident_typical_in_area"
290,"good_room
no_evident_not_good_room
good_room
no_evident_not_good_room
good_room
no_evident_not_good_room"
291,"clean no evident not clean
cozy no evident not cozy"
292,"bad_room have evident issues
bad_room have evident problems
bad_room have evident faults
bad_room have evident defects

bad_room do not have evident issues
bad_room do not have evident problems
bad_room do not have evident faults
bad_room do not have evident defects"
294,"clean no evident not clean
basic no evident not basic"
295,"good_room
new
no_evident_not_new
well_furnished
no_evident_not_well_furnished
comfortable
no_evident_not_comfortable
room_cleaned_every_day
no_evident_not_room_cleaned_every_day
wifi_strong_all_time
no_evident_not_wifi_strong_all_time"
296,"bad_room have evident issues
bad_room have evident problems

have evident issues have evident solutions
have evident problems have evident improvements"
297,"good_room
no_evident_not_good_room"
298,"spacious
no evident not spacious

clean
no evident not clean

comfy
no evident not comfy"
299,"room_in_pictures  
no_evident_not_room_in_pictures  
newly_renovated  
no_evident_not_newly_renovated  
fully_functional  
no_evident_not_fully_functional  
comfortable  
no_evident_not_comfortable  
clean  
no_evidient_not_clean"
300,"good_room
no_evident_not_clean
good_room
no_evident_not_spacious
good_room
no_evident_not_rich
good_room
no_evident_not_well_priced"
302,"clean
no evident not clean"
304,"good_room
no_evident_not_good_room
clean_room
no_evident_not_clean_room
comfortable_bed
no_evident_not_comfortable_bed
clean_bed_sheets
no_evident_not_clean_bed_sheets
clean_toilet
no_evident_not_clean_toilet"
310,"clean
not clean"
311,"clean
no evident not clean

freshly decorated
no evident not freshly decorated"
312,"bathrooms have evident smell  
bathrooms have evident bad plumbing"
315,"clean
not clean"
316,"good_room
no_evident_not_clean
good_room
no_evident_not_tidy
good_room
no_evident_not_Netflix"
318,"bad_room
have evident refurbishment not totally complete
have evident safety box wasn't working
have evident could do with one more double hook in bathroom for towels
have evident refurbishment not totally complete
have evident safety box was working
have evident could do without one more double hook in bathroom for towels"
319,"clean
no evident not clean

small
no evident not small

spacious
no evident not spacious

comfortable
no evident not comfortable"
319,"bad_room
clean
have evident unclean

small
have evident spacious"
321,"good_room
well_organised_and_clean
no_evident_not_well_organised_and_clean"
323,"clean
no evident not clean

modern
no evident not modern

comfortable
no evident not comfortable

nice amenities
no evident not nice amenities

fridge
no evident not fridge

coffee making
no evident not coffee making

AC
no evident not AC

nice balcony
no evident not nice balcony

spotless
no evident not spotless"
323,"small have evident ample space  
small have evident sufficient size"
324,"good_room
clean
new
no evident not clean
no evident not new"
324,"noise
have evident silence

doors
have evident good_insulation

noise
have evident quietness

sleep
have evident uninterrupted_rest"
325,"clean rooms, no evident not clean rooms
fresh rooms, no evident not fresh rooms"
326,"clean no evident not clean
freshly renovated no evident not freshly renovated"
328,"clean
no evident not clean
comfortable
no evident not comfortable
spacious
no evident not spacious
bathroom
no evident not bathroom"
328,"bad_room
have_evident_cramped
have_evident_fit
have_evident_disturbing
have_evident_sewage
have_evident_unique
have_evident_case
have_evident_clean
have_evident_fresh
have_evident_normal"
331,"clean  
fresh  
nice  
peaceful  
no evident not clean  
no evident not fresh  
no evident not nice  
no evident not peaceful"
332,"clean no evident not clean
comfortable no evident not comfortable"
332,"bad_room
have evident poor_wifi
have evident strong_wifi_needed"
333,"- size small
- have evident size large
- space limited
- have evident space abundant
- dimension compact
- have evident dimension expansive"
334,"clean
no evident not clean

Ultimate hygiene
no evident not ultimate hygiene"
335,"good_room
modern
no_evident_not_modern
clean
no_evident_not_clean
friendly
no_evident_not_friendly"
336,"tastefully_decorated_room
no_evident_not_tastefully_decorated_room

super_comfy_bed
no_evident_not_super_comfy_bed"
338,"fully_stocked_minibar
no_evident_not_fully_stocked_minibar

coffee
no_evident_not_coffee

tea_making_facilities
no_evident_not_tea_making_facilities"
338,"bad_room
have evident noise
have evident locked

bad_room
have evident noise
have evident unlocked"
339,"good_room
no_evident_not_clean_rooms
good_room
no_evident_not_cleaning_every_day
good_room
no_evident_not_strong_wi-fi
good_room
no_evidient_not_at_any_time"
340,"good_room
big_balcony
no_evident_not_big_balcony

nice
no_evident_not_nice"
344,"good_room
comfortable
no_evident_not_comfortable
clean
no_evident_not_clean"
345,"good_room
no_evident_not_good_room"
346,"clean no evident not clean
dirty no evident not dirty"
347,"good_room
no_evident_not_clean
good_room
no_evident_not_compact
good_room
no_evident_not_everything_needed"
347,"bad_room
have evident dirt
have evident clutter"
349,"clean rooms
comfortable bed
no evident not clean rooms
no evident not comfortable bed"
349,"smell  
have evident no_smell  
toilet  
have evident clean_toilet  
night  
have evident day"
350,"clean room
Comfortable bed
no evident not clean room
no evident not Comfortable bed"
351,"clean, modern room
no evident not clean, modern room

comfy bed
no evident not comfy bed

great air conditioning
no evident not great air conditioning"
352,"good_room
super_clean
good_beds
no_evident_not_super_clean
no_evident_not_good_beds"
353,"clean room
comfy room
balcony
no evident not clean room
no evident not comfy room
no evident not balcony"
353,"bad_room
have evident poor_signal
have evident weak_connection
have evident slow_speed
have evident intermittent_disconnect
have evident frequent_reconnect
have evident low_bandwidth
have evident dropped_packets
have evident high_latency"
354,"clean
not clean

home-experience
no evident not home-experience"
356,"clean
no evident not clean

good_room
no evident not good_room"
362,"good_room
balcony
no_evident_not_balcony
overlooking
no_evident_not_overlooking_Makenzy_and_Salt_Lake
amazing_impression
no_evident_not_amazing_impression"
367,"good_room
nice_room
comfortable_beds
nice_bathroom
no_evident_not_nice_room
no_evident_not_comfortable_beds
no_evident_not_nice_bathroom"
368,"clean no evident not clean
dirty no evident not dirty"
369,"bad_room
have evident tapes
have evident bugs

bad_room
have evident tapes
have evident no bugs

bad_room
have evident closed
have evident open

bad_room
have evident closed
have evident unclosed"
370,"good_room
clean
no evident not clean
newly_renovated
no evident not newly_renovated
efficiently_run
no evident not efficiently_run"
372,"- bad_room
- have evident few_channels
- have evident limited_selection"
374,"good_room
no_evident_not_good_room
good_room
no_evident_not_good_room
good_room
no_evident_not_good_room
good_room
no_evident_not_good_room"
375,"good_room
stylish no_evident_not_stylish
comfortable no_evident_not_comfortable"
377,"clean  
no evident not clean"
378,"good_room
clean
no_evident_not_clean
comfortable
no_evident_not_comfortable"
379,"clean rooms - no evident not clean rooms  
comfortable beds - no evident not comfortable beds"
380,"spacy no evident not spacy  
quiet no evident not quiet  
tidy no evident not tidy  
modern design no evident not modern design"
382,"clean
no evident not clean"
384,"new, clean  
no evident not new  
no evident not clean"
386,"good_room
no_evident_not_good_room

good_room
no_evident_not_good_room"
388,"clean
no evident not clean
quite
no evident not quite"
391,"good_room
nice_room
clean_room
no_evident_not_nice_room
no_evident_not_clean_room"
392,"good_room
rooms
no_evident_not_rooms

excellent
rooms
no_evident_not_excellent

good
rooms
no_evident_not_good"
393,"clean
not clean
modern
not modern"
394,"clean  
no evident not clean  
quality  
no evident not quality  
A/C  
no evident not A/C  
flat screen tv  
no evident not flat screen tv  
towels  
no evident not towels"
396,"clean
not clean
nice
not nice
renovated
not renovated"
398,"modern
clean
Netflix
no evident not modern
no evident not clean
no evident not Netflix"
398,"bad_room
have evident difficult
have evident small
have evident no_views
have evident hard_to_sign_out
have evident smallest"
399,"clean
no evident not clean
ready
no evident not ready
by_12
no evident not_by_12
check_in
no evident not_check_in"
400,"bad_room
have evident no_dryer
have evident limited_water"
401,"fresh
clean
no evident not fresh
no evident not clean"
402,"clean rooms
spacious rooms
no evident not clean rooms
no evident not spacious rooms"
404,"small have evident bad_room
small have evident good_room"
405,"good_room
new_room
no_evident_not_new_room
good_bedding
no_evident_not_good_bedding"
406,"modern  
clean  
good bed linen  
furniture  
no evident not modern  
no evident not clean  
no evident not good bed linen  
no evident not furniture"
406,"lock broken  
have evident lock fixed  

noise entering  
have evident quiet environment  

door touching  
have evident proper spacing  

bad_room"
407,"good_room
nice_modern_bedroom
no_evident_not_nice_modern_bedroom"
409,"good_room
clean
high_standard
no_evident_not_clean
no_evident_not_high_standard"
410,"clean no evident not clean
modern no evident not modern
amazing no evident not amazing
nice no evident not nice
comfortable no evident not comfortable
reasonably priced no evident not reasonably priced
well stocked no evident not well stocked
perfect no evident not perfect
great no evident not great"
410,"bad_room
have evident no_bar
have evident bar_missing"
412,"good_room
clean/no evident not clean
DnD/no evident not DnD
high-tech/no evident not high-tech"
414,"clean
modern
no evident not clean
no evident not modern"
415,"clean
no evident not clean"
417,"clean rooms
no evident not clean rooms
fresh rooms
no evident not fresh rooms
all you need
no evident not all you need
overnight stay
no evident not overnight stay"
418,"bottle_with_hair_body_wash_empty
have_evident_bottle_with Hair_Body_Wash_not_empty

aircon_one_uncontrolled_speed
have_evident_aircon_multiple_controllable_speeds

no_adapters_CY_sockets
have_evident_adapters_for_CY_sockets

blanket_too_warm_summer_night
have_evident_blanket_appropriate_for_summer_night"
419,"good_room
no_evident_not_comfortable_rooms"
422,"good_room
no_evident_not_clean
good_room
no_evident_not_well_equipped_minibar
good_room
no_evident_not_cheap_minibar"
423,"clean  
no evident not clean  

comfortable  
no evident not comfortable  

snacks  
no evident not snacks  

affordable  
no evident not affordable"
424,"family_room
fits_family
five_people
no_evident_not_family_room
no_evident_not_fits_family
no_evident_not_five_people"
425,"good_room
room_sizes_excellent
no_evident_not_room_sizes_excellent

wheelchair_friendly
no_evident_not_wheelchair_friendly"
426,"good_room
no_evident_not_comfortable_bed
no_evident_lovely_soft_duvet_and_pillows
no_evident_good_shower"
427,"clean
not clean

good_room
no evident not clean"
428,"clean
not clean

good_room
no evident not clean"
428,"not enough pillows
have evident enough pillows"
429,"bad_room
have evident soft
bad_room
have evident uncomfortable"
430,"bad_room
windows_closed
have_evident_windows_open

bad_room
front_building_looks_right_into_your_room
have_evident_front_building_does_not_look_right_into_your_room"
431,"large
no evident not large

nice balcony
no evident not nice balcony"
432,"clean
comfortable
cute balconies
no evident not clean
no evident not comfortable
no evident not cute balconies"
433,"size_of_room good_room
size_of_room no_evident_not_good_room
bed_good_room bed_no_evident_not_good_room"
433,"- the shower is inconvinently placed  
- edges need replacement  
- bin is rusty  
- mirror is oddly placed  
- curtains let in too much light

- the shower have evident convenient placement  
- edges are solid and clean  
- bin is shiny  
- mirror is normally placed  
- curtains block sufficient light"
434,"bad_room
have evident bad odor
have evident good air freshener
have evident clean toilet
have evident mold growth
have evident no unpleasant smell"
436,"clean
no evident not clean

good_room
no evident not good_room"
436,"size small have evident size large
space none have evident space ample
no sitting area have evident sitting area present
terrace sunny have evident terrace shady"
437,"clean
no evident not clean
comfortable
no evident not comfortable"
437,"small have evident ample
small have evident spacious"
438,"spacious
clean
no evident not spacious
no evident not clean"
438,"bad_room
have evident unbearable duvet
have evident no simple sheets
have evident noisy windows
have evident no soundproofing
have evident unusable hair dryer
have evident unusable kettle"
439,"small
have evident large

bad_room"
440,"good_room
no_evident_not_good_room

good_modern_rooms
no_evident_not_good_modern_rooms"
440,"cleaned superficially
have evident cleaned thoroughly

medium nice
have evident very poor

hair not being removed
have evident hair removed"
